response,ager,educ,file_race,gender,race_eth,ACHA,APPKAV,approve,genballot,hdem_fav,HEALTH,hrep_fav,KAVASST,SINGLEPAY,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,65 and older,Bachelors' degree,White,Male,White,Oppose,support,Approve,Reps. keep House,Don't know,Yes,Unfavorable,Do not believe,Support,65 and older,4-year College Grad.,Republican,Female,Somewhat likely,Republican,"White, 4-Year College Grads",White,65 and older,White,Ingham,85 percent or higher,Cell,0.7778,0.9935,0.8195,0.3551,0.8091
Rep,65 and older,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Do not believe,Oppose,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Ingham,85 percent or higher,Landline,1,0.9846,0.9158,0.5166,0.9167
Dem,18 to 34,Some college or trade school,White,Male,Hispanic,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Don't know,Believe,Don't know,18 to 29,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,18 to 34,White,Ingham,50 to 85 percent,Cell,1,0.7872,1.1686,0.7885,1.1646
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Unfavorable,Don't know,Oppose,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,65 and older,White,Livingston,85 percent or higher,Landline,1,0.9956,0.6381,0.3926,0.638
Rep,65 and older,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Unfavorable,Don't know,Oppose,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Livingston,85 percent or higher,Landline,1,0.9333,1.0614,0.7535,1.0661
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,support,Approve,Reps. keep House,Don't know,Yes,Don't know,Do not believe,Don't know,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Ingham,85 percent or higher,Landline,1,0.8875,0.9158,0.5731,0.9252
Rep,65 and older,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Do not believe,Oppose,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Ingham,50 to 85 percent,Landline,1,0.8473,0.9008,0.4565,0.9156
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,No,Don't know,Do not believe,Oppose,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,35 to 49,White,Livingston,50 to 85 percent,Cell,1,0.5789,0.5956,0.6188,0.6444
Und,18 to 34,Bachelors' degree,Asian,Female,Asian,Support,oppose,Disapp.,Dems. take House,Don't know,Yes,Don't know,Believe,Support,18 to 29,4-year College Grad.,Other,Female,Very likely,Republican,Nonwhite,Nonwhite,18 to 34,Non-White,Livingston,Less than 50 percent,Landline,0.6667,0.4425,1.1138,1.4395,1.0227
Rep,50 to 64,High school,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Do not believe,Oppose,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Livingston,85 percent or higher,Cell,1,0.9917,1.8059,1.4171,1.8081
Und,65 and older,Some college or trade school,White,Male,White,Oppose,support,Approve,Reps. keep House,Don't know,No,Don't know,Do not believe,Don't know,65 and older,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Livingston,50 to 85 percent,Cell,1,0.6601,1.1708,1.0076,1.2377
Rep,65 and older,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Unfavorable,Don't know,Support,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Livingston,85 percent or higher,Cell,1,0.9793,1.0625,0.6216,1.0634
Rep,50 to 64,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Unfavorable,Do not believe,Oppose,45 to 64,Some College Educ.,Republican,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,50 to 64,White,Livingston,85 percent or higher,Cell,1,0.9879,0.9167,0.6196,0.9176
