response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,FEMINISM,genballot,hdem_fav,hrep_fav,KAVASST,TXHORSERACE,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,educ3,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,High school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,Beto O'Rourke,agree,45 to 64,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Austin/Round Rock,50 to 85 percent,Cell,1,0.7365,1.1258,0.8387,1.1111,2018-10-04 00:21:22
Dem,65 and older,High school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Unfavorable,Do not believe,Ted Cruz,Don't know,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Williamson,85 percent or higher,Landline,1,0.9791,1.3745,0.6707,1.3561,2018-10-04 00:22:52
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Williamson,50 to 85 percent,Landline,1,0.5373,1.3026,0.949,1.4084,2018-10-04 00:24:22
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Do not believe,Ted Cruz,Don't know,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Williamson,85 percent or higher,Cell,1,0.9882,0.7283,0.2989,0.7186,2018-10-04 00:24:49
Rep,50 to 64,Some college or trade school,White,Male,Other,Don't know,Don't know,Check,oppose,Don't know,Don't know,Don't know,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),Nonwhite,40 to 64,No 4-year College Degree,White,Williamson,50 to 85 percent,Cell,0.6667,0.5799,1.3817,1.0621,1.2506,2018-10-04 00:34:02
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,Beto O'Rourke,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Austin/Round Rock,85 percent or higher,Landline,1,0.9954,0.4971,0.1784,0.4908,2018-10-04 00:34:38
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Don't know,Ted Cruz,Don't know,65 and older,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Williamson,85 percent or higher,Landline,1,0.8772,0.9719,0.4731,0.9499,2018-10-04 00:36:26
Dem,65 and older,Graduate or Professional Degree,White,Male,White,support,Disapp.,Check,support,Reps. keep House,Favorable,Unfavorable,Don't know,Beto O'Rourke,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Austin/Round Rock,50 to 85 percent,Landline,1,0.6863,0.6821,0.4038,0.7062,2018-10-04 00:36:44
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,disagree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Williamson,85 percent or higher,Landline,1,0.99,1.3489,0.7487,1.3311,2018-10-04 00:36:44
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,agree,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Austin/Round Rock,85 percent or higher,Landline,1,0.8828,1.1412,0.6608,1.1152,2018-10-04 00:37:20
Rep,65 and older,Bachelors' degree,Unknown,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,Ted Cruz,disagree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,Unknown,Williamson,85 percent or higher,Landline,1,0.9366,0.8742,0.5158,0.8652,2018-10-04 00:38:05
Dem,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Williamson,85 percent or higher,Landline,1,0.9821,1.3489,0.7548,1.3308,2018-10-04 00:38:59
Dem,65 and older,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Don't know,Beto O'Rourke,agree,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,65 and older,Postgraduate Degree,White,Austin/Round Rock,50 to 85 percent,Landline,1,0.8439,0.7101,0.4477,0.7118,2018-10-04 00:40:29
Rep,50 to 64,Graduate or Professional Degree,Unknown,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,Ted Cruz,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Unknown,Williamson,85 percent or higher,Landline,1,0.9708,0.5608,0.2308,0.5535,2018-10-04 00:46:11
Rep,65 and older,High school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Don't know,Ted Cruz,agree,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Williamson,50 to 85 percent,Landline,0.7778,0.6758,1.5217,1.1586,1.4312,2018-10-04 00:51:52
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,Beto O'Rourke,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Williamson,85 percent or higher,Landline,1,0.9953,0.5987,0.2008,0.5912,2018-10-04 00:52:55
Rep,65 and older,Some college or trade school,Unknown,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Don't know,Ted Cruz,agree,65 and older,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Unknown,Austin/Round Rock,Less than 50 percent,Landline,0,0.4936,1.2065,1.8082,0.7457,2018-10-04 00:56:13
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,Ted Cruz,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Williamson,85 percent or higher,Landline,1,0.9418,0.8012,0.3658,0.7926,2018-10-04 00:56:40
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,Ted Cruz,disagree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Williamson,85 percent or higher,Landline,1,0.9887,0.7147,0.3372,0.7052,2018-10-04 00:57:07
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,agree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Williamson,85 percent or higher,Landline,1,0.9799,0.8012,0.3516,0.7861,2018-10-04 00:58:28
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,Black,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Don't know,Believe,Beto O'Rourke,agree,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,65 and older,4-year College Grad.,White,Austin/Round Rock,85 percent or higher,Landline,1,0.9877,0.7749,0.3876,0.7615,2018-10-04 01:01:19
Dem,65 and older,Bachelors' degree,Unknown,Male,White,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Don't know,Don't know,Beto O'Rourke,agree,65 and older,4-year College Grad.,Republican,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,Unknown,Williamson,85 percent or higher,Landline,1,0.9319,0.8908,0.4593,0.8441,2018-10-04 01:01:28
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,Ted Cruz,disagree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Williamson,85 percent or higher,Landline,1,0.9899,1.3489,0.7488,1.3311,2018-10-04 01:11:18
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,disagree,45 to 64,Postgraduate Degree,Other,Female,Very likely,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Williamson,50 to 85 percent,Landline,1,0.7667,0.7185,0.4079,0.707,2018-10-04 01:12:52
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Believe,Beto O'Rourke,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Williamson,Less than 50 percent,Landline,1,0.3403,1.3318,2.1045,1.5788,2018-10-04 01:19:57
Dem,35 to 49,Graduate or Professional Degree,Asian,Female,Asian,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,Beto O'Rourke,agree,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,40 to 64,Postgraduate Degree,Other Non-White,Austin/Round Rock,85 percent or higher,Cell,1,0.9677,0.5633,0.3151,0.5517,2018-10-04 01:54:41
Rep,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),Nonwhite,40 to 64,No 4-year College Degree,Hispanic,Williamson,85 percent or higher,Landline,1,0.9032,1.3099,0.8778,1.3016,2018-10-04 01:57:32
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Don't know,Ted Cruz,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Williamson,85 percent or higher,Landline,1,0.9185,1.3489,0.807,1.3377,2018-10-04 01:57:59
Und,18 to 34,Some college or trade school,Unknown,Male,White,support,Approve,Check,oppose,Reps. keep House,Don't know,Don't know,Don't know,Ted Cruz,agree,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,Unknown,Williamson,50 to 85 percent,Cell,0.7778,0.6949,1.7946,1.4689,1.7769,2018-10-04 02:02:47
Dem,50 to 64,High school,White,Male,Black,Don't know,Don't know,Don't know,support,Don't know,Don't know,Don't know,Don't know,Beto O'Rourke,agree,45 to 64,High School Grad. or Less,Other,Male,Very likely,Democrat,Nonwhite,40 to 64,No 4-year College Degree,White,Bell,Less than 50 percent,Cell,1,0.3019,1.1498,1.7636,1.27,2018-10-04 02:10:08
Dem,65 and older,Some college or trade school,Black,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,Beto O'Rourke,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,No 4-year College Degree,Other Non-White,Bell,85 percent or higher,Cell,1,0.9683,1.2914,0.8998,1.2747,2018-10-04 02:19:13
Rep,50 to 64,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,Don't know,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,40 to 64,No 4-year College Degree,White,Bell,50 to 85 percent,Cell,1,0.7181,1.1706,0.72,1.2028,2018-10-04 02:19:13
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Austin/Round Rock,Less than 50 percent,Cell,1,0.1673,0.7818,2.4025,1.0904,2018-10-04 02:34:20
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Unfavorable,Don't know,Beto O'Rourke,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Unknown,Williamson,85 percent or higher,Cell,1,0.9542,0.5488,0.216,0.5422,2018-10-04 02:39:53
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Don't know,Favorable,Unfavorable,Don't know,Don't know,agree,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,Postgraduate Degree,White,Williamson,85 percent or higher,Cell,1,0.8582,0.9025,0.5541,0.9026,2018-10-04 20:32:03
Rep,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,support,Approve,Support,support,Reps. keep House,Favorable,Don't know,Don't know,Ted Cruz,disagree,30 to 44,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),Nonwhite,18 to 39,No 4-year College Degree,Hispanic,Williamson,Less than 50 percent,Cell,0.6667,0.262,2.3578,6.8406,1.688,2018-10-04 20:48:22
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Don't know,Check,oppose,Reps. keep House,Don't know,Unfavorable,Don't know,Beto O'Rourke,agree,45 to 64,Postgraduate Degree,Other,Male,[DO NOT READ] Don't know/Refused,or as a member of another political party,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Williamson,Less than 50 percent,Cell,0.4444,0.4926,0.7191,0.5792,0.4302,2018-10-04 21:00:40
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,Believe,Beto O'Rourke,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Bell,85 percent or higher,Cell,1,0.9884,0.8081,0.3978,0.7973,2018-10-04 21:03:32
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,Beto O'Rourke,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Williamson,85 percent or higher,Cell,1,0.9873,0.5876,0.2285,0.5798,2018-10-04 21:20:08
Dem,35 to 49,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Don't know,Beto O'Rourke,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Williamson,Less than 50 percent,Cell,1,0.3562,1.3571,1.781,1.5932,2018-10-04 21:32:03
Dem,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,Beto O'Rourke,agree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,4-year College Grad.,Hispanic,Austin/Round Rock,85 percent or higher,Cell,1,0.9862,0.7668,0.3679,0.7566,2018-10-04 21:32:30
Und,35 to 49,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Don't know,Don't know,Unfavorable,Do not believe,Ted Cruz,agree,30 to 44,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Austin/Round Rock,85 percent or higher,Cell,1,0.9512,1.4141,0.9876,1.383,2018-10-04 21:34:27
Dem,50 to 64,Graduate or Professional Degree,Black,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,Beto O'Rourke,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,40 to 64,Postgraduate Degree,Other Non-White,Bell,Less than 50 percent,Cell,1,0.4012,0.6904,1.0256,0.7906,2018-10-04 21:35:03
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,Beto O'Rourke,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Williamson,85 percent or higher,Cell,1,0.99,0.5876,0.2279,0.5798,2018-10-04 21:37:54
Dem,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,Beto O'Rourke,agree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Austin/Round Rock,85 percent or higher,Cell,1,0.9701,0.6634,0.2572,0.6547,2018-10-04 21:39:51
