response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,CLIMATE,FEMINISM,genballot,hdem_fav,hrep_fav,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_unkother,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,65 and older,High school,White,Female,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Favorable,Unfavorable,disagree,65 and older,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,>60% Trump,50 to 85 percent,Landline,1,0.8486,1.407,1.0853,1.4857
Dem,18 to 34,Graduate or Professional Degree,Asian,Male,Asian,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,Unknown/Non-White,Des Moines,Less than 50 percent,Cell,1,0.4791,0.6093,0.819,0.7098
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Des Moines,85 percent or higher,Cell,1,0.9529,0.6364,0.3212,0.6629
Dem,65 and older,High school,Unknown,Male,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,Unknown/Non-White,Des Moines,85 percent or higher,Cell,1,0.8784,1.3277,0.9913,1.3956
Rep,18 to 34,Some college or trade school,White,Female,White,support,Don't know,Don't know,Very or somewhat,support,Reps. keep House,Don't know,Don't know,agree,18 to 29,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,18 to 34,White,Polk,Less than 50 percent,Cell,0.8889,0.4337,0.92490000000000006,1.737,1.0596
Und,18 to 34,Bachelors' degree,White,Male,White,Don't know,Disapp.,Check,Very or somewhat,Don't know,Don't know,Don't know,Don't know,disagree,30 to 44,4-year College Grad.,Other,Male,[DO NOT READ] Don't know/Refused,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Polk,50 to 85 percent,Landline,0.4444,0.8039,1.0123,0.6293,0.7927
Und,35 to 49,Some college or trade school,White,Male,White,Don't know,Don't know,Support,Not or not very,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,>60% Trump,50 to 85 percent,Landline,1,0.821,1.5241,1.3704,1.6169
Und,35 to 49,Some college or trade school,White,Male,White,oppose,Don't know,Don't know,Not or not very,oppose,Don't know,Unfavorable,Unfavorable,disagree,30 to 44,Some College Educ.,Other,Male,Not at all likely,or as a member of another political party,"White, No 4-Year College Degree",White,35 to 49,White,>60% Trump,50 to 85 percent,Cell,0,0.5131,1.5241,2.1927,0.4907
Rep,50 to 64,High school,White,Male,White,oppose,Approve,Check,Very or somewhat,support,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,High School Grad. or Less,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,<60% Trump,50 to 85 percent,Landline,1,0.8223,1.3934,1.0986,1.4392
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,>60% Trump,85 percent or higher,Cell,1,0.8592,1.1649,0.664,1.2279
Dem,50 to 64,Some college or trade school,White,Male,White,oppose,Disapp.,Check,Very or somewhat,Don't know,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,<60% Trump,85 percent or higher,Landline,1,0.9623,1.0126,0.7576,1.054
Dem,65 and older,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,<60% Trump,85 percent or higher,Landline,1,0.9668,0.8797,0.515,0.9154
Und,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Don't know,Disapp.,Check,Not or not very,Don't know,Dems. take House,Favorable,Favorable,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Unknown/Non-White,<60% Trump,85 percent or higher,Landline,1,0.9898,0.6744,0.4357,0.7015
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Don't know,Don't know,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,65 and older,White,<60% Trump,85 percent or higher,Landline,1,0.9775,0.9274,0.7365,0.9646
Dem,50 to 64,High school,White,Female,White,support,Disapp.,Support,Very or somewhat,oppose,Dems. take House,Don't know,Don't know,agree,45 to 64,High School Grad. or Less,Democratic,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,>60% Trump,Less than 50 percent,Landline,0,0.2127,1.2998,4.6812,0.3034
Rep,65 and older,[DO NOT READ] Refused,White,Female,White,oppose,Disapp.,Check,Very or somewhat,Don't know,Dems. take House,Don't know,Favorable,agree,65 and older,[DO NOT READ] Don't know/Refused,Republican,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,>60% Trump,50 to 85 percent,Landline,0.4444,0.6114,0.9486,1.1613,0.5001
Dem,50 to 64,High school,White,Female,White,oppose,Disapp.,Check,Very or somewhat,Don't know,Dems. take House,Favorable,Unfavorable,agree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,>60% Trump,85 percent or higher,Landline,1,0.9752,1.3648,1.0729,1.4196
