response,ager,educ,file_race,gender,race_eth,ABOLOISHICE,AFRAID,approve,ASSAULTW,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_unkother,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,18 to 34,Some college or trade school,White,Male,White,Oppose,disagree,Approve,support,Oppose,agree,Reps. keep House,Unfavorable,Favorable,disagree,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,South/Central,50 to 85 percent,Cell,0.8889,0.7567,2.2538,2.0484,2.3539,2018-09-13 23:57:07
Dem,65 and older,Bachelors' degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,65 and older,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,North,85 percent or higher,Landline,1,0.9278,0.59,0.3452,0.6008,2018-09-14 00:00:52
Dem,65 and older,High school,White,Female,White,Oppose,agree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Favorable,agree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Bangor Area,85 percent or higher,Cell,0.4444,0.9154,1.1045,1.0674,1.087,2018-09-14 00:02:43
Dem,18 to 34,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,Don't know,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,North,85 percent or higher,Cell,1,0.9955,0.9474,0.4952,0.9749,2018-09-14 00:04:22
Rep,50 to 64,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,Don't know,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,South/Central,85 percent or higher,Landline,1,0.9844,1.0662,0.6719,1.091,2018-09-14 00:05:52
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,18 to 29,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,White,Bangor Area,85 percent or higher,Landline,1,0.8881,1.3042,1.0979,1.3534,2018-09-14 00:06:46
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Bangor Area,50 to 85 percent,Cell,1,0.828,0.7772,0.6868,0.8141,2018-09-14 00:08:25
Und,35 to 49,Bachelors' degree,White,Female,Asian,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,White,Bangor Area,85 percent or higher,Landline,1,0.8523,0.8423,0.586,0.8788,2018-09-14 00:17:07
Und,50 to 64,High school,White,Male,White,Don't know,disagree,Disapp.,support,Oppose,agree,Don't know,Unfavorable,Favorable,Don't know,45 to 64,High School Grad. or Less,Democratic,Male,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,South/Central,50 to 85 percent,Landline,1,0.8478,1.2564,1.0888,1.2136,2018-09-14 00:19:13
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,agree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Unfavorable,disagree,65 and older,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,South/Central,50 to 85 percent,Cell,1,0.6354,1.1848,1.2205,1.235,2018-09-14 00:21:01
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,agree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,South/Central,85 percent or higher,Cell,1,0.9608,0.7384,0.4181,0.7599,2018-09-14 00:21:36
Und,50 to 64,Some college or trade school,White,Male,White,Don't know,disagree,Approve,oppose,Oppose,disagree,Don't know,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,North,85 percent or higher,Cell,0.7778,0.9569,0.7214,0.4863,0.7261,2018-09-14 00:22:13
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,Don't know,30 to 44,Postgraduate Degree,Other,Female,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,North,Less than 50 percent,Cell,1,0.3915,0.765,1.2055,0.8466,2018-09-14 00:23:34
Rep,50 to 64,Some college or trade school,White,Female,White,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Bangor Area,85 percent or higher,Landline,1,0.9954,0.9638,0.8154,0.9918,2018-09-14 00:26:16
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,30 to 44,4-year College Grad.,Democratic,Female,Somewhat likely,Democrat,Nonwhite,Nonwhite,35 to 49,Unknown/Non-White,Auburn/Lewiston,50 to 85 percent,Cell,0.5556,0.631,0.9913,0.8816,0.7704,2018-09-14 00:28:21
Rep,50 to 64,High school,White,Female,White,Oppose,disagree,Approve,Don't know,Oppose,agree,Reps. keep House,Don't know,Favorable,agree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,South/Central,85 percent or higher,Landline,1,0.8653,1.1895,0.9298,1.2384,2018-09-14 00:28:31
Dem,50 to 64,Some college or trade school,White,Male,White,Oppose,disagree,Disapp.,Don't know,Oppose,disagree,Don't know,Favorable,Unfavorable,Don't know,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Bangor Area,85 percent or higher,Landline,1,0.9108,0.9411,0.8629,0.9581,2018-09-14 00:33:51
Dem,65 and older,Some college or trade school,White,Female,White,Support,agree,Disapp.,support,Don't know,disagree,Dems. take House,Favorable,Don't know,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Auburn/Lewiston,85 percent or higher,Landline,1,0.9493,0.9052,0.7235,0.9325,2018-09-14 00:37:00
Rep,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Favorable,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,North,85 percent or higher,Cell,1,0.9289,0.5744,0.3484,0.5929,2018-09-14 00:43:27
Dem,65 and older,Graduate or Professional Degree,Unknown,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Unknown/Non-White,South/Central,85 percent or higher,Cell,1,0.9973,0.7312,0.4524,0.7527,2018-09-14 00:49:39
Dem,65 and older,High school,White,Male,White,Oppose,disagree,Disapp.,oppose,Oppose,agree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,North,85 percent or higher,Landline,1,0.9146,1.003,0.8212,1.0371,2018-09-14 00:51:27
Rep,35 to 49,Some college or trade school,White,Male,White,Don't know,disagree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,30 to 44,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,35 to 49,White,South/Central,50 to 85 percent,Cell,0.8889,0.8274,1.2083,0.8515,1.2138,2018-09-14 00:52:57
Rep,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,North,50 to 85 percent,Cell,1,0.7449,0.6821,0.4985,0.7261,2018-09-14 00:56:06
Dem,50 to 64,Bachelors' degree,White,Female,White,Oppose,disagree,Don't know,support,Don't know,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Auburn/Lewiston,85 percent or higher,Cell,1,0.9254,0.7351,0.5133,0.7592,2018-09-14 00:57:45
Und,65 and older,Some college or trade school,White,Female,White,Support,disagree,Approve,oppose,Don't know,disagree,Dems. take House,Don't know,Don't know,disagree,65 and older,Some College Educ.,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Bangor Area,85 percent or higher,Cell,1,0.9424,0.7788,0.6459,0.7934,2018-09-14 00:57:45
Dem,35 to 49,Some college or trade school,White,Female,White,Oppose,disagree,Approve,oppose,Oppose,disagree,Don't know,Favorable,Unfavorable,agree,30 to 44,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,South/Central,Less than 50 percent,Cell,1,0.431,1.4522,2.5633,1.5857,2018-09-14 00:57:54
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,South/Central,85 percent or higher,Landline,1,0.9959,0.5695,0.3073,0.586,2018-09-14 00:58:39
Dem,18 to 34,Some college or trade school,White,Female,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,18 to 29,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,South/Central,85 percent or higher,Cell,1,0.8512,2.1337,1.5875,2.1753,2018-09-14 01:04:09
Rep,65 and older,High school,White,Male,White,Don't know,disagree,Approve,oppose,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Don't know,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,South/Central,85 percent or higher,Landline,1,0.9172,1.3185,1.164,1.3629,2018-09-14 01:09:06
Rep,65 and older,Some college or trade school,White,Female,Hispanic,Oppose,disagree,Approve,support,Don't know,disagree,Don't know,Don't know,Favorable,disagree,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,65 and older,White,North,85 percent or higher,Cell,1,0.9943,0.7589,0.4782,0.7808,2018-09-14 01:12:42
Rep,35 to 49,Bachelors' degree,White,Male,White,Oppose,disagree,Don't know,oppose,Oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Auburn/Lewiston,85 percent or higher,Cell,1,0.9965,0.8707,0.5655,0.8962,2018-09-14 01:13:36
Dem,35 to 49,Bachelors' degree,White,Female,White,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Bangor Area,85 percent or higher,Cell,1,0.9864,0.6626,0.3837,0.6813,2018-09-14 01:16:49
Dem,18 to 34,High school,White,Female,White,Support,disagree,Approve,support,Oppose,disagree,Don't know,Don't know,Don't know,disagree,30 to 44,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Auburn/Lewiston,50 to 85 percent,Cell,0.6667,0.7031,3.7759,4.9012,3.5911,2018-09-14 01:17:43
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,South/Central,85 percent or higher,Landline,1,0.9077,0.567,0.2967,0.5868,2018-09-14 01:19:22
Und,35 to 49,High school,White,Male,White,Don't know,disagree,Approve,support,Oppose,disagree,Don't know,Don't know,Don't know,Don't know,45 to 64,High School Grad. or Less,Other,Male,Not at all likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,35 to 49,White,Auburn/Lewiston,50 to 85 percent,Cell,0,0.5904,1.8419,2.5277,0.6458,2018-09-14 01:20:16
Und,65 and older,Bachelors' degree,White,Male,White,Don't know,disagree,Disapp.,support,Oppose,disagree,Reps. keep House,Favorable,Unfavorable,Don't know,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Auburn/Lewiston,85 percent or higher,Cell,1,0.9851,0.8149,0.6398,0.8379,2018-09-14 01:20:34
Rep,65 and older,Some college or trade school,White,Male,White,Oppose,disagree,Disapp.,support,Support,disagree,Reps. keep House,Unfavorable,Unfavorable,disagree,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,North,85 percent or higher,Cell,1,0.9809,0.7073,0.477,0.7272,2018-09-14 01:23:16
Rep,50 to 64,Bachelors' degree,White,Female,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Favorable,disagree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,North,85 percent or higher,Cell,0.7778,0.9789,0.508,0.2505,0.5152,2018-09-14 01:30:55
Dem,65 and older,Some college or trade school,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,North,85 percent or higher,Cell,1,0.947,0.7073,0.4941,0.7287,2018-09-14 20:36:57
Rep,50 to 64,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Auburn/Lewiston,85 percent or higher,Cell,1,0.9575,1.0938,0.9262,1.126,2018-09-14 20:43:42
Dem,50 to 64,Some college or trade school,Unknown,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,Unknown/Non-White,North,85 percent or higher,Cell,1,0.9781,0.7245,0.4028,0.745,2018-09-14 21:09:18
Und,18 to 34,Some college or trade school,White,Female,White,Don't know,Don't know,Disapp.,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,30 to 44,Some College Educ.,Other,Female,Not at all likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,35 to 49,White,Auburn/Lewiston,50 to 85 percent,Cell,0,0.5847,1.3937,1.6159,0.485,2018-09-14 21:09:54
Dem,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,South/Central,85 percent or higher,Cell,1,0.9728,0.6223,0.3526,0.64,2018-09-14 21:09:54
Dem,65 and older,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Bangor Area,85 percent or higher,Cell,1,0.9678,0.6201,0.4374,0.6379,2018-09-14 21:12:36
