response,ager,educ,file_race,gender,race_eth,ACHA,APPKAV,approve,genballot,hdem_fav,HEALTH,hrep_fav,SINGLEPAY,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_black,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,50 to 64,High school,Unknown,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,Unknown,"Burlington, Clinton",50 to 85 percent,Cell,1,0.7765,1.3704,1.2669,1.4136,2018-09-26 22:00:15
Und,50 to 64,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Don't know,support,Approve,Reps. keep House,Unfavorable,Yes,Unfavorable,Don't know,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,Ocean,85 percent or higher,Cell,1,0.9221,0.7562,0.3029,0.7619,2018-09-26 22:04:35
Rep,65 and older,Bachelors' degree,White,Male,White,Oppose,Don't know,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,"Burlington, Trump",85 percent or higher,Cell,1,0.885,0.8943,0.4019,0.9054,2018-09-26 22:05:47
Rep,50 to 64,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,No,Don't know,Support,45 to 64,4-year College Grad.,Other,Female,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Ocean,Less than 50 percent,Cell,0.7778,0.4192,1.0105,1.2625,0.9823,2018-09-26 22:08:47
Rep,65 and older,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Oppose,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Ocean,85 percent or higher,Landline,1,0.9761,1.02,0.5003,1.0229,2018-09-26 22:13:44
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Unknown,"Burlington, Clinton",85 percent or higher,Cell,1,0.8522,0.602,0.404,0.6126,2018-09-26 22:14:35
Rep,50 to 64,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Unfavorable,Oppose,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,"Burlington, Clinton",85 percent or higher,Cell,0.8889,0.9751,0.8765,0.3584,0.8762,2018-09-26 22:15:59
Rep,50 to 64,Bachelors' degree,Unknown,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Unknown,Ocean,85 percent or higher,Landline,1,0.98,0.6558,0.4064,0.6577,2018-09-26 22:16:49
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,Don't know,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Don't know,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,"Burlington, Clinton",85 percent or higher,Landline,1,0.8905,0.5885,0.2241,0.5953,2018-09-26 22:17:21
Dem,65 and older,Graduate or Professional Degree,Hispanic,Female,Hispanic,Support,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,Other Non-White,"Burlington, Clinton",50 to 85 percent,Cell,0.8889,0.7774,1.0575,0.4946,1.0739,2018-09-26 22:17:25
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Don't know,Support,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,50 to 64,Other Non-White,Ocean,85 percent or higher,Cell,0.6667,0.8667,0.9956,0.5855,0.9454,2018-09-26 22:20:25
Und,50 to 64,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Don't know,Support,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,"Burlington, Clinton",50 to 85 percent,Cell,1,0.7463,0.8743,0.4801,0.9074,2018-09-26 22:20:39
Rep,65 and older,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,"Burlington, Trump",85 percent or higher,Cell,1,0.9088,0.9935,0.6065,1.0026,2018-09-26 22:20:48
Rep,[DO NOT READ] Refused,Bachelors' degree,Unknown,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Unknown,"Burlington, Clinton",85 percent or higher,Landline,1,0.9896,0.6338,0.2798,0.6356,2018-09-26 22:21:37
Und,[DO NOT READ] Refused,Graduate or Professional Degree,Other,Male,[DO NOT READ] Don't know/Refused,Oppose,oppose,Don't know,Dems. take House,Don't know,No,Don't know,Don't know,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,Other Non-White,Ocean,Less than 50 percent,Cell,1,0.3198,1.384,2.3548,1.5397,2018-09-26 22:22:27
Dem,50 to 64,Graduate or Professional Degree,Asian,Male,Asian,Support,oppose,Disapp.,Dems. take House,Don't know,Yes,Don't know,Support,45 to 64,Postgraduate Degree,Other,Male,Very likely,Democrat,Nonwhite,Nonwhite,35 to 49,Other Non-White,"Burlington, Clinton",50 to 85 percent,Landline,0.7778,0.7824,1.2637,0.6483,1.2119,2018-09-26 22:23:12
Dem,35 to 49,Some college or trade school,Hispanic,Male,[DO NOT READ] Don't know/Refused,Support,oppose,Disapp.,Dems. take House,Don't know,No,Don't know,Support,45 to 64,Some College Educ.,Democratic,Male,Very likely,or as a member of another political party,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,Other Non-White,"Burlington, Clinton",50 to 85 percent,Cell,0.8889,0.5746,1.6209,1.7274,1.6109,2018-09-26 22:25:49
Und,50 to 64,Some college or trade school,Hispanic,Female,Black,Oppose,oppose,Don't know,Dems. take House,Don't know,No,Don't know,Support,45 to 64,Some College Educ.,Democratic,Female,Somewhat likely,Democrat,Nonwhite,Nonwhite,50 to 64,Other Non-White,"Burlington, Clinton",50 to 85 percent,Cell,1,0.5498,1.4024,1.3526,1.2767,2018-09-26 22:29:21
Dem,35 to 49,Bachelors' degree,Black,Female,Black,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Favorable,Support,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,Black,"Burlington, Clinton",50 to 85 percent,Cell,1,0.6951,0.7044,0.5885,0.7396,2018-09-26 22:31:29
Und,50 to 64,Grade school,White,Male,White,Support,support,Approve,Dems. take House,Don't know,Yes,Don't know,Support,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,"Burlington, Clinton",85 percent or higher,Cell,1,0.9388,1.519,0.8019,1.5276,2018-09-26 22:31:45
Und,50 to 64,Bachelors' degree,Black,Female,[DO NOT READ] Don't know/Refused,Oppose,Don't know,Disapp.,Dems. take House,Don't know,No,Don't know,Support,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,Black,"Burlington, Clinton",85 percent or higher,Cell,1,0.8721,0.611,0.3433,0.6198,2018-09-26 22:38:05
Rep,65 and older,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,"Burlington, Clinton",85 percent or higher,Cell,1,0.9826,0.9658,0.3779,0.9684,2018-09-26 22:40:55
Dem,35 to 49,Some college or trade school,Black,Female,Black,Support,Don't know,Disapp.,Dems. take House,Don't know,No,Don't know,Support,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,Black,"Burlington, Clinton",85 percent or higher,Cell,1,0.9203,0.8471,0.7823,0.8536,2018-09-26 22:40:56
Dem,50 to 64,Graduate or Professional Degree,Black,Female,Other,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Oppose,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,Black,"Burlington, Clinton",85 percent or higher,Cell,1,0.9288,0.5118,0.2591,0.5153,2018-09-26 22:47:31
Rep,18 to 34,Bachelors' degree,White,Female,Other,Oppose,oppose,Approve,Reps. keep House,Unfavorable,No,Favorable,Don't know,18 to 29,4-year College Grad.,Other,Female,Somewhat likely,Republican,Nonwhite,Nonwhite,18 to 34,White,Ocean,Less than 50 percent,Cell,1,0.3915,0.9416,1.3204,0.8581,2018-09-26 22:48:33
Dem,35 to 49,Bachelors' degree,Black,Male,Black,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,30 to 44,4-year College Grad.,Republican,Male,Very likely,Democrat,Nonwhite,Nonwhite,35 to 49,Black,"Burlington, Clinton",50 to 85 percent,Cell,1,0.6243,0.718,0.5593,0.7312,2018-09-26 22:49:38
Dem,65 and older,Some college or trade school,Black,Male,Black,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Don't know,Support,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,50 to 64,Black,"Burlington, Clinton",50 to 85 percent,Cell,1,0.8105,0.777,0.5206,0.7745,2018-09-26 22:58:54
Und,35 to 49,Graduate or Professional Degree,White,Female,Hispanic,Support,Don't know,Disapp.,Don't know,Don't know,Yes,Don't know,Support,45 to 64,Postgraduate Degree,Other,Female,Very likely,Independent (No party),Nonwhite,Nonwhite,35 to 49,White,"Burlington, Trump",Less than 50 percent,Cell,1,0.449,1.0289,1.6588,1.0897,2018-09-26 23:02:03
Rep,[DO NOT READ] Refused,Some college or trade school,Unknown,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Unknown,Ocean,85 percent or higher,Landline,1,0.9889,0.9028,0.6434,0.9054,2018-09-26 23:02:47
Dem,35 to 49,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Ocean,85 percent or higher,Cell,1,0.9891,0.8575,0.4397,0.8568,2018-09-26 23:04:10
Dem,50 to 64,Bachelors' degree,Unknown,Male,White,Support,support,Don't know,Don't know,Favorable,No,Favorable,Support,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Unknown,"Burlington, Clinton",50 to 85 percent,Cell,1,0.5949,0.7359,0.4873,0.7938,2018-09-26 23:07:35
Rep,35 to 49,High school,White,Female,White,Support,Don't know,Approve,Reps. keep House,Unfavorable,No,Don't know,Support,30 to 44,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Ocean,50 to 85 percent,Cell,1,0.5674,1.8124,2.6298,1.9717,2018-09-26 23:26:09
Und,50 to 64,Bachelors' degree,Black,Female,Other,Oppose,oppose,Disapp.,Dems. take House,Unfavorable,Yes,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,or as a member of another political party,Nonwhite,Nonwhite,50 to 64,Black,"Burlington, Clinton",50 to 85 percent,Cell,0.8889,0.6387,0.622,0.4384,0.6473,2018-09-26 23:27:21
Rep,65 and older,High school,Unknown,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,65 and older,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Unknown,Ocean,50 to 85 percent,Landline,1,0.8246,1.7804,1.9317,1.82,2018-09-27 00:31:56
Dem,18 to 34,Some college or trade school,White,Female,Other,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,30 to 44,Some College Educ.,Other,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,18 to 34,White,"Burlington, Trump",Less than 50 percent,Cell,1,0.2054,1.2625,4.5559,1.5125,2018-09-27 00:44:32
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,65 and older,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Ocean,50 to 85 percent,Cell,1,0.8137,0.8106,0.3081,0.8077,2018-09-27 00:44:41
Dem,50 to 64,Bachelors' degree,Black,Female,Black,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,50 to 64,Black,"Burlington, Clinton",85 percent or higher,Cell,1,0.9274,0.6236,0.2952,0.6192,2018-09-27 01:07:24
Rep,50 to 64,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,4-year College Grad.,Other,Male,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,"Burlington, Clinton",50 to 85 percent,Cell,1,0.6369,0.8314,0.35,0.845,2018-09-27 01:15:03
Dem,18 to 34,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Don't know,Unfavorable,Support,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,"Burlington, Clinton",85 percent or higher,Cell,1,0.9129,0.6546,0.2662,0.6602,2018-09-27 01:19:10
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Don't know,Support,18 to 29,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,"Burlington, Clinton",Less than 50 percent,Cell,1,0.4616,0.669,0.5901,0.757,2018-09-27 01:43:09
