response,ager,educ,file_race,gender,race_eth,approve,COAL,CRIMES,genballot,hdem_fav,hrep_fav,NFLA,NFLRIGHT,OPIOID,REVERSERACIS,STRANGER,SWAMP,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,region,age_combinedb,file_race_unkother,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,oppose,disagree,Dems. take House,Don't know,Favorable,oppose,support,no,disagree,agree,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,Huntington/West,50 to 64,White,85 percent or higher,Cell,0.8889,0.8648,0.5664,0.2062,0.5742,2018-09-10 20:19:33
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,support,disagree,Don't know,Favorable,Don't know,oppose,oppose,yes,agree,agree,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Coal Country,50 to 64,White,50 to 85 percent,Cell,1,0.6604,0.6252,0.3359,0.668,2018-09-10 20:25:42
Dem,65 and older,Graduate or Professional Degree,Black,Male,Black,Disapp.,support,agree,Dems. take House,Favorable,Don't know,support,support,no,disagree,agree,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,Greenbrier/East,65 and older,Unknown/Non-White,85 percent or higher,Cell,1,0.9538,0.8499,0.3897,0.8611,2018-09-10 20:30:30
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,oppose,Don't know,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,agree,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Huntington/West,50 to 64,White,50 to 85 percent,Cell,1,0.8243,0.5432,0.2374,0.5602,2018-09-10 20:31:06
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,support,Don't know,Dems. take House,Favorable,Unfavorable,oppose,support,yes,disagree,disagree,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,Mr. Ojeda's District,35 to 49,White,85 percent or higher,Cell,1,0.9546,0.5241,0.3137,0.5257,2018-09-10 20:17:45
Rep,50 to 64,High school,White,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Favorable,oppose,support,no,agree,agree,agree,45 to 64,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Huntington/West,50 to 64,White,85 percent or higher,Cell,1,0.8656,0.9601,0.4417,0.9625,2018-09-10 20:18:12
Rep,65 and older,Some college or trade school,White,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Favorable,oppose,oppose,no,agree,disagree,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Huntington/West,65 and older,White,85 percent or higher,Cell,1,0.9584,0.8188,0.4167,0.8293,2018-09-10 20:17:54
Rep,65 and older,Bachelors' degree,Hispanic,Male,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,oppose,oppose,yes,agree,agree,agree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Coal Country,65 and older,Unknown/Non-White,85 percent or higher,Cell,1,0.9204,1.2945,0.505,1.3161,2018-09-10 20:28:33
Dem,50 to 64,High school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Favorable,oppose,oppose,yes,agree,agree,disagree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Coal Country,50 to 64,White,85 percent or higher,Cell,1,0.9546,1.6186,0.7219,1.6398,2018-09-10 20:23:27
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,Disapp.,oppose,agree,Dems. take House,Favorable,Favorable,support,support,no,disagree,disagree,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Coal Country,35 to 49,Unknown/Non-White,50 to 85 percent,Cell,1,0.8104,1.1652,0.5354,1.2047,2018-09-10 20:24:12
Rep,35 to 49,Grade school,White,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,oppose,oppose,no,agree,agree,agree,30 to 44,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Greenbrier/East,35 to 49,White,50 to 85 percent,Cell,1,0.6401,2.4129,1.8961,2.5918,2018-09-10 20:30:48
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,support,agree,Dems. take House,Favorable,Don't know,support,support,yes,agree,agree,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Mr. Ojeda's District,50 to 64,White,50 to 85 percent,Cell,1,0.8131,0.8557,0.5615,0.8843,2018-09-10 20:24:03
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Don't know,agree,Dems. take House,Don't know,Don't know,support,support,no,disagree,Don't know,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,Coal Country,35 to 49,Unknown/Non-White,Less than 50 percent,Cell,1,0.3473,0.988,2.0857,1.1957,2018-09-10 20:29:45
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,oppose,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Coal Country,50 to 64,White,85 percent or higher,Cell,1,0.9877,0.7258,0.3172,0.7343,2018-09-10 20:29:54
Rep,50 to 64,High school,White,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,Don't know,oppose,yes,agree,agree,agree,45 to 64,High School Grad. or Less,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Coal Country,50 to 64,White,85 percent or higher,Landline,1,0.9186,1.0682,0.4455,1.0701,2018-09-10 20:28:42
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Don't know,oppose,support,yes,disagree,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Republican,"White, 4-Year College Grads",White,Huntington/West,65 and older,White,85 percent or higher,Landline,1,0.9739,0.5617,0.2385,0.5645,2018-09-10 20:28:42
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,support,oppose,yes,disagree,disagree,agree,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Huntington/West,35 to 49,White,85 percent or higher,Cell,1,0.919,0.7664,0.4387,0.7792,2018-09-10 20:20:27
Dem,35 to 49,Graduate or Professional Degree,White,Female,Other,Disapp.,support,agree,Dems. take House,Favorable,Don't know,support,support,yes,agree,agree,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,Coal Country,35 to 49,White,85 percent or higher,Landline,1,0.9032,0.6261,0.3218,0.6272,2018-09-10 20:23:27
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,oppose,disagree,Dems. take House,Don't know,Favorable,support,oppose,no,disagree,disagree,disagree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Huntington/West,65 and older,White,85 percent or higher,Landline,1,0.9385,0.8188,0.4251,0.8308,2018-09-10 20:24:03
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,oppose,oppose,yes,Don't know,agree,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Coal Country,65 and older,White,85 percent or higher,Landline,0.8889,0.9733,0.5765,0.2416,0.5814,2018-09-10 20:17:27
Rep,35 to 49,High school,White,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,oppose,oppose,no,agree,agree,agree,30 to 44,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Greenbrier/East,35 to 49,White,Less than 50 percent,Landline,0.8889,0.4674,1.9168,3.1212,1.9547,2018-09-10 20:18:57
Rep,65 and older,Some college or trade school,White,Female,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,disagree,agree,agree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Mr. Ojeda's District,65 and older,White,85 percent or higher,Landline,1,0.9254,0.789,0.5119,0.7904,2018-09-10 20:26:54
Dem,50 to 64,Some college or trade school,White,Female,White,Approve,support,disagree,Dems. take House,Favorable,Don't know,oppose,oppose,no,Don't know,disagree,Don't know,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Greenbrier/East,50 to 64,White,85 percent or higher,Landline,1,0.9024,0.6999,0.3566,0.7132,2018-09-10 20:28:24
Dem,50 to 64,High school,White,Female,Black,Disapp.,oppose,agree,Dems. take House,Favorable,Don't know,support,support,yes,agree,agree,agree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,Coal Country,50 to 64,White,85 percent or higher,Landline,1,0.8947,1.6186,0.7689,1.6511,2018-09-10 20:16:51
Dem,50 to 64,High school,White,Male,White,Disapp.,oppose,agree,Dems. take House,Favorable,Don't know,oppose,oppose,no,disagree,disagree,disagree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Greenbrier/East,50 to 64,White,Less than 50 percent,Cell,1,0.3292,1.6316,3.1569,1.9975,2018-09-10 20:25:06
Rep,65 and older,High school,White,Male,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,disagree,agree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Mr. Ojeda's District,65 and older,White,85 percent or higher,Landline,1,0.9397,1.6438,0.9557,1.6676,2018-09-10 20:31:33
Und,50 to 64,High school,White,Female,White,Approve,support,Don't know,Don't know,Don't know,Favorable,Don't know,support,no,agree,agree,Don't know,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Coal Country,50 to 64,White,Less than 50 percent,Landline,0.8889,0.3548,1.2366,2.1274,1.4271,2018-09-10 20:21:12
Und,18 to 34,Some college or trade school,White,Male,White,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,oppose,support,no,agree,disagree,Don't know,18 to 29,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,Greenbrier/East,18 to 34,White,Less than 50 percent,Landline,0.5556,0.4348,0.8048,1.6016,0.569,2018-09-10 20:23:00
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,oppose,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Greenbrier/East,65 and older,White,85 percent or higher,Landline,1,0.9497,0.6027,0.2682,0.6108,2018-09-10 20:25:33
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,oppose,oppose,yes,disagree,agree,agree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Huntington/West,50 to 64,White,85 percent or higher,Landline,1,0.9658,0.5475,0.1734,0.5542,2018-09-10 20:17:27
Und,50 to 64,High school,White,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,oppose,support,no,agree,agree,agree,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Coal Country,50 to 64,White,50 to 85 percent,Landline,1,0.716,1.4543,0.7522,1.5329,2018-09-10 20:25:15
Dem,35 to 49,Graduate or Professional Degree,White,Male,Other,Approve,support,disagree,Reps. keep House,Favorable,Unfavorable,support,oppose,no,agree,agree,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,Coal Country,35 to 49,White,85 percent or higher,Landline,1,0.9664,0.4132,0.1845,0.4183,2018-09-10 20:30:57
Dem,65 and older,Bachelors' degree,White,Female,White,Approve,support,disagree,Dems. take House,Favorable,Don't know,oppose,oppose,no,agree,agree,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Greenbrier/East,65 and older,White,85 percent or higher,Landline,1,0.9429,0.8852,0.3475,0.8977,2018-09-10 20:30:21
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,support,agree,Reps. keep House,Favorable,Unfavorable,support,oppose,yes,disagree,disagree,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,Mr. Ojeda's District,50 to 64,White,85 percent or higher,Landline,1,0.9223,0.3844,0.1935,0.3851,2018-09-10 20:31:42
Rep,18 to 34,Bachelors' degree,White,Female,White,Approve,support,disagree,Dems. take House,Unfavorable,Don't know,oppose,oppose,yes,disagree,disagree,agree,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,Mr. Ojeda's District,18 to 34,White,Less than 50 percent,Landline,0.6667,0.2124,0.9509,3.5436,0.9191,2018-09-10 20:21:21
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,Don't know,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Mr. Ojeda's District,65 and older,White,85 percent or higher,Landline,1,0.9727,0.4664,0.2298,0.472,2018-09-10 20:28:06
Rep,65 and older,Some college or trade school,White,Male,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,disagree,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Coal Country,65 and older,White,85 percent or higher,Landline,1,0.9592,0.911,0.4443,0.9226,2018-09-10 20:29:00
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,oppose,agree,Don't know,Don't know,Unfavorable,oppose,support,no,disagree,disagree,disagree,18 to 29,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Huntington/West,18 to 34,White,Less than 50 percent,Cell,0.8889,0.1868,0.7501,3.3427,0.8584,2018-09-10 20:27:12
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,oppose,agree,Dems. take House,Favorable,Unfavorable,oppose,support,no,agree,agree,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Huntington/West,50 to 64,White,85 percent or higher,Landline,1,0.976,0.5664,0.185,0.5731,2018-09-10 20:28:42
Dem,65 and older,Some college or trade school,White,Female,White,Approve,support,disagree,Reps. keep House,Unfavorable,Unfavorable,oppose,oppose,no,agree,agree,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Greenbrier/East,65 and older,White,85 percent or higher,Landline,1,0.9726,1.0195,0.5606,1.0316,2018-09-10 20:28:24
Rep,50 to 64,Some college or trade school,Unknown,Female,White,Approve,support,disagree,Reps. keep House,Unfavorable,Don't know,oppose,support,no,agree,agree,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Mr. Ojeda's District,50 to 64,Unknown/Non-White,85 percent or higher,Landline,1,0.9716,0.6052,0.3404,0.61240000000000006,2018-09-10 20:17:36
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,Don't know,Don't know,no,disagree,agree,agree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Coal Country,50 to 64,White,85 percent or higher,Landline,1,0.8849,0.6254,0.2857,0.6267,2018-09-10 20:19:42
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,oppose,oppose,yes,agree,agree,agree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,Mr. Ojeda's District,50 to 64,White,50 to 85 percent,Landline,1,0.6741,0.8271,0.6208,0.8434,2018-09-10 20:20:54
Und,50 to 64,Bachelors' degree,White,Female,White,Don't know,support,Don't know,Reps. keep House,Don't know,Don't know,oppose,oppose,no,agree,agree,agree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,Greenbrier/East,50 to 64,White,85 percent or higher,Landline,0.7778,0.9564,0.5237,0.1694,0.5185,2018-09-10 20:28:24
Dem,65 and older,Bachelors' degree,White,Female,White,Approve,support,disagree,Reps. keep House,Favorable,Unfavorable,oppose,oppose,no,disagree,disagree,agree,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,Huntington/West,65 and older,White,85 percent or higher,Landline,1,0.9102,0.711,0.2653,0.7121,2018-09-10 20:17:54
