response,ager,educ,file_race,gender,race_eth,ABOLOISHICE,AFRAID,approve,ASSAULTW,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,TXHORSERACE,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_edu,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,18 to 34,Graduate or Professional Degree,White,Male,Other,Oppose,Don't know,Approve,oppose,Support,disagree,Reps. keep House,Favorable,Favorable,disagree,Ted Cruz,18 to 29,Postgraduate Degree,Democratic,Male,Very likely,or as a member of another political party,Nonwhite,18 to 34,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Cell,0.5556,0.8574,0.8312,0.4192,0.7764,2018-09-15 23:49:54
Dem,35 to 49,Bachelors' degree,White,Male,Black,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Cell,1,0.995,0.7967,0.2971,0.8039,2018-09-15 23:55:00
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Unknown,Inner Loop/Bellaire,85 percent or higher,Landline,1,0.9949,0.7839,0.3269,0.7909,2018-09-15 23:56:30
Dem,50 to 64,Some college or trade school,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",50 to 64,"White, No 4-Year College Degree",Northwest,85 percent or higher,Cell,1,0.9495,0.7255,0.4873,0.725,2018-09-16 00:00:34
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,30 to 44,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",18 to 34,"White, 4-Year College Grads",Northwest,50 to 85 percent,Landline,0.7778,0.584,1.4763,1.0874,1.4214,2018-09-16 00:02:22
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Female,[DO NOT READ] Don't know/Refused,Democrat,Nonwhite,50 to 64,Hispanic,Inner Loop/Bellaire,85 percent or higher,Cell,1,0.9937,0.6341,0.39,0.6323,2018-09-16 00:12:16
Rep,65 and older,Some college or trade school,White,Male,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,agree,Ted Cruz,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,"White, No 4-Year College Degree",West,85 percent or higher,Landline,1,0.9607,0.9857,0.6887,0.9948,2018-09-16 00:12:25
Rep,50 to 64,Graduate or Professional Degree,Other,Male,White,Oppose,agree,Approve,support,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Male,Not at all likely,Independent (No party),"White, 4-Year College Grads",50 to 64,Other,Northwest,85 percent or higher,Landline,0,0.8571,0.6734,0.3782,0.3612,2018-09-16 00:13:37
Dem,35 to 49,Graduate or Professional Degree,Black,Male,Black,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,Beto O'Rourke,30 to 44,Postgraduate Degree,Other,Male,Very likely,Democrat,Nonwhite,35 to 49,Black,West,Less than 50 percent,Cell,1,0.2507,0.756,1.3262,0.8799,2018-09-16 00:13:46
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Unfavorable,disagree,Ted Cruz,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Landline,1,0.9903,0.6615,0.2875,0.6671,2018-09-16 00:16:29
Rep,65 and older,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,support,Support,agree,Reps. keep House,Don't know,Favorable,disagree,Ted Cruz,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",West,85 percent or higher,Cell,1,0.9906,1.0977,0.489,1.1071,2018-09-16 00:16:29
Rep,65 and older,Some college or trade school,Hispanic,Female,White,Oppose,disagree,Disapp.,support,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,Ted Cruz,65 and older,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,Hispanic,Northwest,85 percent or higher,Landline,1,0.9936,0.9053,0.6333,0.9109,2018-09-16 00:27:26
Dem,35 to 49,Graduate or Professional Degree,Other,Male,White,Support,disagree,Disapp.,Don't know,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,Other,Inner Loop/Bellaire,85 percent or higher,Cell,1,0.8963,0.3352,0.1961,0.3407,2018-09-16 19:31:19
Rep,50 to 64,Bachelors' degree,White,Female,White,Oppose,agree,Approve,support,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,Ted Cruz,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Cell,0.8889,0.9039,1.2675,0.6222,1.2764,2018-09-16 19:34:46
Rep,35 to 49,Some college or trade school,White,Female,White,Oppose,disagree,Approve,support,Oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,Ted Cruz,45 to 64,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,"White, No 4-Year College Degree",West,50 to 85 percent,Cell,0.8889,0.6468,1.2094,1.654,1.1997,2018-09-16 19:36:25
Rep,[DO NOT READ] Refused,Some college or trade school,Hispanic,Female,Other,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,Ted Cruz,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,65 and older,Hispanic,Northwest,85 percent or higher,Cell,1,0.9905,0.9053,0.6352,0.913,2018-09-16 19:46:49
Rep,65 and older,Bachelors' degree,Hispanic,Male,Hispanic,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,Ted Cruz,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,65 and older,Hispanic,Inner Loop/Bellaire,85 percent or higher,Cell,1,0.9676,0.822,0.3983,0.8292,2018-09-16 19:51:28
Rep,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Oppose,disagree,Approve,support,Don't know,agree,Reps. keep House,Unfavorable,Favorable,agree,Beto O'Rourke,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Unknown,Northwest,50 to 85 percent,Landline,1,0.6612,1.0323,0.4574,1.099,2018-09-16 20:00:28
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,Hispanic,Northwest,85 percent or higher,Cell,1,0.9852,0.363,0.1538,0.366,2018-09-16 20:12:56
Rep,18 to 34,Some college or trade school,Hispanic,Male,Black,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Male,[DO NOT READ] Don't know/Refused,or as a member of another political party,Nonwhite,50 to 64,Hispanic,Northwest,Less than 50 percent,Cell,0.7778,0.3908,0.6913,0.9067,0.5103,2018-09-16 20:18:34
Rep,35 to 49,High school,Hispanic,Male,Hispanic,Support,agree,Disapp.,oppose,Oppose,disagree,Reps. keep House,Don't know,Don't know,disagree,Beto O'Rourke,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,Hispanic,Northwest,Less than 50 percent,Landline,0.8889,0.4273,0.867,1.3377,0.9653,2018-09-16 20:19:10
Dem,35 to 49,Graduate or Professional Degree,Asian,Male,Asian,Oppose,disagree,Disapp.,support,Oppose,agree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Democrat,Nonwhite,35 to 49,Asian,Northwest,50 to 85 percent,Cell,1,0.6692,1.0555,1.2301,1.1214,2018-09-16 20:21:43
Dem,65 and older,Some college or trade school,White,Female,White,Don't know,agree,Disapp.,support,Oppose,agree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,"White, No 4-Year College Degree",Inner Loop/Bellaire,50 to 85 percent,Landline,1,0.8443,0.6639,0.4445,0.664,2018-09-16 20:30:12
Dem,50 to 64,Graduate or Professional Degree,Other,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Other,Inner Loop/Bellaire,50 to 85 percent,Landline,1,0.7001,0.8551,0.6361,0.9017,2018-09-16 20:31:33
Und,35 to 49,Graduate or Professional Degree,Black,Male,Black,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,Black,West,85 percent or higher,Cell,1,0.9551,0.5896,0.2679,0.5953,2018-09-16 20:32:40
Rep,35 to 49,Bachelors' degree,Other,Male,[DO NOT READ] Don't know/Refused,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,Ted Cruz,30 to 44,4-year College Grad.,Other,Male,Not at all likely,Democrat,[DO NOT READ] Don't know/Refused,35 to 49,Other,Inner Loop/Bellaire,Less than 50 percent,Cell,0.5556,0.0246,1.1484,4.6674,0.4822,2018-09-16 20:33:48
Dem,65 and older,Bachelors' degree,White,Female,White,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Northwest,85 percent or higher,Landline,1,0.998,0.7012,0.3011,0.7081,2018-09-16 20:38:27
Rep,50 to 64,Graduate or Professional Degree,Other,Male,[DO NOT READ] Don't know/Refused,Support,disagree,Approve,support,Support,disagree,Reps. keep House,Don't know,Don't know,agree,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,50 to 64,Other,Northwest,Less than 50 percent,Cell,1,0.4518,0.71,0.6835,0.8112,2018-09-16 20:43:24
Rep,65 and older,Bachelors' degree,Other,Male,White,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Favorable,Favorable,disagree,Ted Cruz,65 and older,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,Other,Inner Loop/Bellaire,85 percent or higher,Cell,0.7778,0.875,1.1544,0.7513,1.1223,2018-09-16 20:47:06
Dem,35 to 49,Some college or trade school,Asian,Female,Black,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Unfavorable,Don't know,disagree,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,Asian,Northwest,50 to 85 percent,Cell,1,0.6401,0.9664,1.4614,1.0346,2018-09-16 20:58:03
Rep,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Oppose,disagree,Approve,support,Oppose,disagree,Reps. keep House,Don't know,Favorable,agree,Ted Cruz,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,Nonwhite,50 to 64,Hispanic,West,85 percent or higher,Cell,1,0.8708,0.9268,0.5799,0.9259,2018-09-16 21:01:32
Dem,35 to 49,Bachelors' degree,Unknown,Male,Black,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,Beto O'Rourke,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,35 to 49,Unknown,Inner Loop/Bellaire,85 percent or higher,Cell,1,0.9393,0.7916,0.3167,0.7907,2018-09-16 21:11:35
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Oppose,disagree,Don't know,support,Oppose,disagree,Dems. take House,Don't know,Favorable,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,Hispanic,West,50 to 85 percent,Cell,0.8889,0.642,0.3782,0.2272,0.3955,2018-09-16 21:18:09
Rep,50 to 64,Bachelors' degree,Asian,Female,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,Ted Cruz,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Asian,Northwest,85 percent or higher,Cell,1,0.97,1.6167,1.2481,1.6306,2018-09-16 21:25:57
Dem,50 to 64,High school,Hispanic,Female,Hispanic,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Favorable,disagree,Beto O'Rourke,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Hispanic,Northwest,85 percent or higher,Landline,1,0.9464,0.9944,0.7002,1.0048,2018-09-16 21:26:33
Dem,65 and older,Graduate or Professional Degree,Hispanic,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Hispanic,Inner Loop/Bellaire,85 percent or higher,Landline,1,0.9935,0.3047,0.1407,0.3074,2018-09-16 21:40:07
Dem,50 to 64,Graduate or Professional Degree,Asian,Male,Asian,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,Asian,Inner Loop/Bellaire,85 percent or higher,Cell,1,0.9958,0.5967,0.345,0.6022,2018-09-16 21:41:10
Dem,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,Hispanic,Northwest,85 percent or higher,Cell,1,0.9778,0.4944,0.2657,0.4985,2018-09-16 21:42:40
Rep,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Oppose,agree,Approve,Don't know,Oppose,disagree,Reps. keep House,Don't know,Don't know,disagree,Ted Cruz,65 and older,Some College Educ.,Republican,Female,Somewhat likely,Republican,Nonwhite,65 and older,Hispanic,Inner Loop/Bellaire,85 percent or higher,Cell,1,0.9867,0.8841,0.6065,0.8788,2018-09-16 21:48:51
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Support,agree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Democrat,Nonwhite,50 to 64,Hispanic,Northwest,50 to 85 percent,Cell,1,0.8476,0.6296,0.2972,0.6296,2018-09-16 21:50:57
Dem,50 to 64,Bachelors' degree,Other,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Other,Northwest,Less than 50 percent,Cell,1,0.2795,1.436,2.6707,1.8165,2018-09-16 21:51:15
Dem,35 to 49,High school,Hispanic,Female,Hispanic,Support,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,Beto O'Rourke,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),Nonwhite,35 to 49,Hispanic,Northwest,Less than 50 percent,Landline,1,0.2533,1.6773,5.957,2.1693,2018-09-16 21:53:12
Dem,35 to 49,Graduate or Professional Degree,Asian,Female,Asian,Oppose,agree,Approve,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,Beto O'Rourke,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),Nonwhite,35 to 49,Asian,Inner Loop/Bellaire,85 percent or higher,Landline,1,0.9566,0.7774,0.676,0.7848,2018-09-16 21:54:42
Rep,35 to 49,Some college or trade school,Hispanic,Female,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,Ted Cruz,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,Hispanic,Northwest,85 percent or higher,Landline,1,0.9489,0.8542,0.7401,0.8629,2018-09-16 22:04:05
Rep,65 and older,High school,White,Female,White,Oppose,agree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Favorable,agree,Ted Cruz,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,"White, No 4-Year College Degree",Northwest,85 percent or higher,Landline,1,0.9869,1.5491,1.1832,1.562,2018-09-16 22:06:20
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,"White, No 4-Year College Degree",Inner Loop/Bellaire,85 percent or higher,Cell,1,0.9957,0.6149,0.3916,0.6205,2018-09-16 22:11:08
Dem,35 to 49,Some college or trade school,White,Female,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,agree,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,"White, No 4-Year College Degree",Inner Loop/Bellaire,85 percent or higher,Landline,1,0.9758,0.5802,0.4457,0.5851,2018-09-16 22:11:53
