response,ager,educ,file_race,gender,race_eth,approve,ASSAULTW,ENGLISH,genballot,hdem_fav,hrep_fav,LIFECHANGE,OPIOID,REVERSERACIS,STRANGER,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,disagree,yes,disagree,Don't know,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Less-educ. Clinton,Less than 50 percent,Cell,0.8889,0.2501,0.93,2.4495,1.1787,2018-09-10 20:18:12
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9896,0.5047,0.2811,0.5248,2018-09-10 20:18:30
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,oppose,agree,Reps. keep House,Unfavorable,Favorable,agree,yes,agree,agree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,White,Less-educ. Clinton,50 to 85 percent,Landline,1,0.7576,0.8836,0.6762,0.9486,2018-09-10 20:26:27
Dem,18 to 34,Bachelors' degree,Unknown,Female,White,Disapp.,support,disagree,Dems. take House,Unfavorable,Don't know,disagree,no,disagree,agree,18 to 29,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Unknown,Well-educ. Trump,Less than 50 percent,Cell,1,0.2993,0.4265,0.8381,0.5479,2018-09-10 20:18:03
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,White,Well-educ. Trump,85 percent or higher,Cell,0.8889,0.9437,0.3962,0.2909,0.4106,2018-09-10 20:19:15
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9675,0.4667,0.288,0.4855,2018-09-10 20:24:39
Dem,18 to 34,Graduate or Professional Degree,Other,Male,Asian,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,Don't know,Don't know,30 to 44,Postgraduate Degree,Other,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,Non-White,Well-educ. Clinton,Less than 50 percent,Cell,0.7778,0.3617,0.9432,1.9595,0.9608,2018-09-10 20:20:18
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,support,agree,Reps. keep House,Don't know,Favorable,agree,no,agree,Don't know,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.9833,1.0633,0.5573,1.1056,2018-09-10 20:24:48
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9869,0.7379,0.4298,0.7672,2018-09-10 20:23:27
Dem,35 to 49,Some college or trade school,White,Female,White,Approve,oppose,disagree,Dems. take House,Don't know,Don't know,agree,no,agree,agree,30 to 44,Some College Educ.,Other,Female,Not at all likely,Democrat,"White, No 4-Year College Degree",White,White,Less educ. Trump,Less than 50 percent,Cell,0.3333,0.2648,1.1654,3.397,0.4077,2018-09-10 20:24:03
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,disagree,no,disagree,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Unknown,Less-educ. Clinton,85 percent or higher,Cell,1,0.9639,0.4856,0.2692,0.5053,2018-09-10 20:25:15
Dem,18 to 34,Bachelors' degree,Unknown,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,agree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Unknown,Well-educ. Clinton,Less than 50 percent,Cell,1,0.28,0.9272,1.8578,1.209,2018-09-10 20:26:00
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,yes,disagree,disagree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,White,Well-educ. Clinton,50 to 85 percent,Cell,1,0.6615,1.5178,1.4108,1.6663,2018-09-10 20:18:39
Rep,50 to 64,Bachelors' degree,White,Male,White,Don't know,support,disagree,Reps. keep House,Don't know,Favorable,agree,no,disagree,disagree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,White,Well-educ. Trump,85 percent or higher,Landline,0.8889,0.896,1.2404,0.8703,1.263,2018-09-10 20:22:42
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,disagree,30 to 44,Some College Educ.,Democratic,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,White,Well-educ. Clinton,85 percent or higher,Cell,0.8889,0.9232,0.8374,0.6655,0.8226,2018-09-10 20:29:45
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,no,agree,disagree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,White,Less educ. Trump,85 percent or higher,Cell,1,0.9119,1.2014,0.8245,1.2567,2018-09-10 20:31:15
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,yes,disagree,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,White,Less educ. Trump,85 percent or higher,Landline,1,0.9587,0.803,0.4336,0.8359,2018-09-10 20:24:57
Und,50 to 64,Graduate or Professional Degree,White,Male,Other,Approve,oppose,disagree,Don't know,Unfavorable,Unfavorable,agree,no,disagree,agree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,White,Less-educ. Clinton,50 to 85 percent,Landline,1,0.8481,1.0833,0.7909,1.117,2018-09-10 20:29:27
Dem,65 and older,Graduate or Professional Degree,Other,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Non-White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9796,0.8061,0.4131,0.8382,2018-09-10 20:17:45
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,yes,disagree,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Less educ. Trump,85 percent or higher,Cell,1,0.9792,0.5971,0.3476,0.6209,2018-09-10 20:21:39
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,disagree,no,disagree,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Well-educ. Clinton,50 to 85 percent,Cell,1,0.6692,1.103,0.9622,1.2085,2018-09-10 20:24:57
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9498,1.1765,0.7804,1.2255,2018-09-10 20:25:33
Dem,18 to 34,Some college or trade school,White,Female,Hispanic,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,disagree,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,White,Well-educ. Clinton,50 to 85 percent,Cell,0.7778,0.6349,0.6519,0.6312,0.6859,2018-09-10 20:30:57
Und,65 and older,Graduate or Professional Degree,Asian,Female,Asian,Approve,support,Don't know,Don't know,Don't know,Don't know,agree,no,Don't know,disagree,65 and older,Postgraduate Degree,Democratic,Female,Not very likely,Independent (No party),Nonwhite,Nonwhite,Non-White,Well-educ. Clinton,85 percent or higher,Cell,0.5556,0.9321,0.8061,0.434,0.7191,2018-09-10 20:22:51
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,agree,no,disagree,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Well-educ. Clinton,Less than 50 percent,Cell,1,0.4195,1.5231,2.326,1.8215,2018-09-10 20:25:24
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9828,0.9482,0.5566,0.9859,2018-09-10 20:29:18
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Favorable,disagree,no,disagree,agree,18 to 29,Some College Educ.,Democratic,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,White,Well-educ. Trump,Less than 50 percent,Cell,0.6667,0.3383,0.3828,0.8991,0.2924,2018-09-10 20:24:48
Dem,18 to 34,High school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,agree,no,disagree,disagree,18 to 29,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,White,Less educ. Trump,85 percent or higher,Cell,1,0.902,0.8668,0.6581,0.9078,2018-09-10 20:27:21
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,support,agree,Dems. take House,Favorable,Unfavorable,disagree,no,agree,agree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9544,0.944,0.5031,0.9732,2018-09-10 20:20:27
Dem,50 to 64,Bachelors' degree,White,Male,White,Approve,support,disagree,Dems. take House,Don't know,Favorable,agree,no,agree,agree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,White,Less-educ. Clinton,85 percent or higher,Cell,0.8889,0.9257,1.2628,0.8122,1.2889,2018-09-10 20:30:03
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9886,0.6165,0.3571,0.6411,2018-09-10 20:18:12
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Unknown,Less educ. Trump,85 percent or higher,Cell,1,0.9568,0.6213,0.3312,0.6468,2018-09-10 20:27:39
Rep,65 and older,Bachelors' degree,Unknown,Male,White,Approve,support,agree,Reps. keep House,Don't know,Favorable,agree,no,agree,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Unknown,Less-educ. Clinton,85 percent or higher,Landline,1,0.9128,0.8226,0.4575,0.8604,2018-09-10 20:27:48
Rep,35 to 49,High school,Unknown,Female,Asian,Approve,support,agree,Reps. keep House,Don't know,Unfavorable,agree,no,agree,agree,30 to 44,High School Grad. or Less,Other,Female,Very likely,Independent (No party),Nonwhite,Nonwhite,Unknown,Well-educ. Clinton,Less than 50 percent,Cell,0.4444,0.1198,1.5255,7.6603,1.3199,2018-09-10 20:30:39
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,yes,disagree,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Less-educ. Clinton,50 to 85 percent,Cell,1,0.5475,1.6701,1.5509,1.8964,2018-09-10 20:19:24
Dem,65 and older,Graduate or Professional Degree,Unknown,Male,[DO NOT READ] Don't know/Refused,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,agree,no,disagree,agree,65 and older,Postgraduate Degree,Republican,Male,Very likely,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Unknown,Less-educ. Clinton,50 to 85 percent,Cell,1,0.6223,0.7057,0.5982,0.7454,2018-09-10 20:24:12
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Disapp.,support,agree,Reps. keep House,Don't know,Unfavorable,agree,no,agree,disagree,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9846,1.3321,0.6704,1.3786,2018-09-10 20:26:09
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,support,disagree,Dems. take House,Unfavorable,Unfavorable,agree,yes,disagree,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,Non-White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9639,0.5846,0.3621,0.6083,2018-09-10 20:17:36
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9843,0.5847,0.3409,0.6051,2018-09-10 20:28:15
Dem,50 to 64,High school,White,Female,White,Disapp.,oppose,agree,Reps. keep House,Favorable,Don't know,agree,yes,agree,agree,45 to 64,High School Grad. or Less,Other,Female,Somewhat likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,White,Less-educ. Clinton,50 to 85 percent,Landline,0.7778,0.7682,2.7477,2.442,2.49,2018-09-10 20:18:39
Und,35 to 49,Graduate or Professional Degree,Other,Female,Asian,Disapp.,oppose,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),Nonwhite,Nonwhite,Non-White,Well-educ. Trump,50 to 85 percent,Cell,1,0.7899,0.7408,0.5768,0.7668,2018-09-10 20:20:36
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Reps. keep House,Don't know,Favorable,agree,no,disagree,agree,65 and older,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Landline,0.4444,0.9694,0.8857,0.4824,0.886,2018-09-10 20:24:30
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Don't know,agree,Reps. keep House,Don't know,Don't know,agree,no,agree,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,White,Less educ. Trump,50 to 85 percent,Landline,1,0.6634,1.7191,1.5256,1.8863,2018-09-10 20:24:57
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,Don't know,no,disagree,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9623,1.3321,0.6859,1.3862,2018-09-10 20:17:45
Dem,[DO NOT READ] Refused,Bachelors' degree,Unknown,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,yes,disagree,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Unknown,Less educ. Trump,85 percent or higher,Landline,1,0.9468,0.9612,0.4368,1.0015,2018-09-10 20:25:33
Dem,50 to 64,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,agree,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,White,Well-educ. Trump,85 percent or higher,Landline,1,0.9879,0.6165,0.3573,0.6386,2018-09-10 20:25:15
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,agree,no,disagree,agree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,Unknown,Less-educ. Clinton,85 percent or higher,Cell,1,0.9745,0.7513,0.3475,0.7761,2018-09-10 20:26:45
Dem,65 and older,Bachelors' degree,Unknown,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,agree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Unknown,Well-educ. Clinton,85 percent or higher,Cell,1,0.9857,0.7489,0.3524,0.7787,2018-09-10 20:30:48
Rep,18 to 34,Bachelors' degree,Unknown,Male,White,Approve,Don't know,disagree,Reps. keep House,Don't know,Don't know,agree,no,agree,agree,30 to 44,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,Unknown,Less-educ. Clinton,50 to 85 percent,Cell,1,0.7803,0.9642,0.6999,0.9988,2018-09-10 20:18:57
Dem,18 to 34,Bachelors' degree,Unknown,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,agree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Unknown,Less-educ. Clinton,85 percent or higher,Cell,1,0.8642,0.5431,0.3466,0.5719,2018-09-10 20:25:24
