response,ager,educ,file_race,gender,race_eth,approve,APPRUSSIA,CRIMES,genballot,hdem_fav,hrep_fav,NFLA,NFLRIGHT,OPIOID,REVERSERACIS,STRANGER,SWAMP,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,file_race_noblack,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,65 and older,Graduate or Professional Degree,Other,Female,White,Approve,Approve,disagree,Reps. keep House,Don't know,Favorable,oppose,oppose,no,agree,disagree,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Other Non-White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9884,1.4184,1.0955,1.4572,2018-09-05 04:49:09
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Disapp.,agree,Dems. take House,Don't know,Unfavorable,support,support,no,disagree,disagree,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Laguna Beach/South,85 percent or higher,Cell,1,0.9409,0.6343,0.4168,0.6533,2018-09-05 05:05:46
Dem,[DO NOT READ] Refused,High school,Hispanic,Female,Hispanic,Don't know,Approve,disagree,Dems. take House,Don't know,Don't know,Don't know,support,no,disagree,disagree,agree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,Hispanic,Costa Mesa/North,85 percent or higher,Cell,0.8889,0.8723,1.4527,1.4365,1.4943,2018-09-05 05:13:43
Rep,[DO NOT READ] Refused,Some college or trade school,Hispanic,Male,[DO NOT READ] Don't know/Refused,Approve,Don't know,disagree,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,disagree,agree,agree,65 and older,Some College Educ.,Democratic,Male,Very likely,Republican,[DO NOT READ] Don't know/Refused,Hispanic,Laguna Beach/South,50 to 85 percent,Cell,1,0.7452,0.8095,0.7494,0.8311,2018-09-05 05:09:49
Rep,18 to 34,Bachelors' degree,Asian,Female,Asian,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,support,support,no,disagree,disagree,Don't know,18 to 29,4-year College Grad.,Republican,Female,Somewhat likely,Republican,Nonwhite,Asian,Newport Beach,85 percent or higher,Cell,0.4444,0.9513,1.6459,1.1554,1.5327,2018-09-05 05:14:46
Dem,50 to 64,High school,Asian,Male,Asian,Don't know,Approve,agree,Dems. take House,Don't know,Don't know,support,support,no,agree,agree,agree,45 to 64,High School Grad. or Less,Republican,Female,Not very likely,Democrat,Nonwhite,Asian,Costa Mesa/North,50 to 85 percent,Cell,0.1111,0.8149,5.102,5.1675,3.1814,2018-09-05 05:05:19
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,0.8889,0.9286,0.7701,0.5275,0.789,2018-09-05 05:07:07
Dem,65 and older,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Unknown,Laguna Beach/South,85 percent or higher,Cell,1,0.9958,0.4928,0.3303,0.5066,2018-09-05 05:10:43
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Disapp.,agree,Reps. keep House,Don't know,Favorable,oppose,support,no,agree,disagree,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9702,1.6202,1.1451,1.665,2018-09-05 05:11:10
Rep,50 to 64,High school,White,Male,White,Approve,Don't know,disagree,Reps. keep House,Don't know,Unfavorable,oppose,oppose,yes,agree,disagree,agree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Huntington Beach/Fountain Valley,Less than 50 percent,Cell,1,0.4402,1.7787,3.4482,2.0813,2018-09-05 05:11:46
Dem,65 and older,Graduate or Professional Degree,Unknown,Male,[DO NOT READ] Don't know/Refused,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,Don't know,agree,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,Unknown,Newport Beach,85 percent or higher,Cell,1,0.9921,0.5504,0.3538,0.5656,2018-09-05 05:06:31
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Don't know,agree,Dems. take House,Don't know,Don't know,support,support,no,disagree,disagree,disagree,18 to 29,4-year College Grad.,Other,Female,Not very likely,Independent (No party),"White, 4-Year College Grads",White,Laguna Beach/South,Less than 50 percent,Cell,0.3333,0.2841,0.4693,1.3481,0.2087,2018-09-05 05:09:22
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Approve,agree,Dems. take House,Don't know,Don't know,Don't know,support,no,disagree,agree,disagree,18 to 29,Some College Educ.,Democratic,Female,Somewhat likely,Democrat,Nonwhite,Hispanic,Costa Mesa/North,Less than 50 percent,Cell,0.6667,0.2491,0.4516,1.4252,0.3362,2018-09-05 05:15:04
Rep,65 and older,Some college or trade school,Hispanic,Female,White,Approve,Don't know,disagree,Reps. keep House,Don't know,Don't know,oppose,oppose,no,agree,disagree,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",Hispanic,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9817,1.0893,0.8097,1.119,2018-09-05 05:04:52
Und,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Don't know,Don't know,Dems. take House,Don't know,Favorable,support,support,Don't know,disagree,disagree,disagree,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,Newport Beach,50 to 85 percent,Cell,0.7778,0.5792,0.7004,0.7208,0.6872,2018-09-05 05:05:19
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Approve,disagree,Reps. keep House,Don't know,Favorable,oppose,oppose,no,agree,agree,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9855,1.2559,0.7586,1.2901,2018-09-05 05:02:46
Rep,50 to 64,Some college or trade school,Asian,Male,Asian,Disapp.,Approve,agree,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,disagree,agree,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,Nonwhite,Asian,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,0.5556,0.6405,2.6267,2.7984,2.5668,2018-09-05 05:03:49
Rep,50 to 64,Bachelors' degree,White,Male,Other,Approve,Approve,disagree,Reps. keep House,Unfavorable,Favorable,oppose,support,yes,agree,disagree,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,White,Costa Mesa/North,85 percent or higher,Cell,1,0.8965,0.9657,0.6694,1,2018-09-05 05:06:58
Rep,50 to 64,Bachelors' degree,Unknown,Male,White,Approve,Approve,disagree,Reps. keep House,Don't know,Favorable,oppose,oppose,no,disagree,disagree,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Unknown,Laguna Beach/South,85 percent or higher,Cell,1,0.9885,1.0119,0.6561,1.0396,2018-09-05 05:21:59
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9284,0.6221,0.4208,0.6416,2018-09-05 05:07:34
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Don't know,agree,Dems. take House,Favorable,Don't know,support,support,no,agree,agree,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Laguna Beach/South,85 percent or higher,Cell,1,0.9266,1.009,0.7599,1.0409,2018-09-05 05:10:52
Und,35 to 49,Graduate or Professional Degree,Unknown,Female,Hispanic,Disapp.,Don't know,agree,Dems. take House,Don't know,Don't know,support,support,yes,disagree,agree,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Unknown,Laguna Beach/South,85 percent or higher,Cell,1,0.9043,0.5012,0.3747,0.5185,2018-09-05 05:11:37
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,Asian,Female,Asian,Approve,Don't know,disagree,Reps. keep House,Don't know,Don't know,oppose,Don't know,no,agree,disagree,disagree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,Asian,Laguna Beach/South,85 percent or higher,Cell,1,0.8808,1.6135,1.1462,1.6745,2018-09-05 05:27:41
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Approve,disagree,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,agree,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Laguna Beach/South,85 percent or higher,Cell,1,0.9678,1.3633,0.9033,1.4012,2018-09-05 05:17:20
Dem,18 to 34,Some college or trade school,Asian,Male,Asian,Disapp.,Disapp.,agree,Dems. take House,Unfavorable,Unfavorable,support,support,no,disagree,agree,agree,18 to 29,Some College Educ.,Other,Male,Very likely,Independent (No party),Nonwhite,Asian,Huntington Beach/Fountain Valley,Less than 50 percent,Cell,0.6667,0.4503,1.1325,1.9873,1.0669,2018-09-05 05:23:38
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Don't know,agree,Dems. take House,Don't know,Favorable,support,support,yes,disagree,disagree,disagree,18 to 29,Some College Educ.,Other,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,Newport Beach,50 to 85 percent,Cell,0.6667,0.5487,0.502,0.6415,0.4727,2018-09-05 05:25:53
Dem,65 and older,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Unknown,Newport Beach,85 percent or higher,Cell,1,0.9878,0.6587,0.44,0.6768,2018-09-05 05:26:11
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,1,0.842,0.379,0.3074,0.3958,2018-09-05 05:28:53
Rep,65 and older,High school,Hispanic,Male,White,Approve,Don't know,disagree,Reps. keep House,Don't know,Favorable,oppose,oppose,no,disagree,disagree,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Hispanic,Costa Mesa/North,50 to 85 percent,Cell,1,0.7497,2.0831,2.3873,2.2132,2018-09-05 05:29:56
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Approve,disagree,Reps. keep House,Don't know,Favorable,oppose,oppose,no,disagree,disagree,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9474,1.6552,1.1527,1.7038,2018-09-05 05:28:53
Dem,18 to 34,Bachelors' degree,Asian,Female,Asian,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Asian,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,0.8889,0.5582,1.9926,2.3976,2.1659,2018-09-05 05:16:26
Dem,18 to 34,Bachelors' degree,Hispanic,Female,White,Disapp.,Don't know,agree,Dems. take House,Favorable,Unfavorable,oppose,support,Don't know,disagree,disagree,disagree,18 to 29,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",Hispanic,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,1,0.8238,0.4538,0.4077,0.463,2018-09-05 05:25:53
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Disapp.,Don't know,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Laguna Beach/South,85 percent or higher,Cell,1,0.9489,0.5619,0.3737,0.5784,2018-09-05 05:17:38
Rep,[DO NOT READ] Refused,Bachelors' degree,Unknown,Male,White,Approve,Don't know,disagree,Don't know,Don't know,Favorable,oppose,oppose,no,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Unknown,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9697,1.1202,0.7369,1.1512,2018-09-05 05:19:35
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Don't know,Approve,disagree,Reps. keep House,Don't know,Favorable,oppose,support,no,disagree,disagree,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,Hispanic,Costa Mesa/North,50 to 85 percent,Cell,1,0.5963,0.8682,0.8066,0.959,2018-09-05 05:24:23
Rep,50 to 64,Some college or trade school,Asian,Male,Asian,Disapp.,Don't know,agree,Dems. take House,Unfavorable,Favorable,support,support,no,disagree,agree,disagree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,Asian,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9871,2.2202,1.4703,2.2714,2018-09-05 05:28:08
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Don't know,support,support,no,Don't know,agree,disagree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Laguna Beach/South,85 percent or higher,Cell,1,0.9593,0.8218,0.5796,0.8451,2018-09-05 05:30:14
Dem,35 to 49,High school,Hispanic,Male,Hispanic,Disapp.,Don't know,agree,Dems. take House,Don't know,Don't know,support,support,no,disagree,disagree,disagree,45 to 64,High School Grad. or Less,Republican,Male,Somewhat likely,Republican,Nonwhite,Hispanic,Costa Mesa/North,Less than 50 percent,Cell,0.6667,0.0752,1.6874,9.3013,1.3113,2018-09-05 05:24:23
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,yes,Don't know,disagree,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Laguna Beach/South,85 percent or higher,Cell,1,0.8973,0.5619,0.3951,0.5818,2018-09-05 05:24:50
Dem,18 to 34,Some college or trade school,White,Female,Hispanic,Approve,Approve,agree,Dems. take House,Favorable,Favorable,support,support,yes,agree,agree,agree,18 to 29,Some College Educ.,Other,Female,Somewhat likely,or as a member of another political party,Nonwhite,White,Newport Beach,Less than 50 percent,Cell,0.1111,0.1325,0.5749,3.089,0.2459,2018-09-05 22:46:32
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Don't know,disagree,Reps. keep House,Don't know,Don't know,oppose,oppose,no,agree,agree,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Costa Mesa/North,50 to 85 percent,Cell,1,0.6029,1.2964,1.2797,1.429,2018-09-05 23:12:58
Dem,50 to 64,Bachelors' degree,White,Female,Hispanic,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Democrat,Nonwhite,White,Laguna Beach/South,Less than 50 percent,Cell,1,0.4305,1.2842,2.0697,1.5095,2018-09-06 00:57:57
Dem,18 to 34,Some college or trade school,White,Male,Hispanic,Disapp.,Disapp.,Don't know,Dems. take House,Don't know,Unfavorable,support,support,no,disagree,disagree,disagree,18 to 29,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.8593,0.4205,0.3424,0.4282,2018-09-06 00:46:24
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,Disapp.,Don't know,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Costa Mesa/North,85 percent or higher,Cell,1,0.9691,0.4929,0.2855,0.5065,2018-09-06 00:48:48
Dem,18 to 34,Some college or trade school,White,Female,Hispanic,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,18 to 29,Some College Educ.,Other,Female,Very likely,Democrat,Nonwhite,White,Newport Beach,85 percent or higher,Cell,1,0.8544,0.6103,0.5322,0.6215,2018-09-06 01:05:13
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Don't know,agree,Don't know,Don't know,Don't know,support,support,no,disagree,Don't know,disagree,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Laguna Beach/South,85 percent or higher,Cell,1,0.8944,0.8327,0.558,0.8626,2018-09-06 01:15:23
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Don't know,agree,Dems. take House,Unfavorable,Don't know,oppose,support,no,disagree,agree,disagree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",Unknown,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9702,0.8015,0.5857,0.8236,2018-09-10 20:24:30
Und,50 to 64,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Don't know,Don't know,Don't know,Don't know,Favorable,oppose,oppose,no,agree,disagree,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,White,Laguna Beach/South,85 percent or higher,Cell,0.8889,0.9763,0.6754,0.429,0.6918,2018-09-10 20:29:36
