response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,educ3,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.929,1.0752,0.7858,1.0936,2018-10-17 23:15:35
Und,18 to 34,High school,White,Female,White,Don't know,Don't know,Don't know,Don't know,18 to 29,High School Grad. or Less,Other,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,18 to 34,No 4-year College Degree,White,Rest of Araphahoe,50 to 85 percent,Cell,1,0.645,1.1067,1.2951,1.1889,2018-10-17 23:17:24
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,50 to 64,Postgraduate Degree,Hispanic,Douglas,50 to 85 percent,Cell,1,0.7303,1.4269,1.3743,1.4471,2018-10-17 23:19:12
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,White,Douglas,85 percent or higher,Cell,1,0.965,1.7348,1.3395,1.7441,2018-10-17 23:23:06
Rep,50 to 64,Bachelors' degree,Unknown,Male,White,Disapp.,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,Unknown,Douglas,85 percent or higher,Cell,1,0.8927,1.3685,1.1319,1.3983,2018-10-17 23:24:27
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.8858,0.7668,0.5795,0.7842,2018-10-17 23:29:06
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.8857,1.049,0.7623,1.0525,2018-10-17 23:31:03
Und,50 to 64,High school,White,Male,White,Approve,Don't know,Don't know,Favorable,45 to 64,High School Grad. or Less,Other,Male,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Douglas,50 to 85 percent,Landline,0.8889,0.8164,1.5813,1.4449,1.6139,2018-10-17 23:32:51
Dem,50 to 64,Bachelors' degree,White,Male,Hispanic,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,Nonwhite,Nonwhite,50 to 64,4-year College Grad.,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.965,1.0037,0.6233,1.0175,2018-10-17 23:35:15
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Douglas,85 percent or higher,Cell,1,0.965,1.1065,0.8204,1.1217,2018-10-17 23:39:27
Dem,18 to 34,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,Unknown,Rest of Araphahoe,50 to 85 percent,Cell,1,0.7171,0.9604,0.8852,1.0135,2018-10-17 23:52:26
Rep,35 to 49,Graduate or Professional Degree,Unknown,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,Nonwhite,35 to 49,Postgraduate Degree,Unknown,Douglas,85 percent or higher,Cell,1,0.9519,1.1774,1.0005,1.1948,2018-10-17 23:59:11
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Rest of Araphahoe,85 percent or higher,Landline,1,0.965,1.0432,0.6587,1.0576,2018-10-18 00:00:05
Und,65 and older,High school,White,Female,Black,Disapp.,Dems. take House,Unfavorable,Unfavorable,65 and older,High School Grad. or Less,Other,Female,Very likely,Independent (No party),Nonwhite,Nonwhite,65 and older,No 4-year College Degree,White,Rest of Araphahoe,50 to 85 percent,Cell,1,0.5879,1.2908,1.4525,1.3365,2018-10-18 00:42:10
Dem,18 to 34,Grade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,High School Grad. or Less,Other,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,18 to 34,No 4-year College Degree,White,Rest of Araphahoe,50 to 85 percent,Cell,0.4444,0.7224,1.1067,1.1562,0.843,2018-10-18 00:42:37
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Don't know,Unfavorable,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Postgraduate Degree,White,Aurora,85 percent or higher,Landline,1,0.965,0.8097,0.5453,0.8208,2018-10-18 00:48:40
Und,18 to 34,High school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,High School Grad. or Less,Other,Male,Somewhat likely,Democrat,Nonwhite,Nonwhite,18 to 34,No 4-year College Degree,Hispanic,Aurora,Less than 50 percent,Cell,0.6667,0.3492,1.2137,3.4727,0.9052,2018-10-18 00:51:08
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,No 4-year College Degree,White,Aurora,85 percent or higher,Cell,1,0.965,0.9065,0.6994,0.9114,2018-10-18 00:59:59
Rep,65 and older,Some college or trade school,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,65 and older,No 4-year College Degree,White,Aurora,85 percent or higher,Landline,1,0.965,1.0124,0.7835,1.0264,2018-10-18 01:01:52
3,50 to 64,Some college or trade school,White,Male,Hispanic,Disapp.,Don't know,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),Nonwhite,Nonwhite,50 to 64,No 4-year College Degree,White,Aurora,Less than 50 percent,Landline,0.6667,0.1659,0.813,4.033,0.5969,2018-10-18 01:14:26
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Adams,85 percent or higher,Cell,1,0.8964,0.9817,0.925,1.0026,2018-10-18 01:14:26
Dem,50 to 64,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Douglas,85 percent or higher,Cell,1,0.965,1.5581,1.3014,1.5665,2018-10-18 01:16:23
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Aurora,85 percent or higher,Landline,1,0.965,0.8102,0.6314,0.8146,2018-10-18 01:16:59
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Adams,Less than 50 percent,Cell,1,0.3706,0.6801,1.4867,0.8131,2018-10-18 01:20:37
Rep,65 and older,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,Unknown,Aurora,85 percent or higher,Landline,1,0.965,0.9771,0.8023,0.9905,2018-10-18 01:21:40
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,White,Adams,85 percent or higher,Cell,1,0.965,0.6006,0.4575,0.6038,2018-10-18 01:31:52
Dem,50 to 64,High school,Hispanic,Male,Hispanic,Approve,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,No 4-year College Degree,Hispanic,Adams,85 percent or higher,Cell,1,0.965,1.0406,0.9239,1.0549,2018-10-18 01:32:10
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Postgraduate Degree,Unknown,Adams,85 percent or higher,Cell,1,0.965,0.6228,0.4965,0.6313,2018-10-18 01:33:13
Dem,65 and older,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Adams,85 percent or higher,Cell,1,0.965,0.9332,0.7679,0.9514,2018-10-18 01:33:58
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Adams,85 percent or higher,Cell,1,0.965,0.7633,0.574,0.7738,2018-10-18 01:38:20
Dem,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Unfavorable,65 and older,Some College Educ.,Republican,Male,Not at all likely,Republican,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Aurora,85 percent or higher,Cell,0.4444,0.9188,1.0124,0.8229,0.7784,2018-10-18 01:46:17
