response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,FEMINISM,genballot,hdem_fav,hrep_fav,KAVASST,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_party_model,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Most Dem,White,Rest,85 percent or higher,Cell,1,0.9539,0.7927,0.5907,0.8273,2018-10-02 23:35:20
Dem,35 to 49,Graduate or Professional Degree,White,Female,Hispanic,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Don't know,Believe,agree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,35 to 49,Less Dem,White,Dakota,Less than 50 percent,Cell,1,0.4014,0.3959,0.6635,0.4788,2018-10-02 23:35:29
Dem,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Less Dem,White,Dakota,85 percent or higher,Cell,1,0.9518,0.9598,0.8265,1.0018,2018-10-02 23:36:14
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,18 to 29,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,Most Dem,White,Dakota,50 to 85 percent,Cell,1,0.8154,0.4851,0.4149,0.5161,2018-10-02 23:40:43
Rep,35 to 49,Bachelors' degree,White,Male,Other,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,Don't know,30 to 44,4-year College Grad.,Republican,Male,Almost certain,or as a member of another political party,Nonwhite,35 to 49,Most Rep,White,Dakota,50 to 85 percent,Cell,1,0.759,1.1367,1.1835,1.2227,2018-10-02 23:41:19
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Don't know,Believe,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Less Dem,White,Dakota,50 to 85 percent,Cell,1,0.839,0.5282,0.4442,0.5597,2018-10-02 23:47:29
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Less Dem,White,Dakota,85 percent or higher,Cell,1,0.9955,0.7454,0.5825,0.7774,2018-10-02 23:47:47
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Believe,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Most Dem,White,Dakota,85 percent or higher,Landline,1,0.9866,0.5701,0.401,0.5941,2018-10-02 23:49:26
Dem,18 to 34,Some college or trade school,White,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,18 to 34,Most Dem,White,Dakota,50 to 85 percent,Cell,0.7778,0.7245,0.9046,1.0569,0.8992,2018-10-02 23:51:05
Und,[DO NOT READ] Refused,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Support,oppose,Don't know,Don't know,Don't know,Don't know,agree,45 to 64,Some College Educ.,Other,Male,Not at all likely,Independent (No party),[DO NOT READ] Don't know/Refused,50 to 64,Less Dem,White,Dakota,50 to 85 percent,Cell,0,0.597,1.018,1.472,0.3648,2018-10-02 23:51:23
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Less Dem,White,Dakota,50 to 85 percent,Cell,1,0.8204,0.8879,0.848,0.9439,2018-10-02 23:53:29
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,Don't know,Dems. take House,Unfavorable,Unfavorable,Believe,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,Most Dem,White,Dakota,50 to 85 percent,Cell,1,0.5785,0.6562,0.8014,0.7392,2018-10-02 23:54:14
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,Less Dem,White,Dakota,85 percent or higher,Cell,1,0.9326,0.9391,0.8707,0.982,2018-10-02 23:54:32
Rep,50 to 64,Bachelors' degree,White,Male,White,oppose,Approve,Support,oppose,Dems. take House,Favorable,Favorable,Don't know,disagree,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,Less Rep,White,Dakota,50 to 85 percent,Cell,0.6667,0.6672,1.0952,1.1818,1.0523,2018-10-02 23:56:11
Dem,35 to 49,Some college or trade school,White,Male,Other,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,Less Rep,White,Dakota,85 percent or higher,Landline,1,0.9284,1.3572,1.2131,1.4199,2018-10-02 23:57:05
Dem,18 to 34,Graduate or Professional Degree,Asian,Male,Asian,support,Disapp.,Check,support,Dems. take House,Unfavorable,Unfavorable,Do not believe,agree,18 to 29,Postgraduate Degree,Democratic,Male,Not very likely,Independent (No party),Nonwhite,18 to 34,Most Dem,Non-White,Rest,50 to 85 percent,Cell,0.4444,0.736,0.5426,0.4618,0.3765,2018-10-03 00:00:23
Dem,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,oppose,Disapp.,Don't know,support,Dems. take House,Unfavorable,Unfavorable,Believe,agree,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,18 to 34,Most Dem,Non-White,Rest,50 to 85 percent,Cell,1,0.7982,1.0119,0.9637,1.0801,2018-10-03 00:23:06
Dem,18 to 34,Some college or trade school,White,Male,Other,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,18 to 29,Some College Educ.,Other,Male,Almost certain,Democrat,Nonwhite,18 to 34,Less Dem,White,Dakota,50 to 85 percent,Cell,1,0.8012,0.8532,0.9404,0.9101,2018-10-03 00:23:33
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Less Rep,White,Rest,85 percent or higher,Cell,1,0.9561,1.0135,0.7284,1.0574,2018-10-03 00:23:51
Dem,[DO NOT READ] Refused,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,Less Dem,White,Dakota,50 to 85 percent,Landline,1,0.66,0.9851,1.2781,1.0841,2018-10-03 00:25:21
Rep,65 and older,High school,White,Female,White,Don't know,Approve,Support,Don't know,Reps. keep House,Unfavorable,Don't know,Believe,agree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,Most Dem,White,Dakota,85 percent or higher,Landline,1,0.9557,2.3877,2.0905,2.4913,2018-10-03 00:27:09
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,18 to 29,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,Most Dem,White,Dakota,50 to 85 percent,Cell,1,0.5751,0.4851,0.5883,0.547,2018-10-03 00:29:51
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,support,Approve,Don't know,oppose,Don't know,Don't know,Favorable,Do not believe,Don't know,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,Most Rep,White,Dakota,85 percent or higher,Cell,1,0.9067,0.6662,0.5321,0.6988,2018-10-03 00:30:54
Dem,[DO NOT READ] Refused,High school,White,Female,White,Don't know,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Don't know,Don't know,65 and older,High School Grad. or Less,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,Less Dem,White,Rest,85 percent or higher,Landline,1,0.9504,2.1154,1.8223,2.2081,2018-10-03 00:31:48
Und,35 to 49,Some college or trade school,White,Female,White,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,Believe,agree,45 to 64,Some College Educ.,Republican,Female,Not at all likely,Republican,"White, No 4-Year College Degree",35 to 49,Most Rep,White,Rest,Less than 50 percent,Cell,0,0.3602,0.8092,1.6881,0.2196,2018-10-03 00:33:36
Dem,50 to 64,Some college or trade school,Unknown,Female,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,Less Rep,Unknown,Dakota,50 to 85 percent,Landline,0.8889,0.6664,1.3766,1.5484,1.4802,2018-10-03 00:34:03
Und,18 to 34,Bachelors' degree,White,Female,White,support,Approve,Don't know,support,Don't know,Unfavorable,Don't know,Don't know,agree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,Most Dem,White,Dakota,50 to 85 percent,Cell,1,0.7061,0.789,0.8586,0.8586,2018-10-03 00:34:12
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,65 and older,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Less Dem,White,Dakota,50 to 85 percent,Landline,1,0.81,0.7819,0.7437,0.8328,2018-10-03 00:35:24
Dem,65 and older,Some college or trade school,White,Female,White,support,Don't know,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,Less Rep,White,Scott,85 percent or higher,Landline,1,0.8681,1.0299,0.9706,1.0863,2018-10-03 00:35:51
Rep,18 to 34,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Favorable,Don't know,Do not believe,agree,18 to 29,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",18 to 34,Less Rep,White,Dakota,50 to 85 percent,Cell,0.6667,0.5875,1.0523,1.4536,1.0063,2018-10-03 00:36:27
Dem,35 to 49,Bachelors' degree,Asian,Female,Asian,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,or as a member of another political party,Nonwhite,35 to 49,Most Dem,Non-White,Dakota,85 percent or higher,Landline,1,0.9233,1.1349,0.9098,1.188,2018-10-03 00:45:08
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,Don't know,agree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Less Dem,Unknown,Dakota,85 percent or higher,Landline,1,0.9799,0.6469,0.4642,0.6741,2018-10-03 00:51:27
