response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,TXHORSERACE,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,educ3,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
3,35 to 49,Grade school,Hispanic,Female,Hispanic,Disapp.,Reps. keep House,Favorable,Favorable,Beto O'Rourke,45 to 64,High School Grad. or Less,Other,Female,Already voted,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Hispanic,"Rest, Clinton",Less than 50 percent,Cell,1,0.3378,0.9058,1.8751,1.123,2018-11-05 01:29:59
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,Ted Cruz,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,"Rest, Trump",50 to 85 percent,Cell,1,0.536,1.0282,0.8745,1.0878,2018-11-05 01:30:26
Dem,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,65 and older,Some College Educ.,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,"Rest, Trump",50 to 85 percent,Cell,1,0.7553,1.5111,1.2303,1.5423,2018-11-05 01:34:10
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Republican,Nonwhite,40 to 64,Postgraduate Degree,Hispanic,"Dallas, Clinton",85 percent or higher,Cell,1,0.9129,0.5517,0.2651,0.5413,2018-11-05 01:48:23
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Don't know,Unfavorable,Beto O'Rourke,45 to 64,Postgraduate Degree,Republican,Female,Already voted,Independent (No party),Nonwhite,40 to 64,Postgraduate Degree,Hispanic,"Rest, Trump",50 to 85 percent,Cell,1,0.688,0.7225,0.5065,0.7527,2018-11-05 01:49:08
Dem,18 to 34,Graduate or Professional Degree,Other,Female,Asian,Disapp.,Dems. take House,Unfavorable,Unfavorable,Ted Cruz,18 to 29,Postgraduate Degree,Other,Female,Very likely,Republican,Nonwhite,18 to 39,Postgraduate Degree,Other Non-White,"Rest, Clinton",Less than 50 percent,Cell,0.8889,0.1966,0.8098,3.1808,0.8771,2018-11-05 01:52:08
Und,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,Ted Cruz,30 to 44,Some College Educ.,Other,Male,Not at all likely,or as a member of another political party,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,"Rest, Trump",Less than 50 percent,Cell,0,0.1339,1.0019,4.2269,0.2029,2018-11-05 01:54:14
Dem,50 to 64,Bachelors' degree,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,4-year College Grad.,Other,Male,Already voted,Democrat,Nonwhite,40 to 64,4-year College Grad.,Other Non-White,"Dallas, Clinton",Less than 50 percent,Cell,1,0.1711,0.9845,2.9277,1.4734,2018-11-05 01:55:53
Und,50 to 64,Graduate or Professional Degree,Asian,Female,Asian,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,Postgraduate Degree,Other,Female,Not very likely,Democrat,Nonwhite,40 to 64,Postgraduate Degree,Other Non-White,"Dallas, Trump",Less than 50 percent,Cell,0.1111,0.2246,0.7044,1.6212,0.2254,2018-11-05 01:56:38
3,35 to 49,Some college or trade school,Black,Male,White,Approve,Reps. keep House,Don't know,Don't know,Don't know,30 to 44,Some College Educ.,Other,Male,Very likely,or as a member of another political party,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,Other Non-White,"Rest, Trump",Less than 50 percent,Cell,1,0.1635,1.0669,3.9911,1.282,2018-11-05 01:56:56
Rep,18 to 34,Some college or trade school,White,Male,Other,Approve,Reps. keep House,Favorable,Favorable,Ted Cruz,18 to 29,Some College Educ.,Other,Male,Very likely,Republican,Nonwhite,18 to 39,No 4-year College Degree,White,"Rest, Trump",Less than 50 percent,Cell,1,0.3129,1.0019,2.0263,1.0762,2018-11-05 01:57:05
Dem,18 to 34,Graduate or Professional Degree,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,30 to 44,Postgraduate Degree,Other,Female,Already voted,Democrat,Nonwhite,18 to 39,Postgraduate Degree,White,"Rest, Clinton",Less than 50 percent,Cell,1,0.3931,0.7604,1.5463,0.9064,2018-11-05 01:57:41
Dem,18 to 34,High school,Hispanic,Female,Hispanic,Approve,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,30 to 44,High School Grad. or Less,Democratic,Female,Already voted,Democrat,Nonwhite,18 to 39,No 4-year College Degree,Hispanic,"Rest, Clinton",50 to 85 percent,Cell,1,0.7712,1.4029,1.6138,1.4255,2018-11-05 01:57:59
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,Beto O'Rourke,30 to 44,4-year College Grad.,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,"Dallas, Clinton",50 to 85 percent,Cell,1,0.5974,1.4194,1.4935,1.5271,2018-11-05 01:58:08
Dem,50 to 64,Graduate or Professional Degree,Other,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,Postgraduate Degree,Other,Female,Already voted,Independent (No party),[DO NOT READ] Don't know/Refused,40 to 64,Postgraduate Degree,Other Non-White,"Rest, Trump",50 to 85 percent,Cell,1,0.7584,0.8769,0.5422,0.8943,2018-11-05 01:58:53
Dem,18 to 34,Some college or trade school,Asian,Male,Asian,Don't know,Dems. take House,Favorable,Favorable,Beto O'Rourke,18 to 29,Some College Educ.,Other,Male,Not very likely,Democrat,Nonwhite,18 to 39,No 4-year College Degree,Other Non-White,"Dallas, Clinton",Less than 50 percent,Cell,0,0.1059,1.2026,5.4078,0.3153,2018-11-05 02:02:08
Dem,50 to 64,Some college or trade school,Hispanic,Male,White,Disapp.,Dems. take House,Don't know,Don't know,Beto O'Rourke,45 to 64,Some College Educ.,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Hispanic,"Rest, Trump",50 to 85 percent,Cell,1,0.7255,1.2013,0.879,1.2369,2018-11-05 02:05:44
Und,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Don't know,Don't know,Don't know,Don't know,Don't know,18 to 29,Some College Educ.,Other,Female,Already voted,[DO NOT READ] Refused,Nonwhite,18 to 39,No 4-year College Degree,Hispanic,"Rest, Trump",Less than 50 percent,Cell,1,0.2825,1.1735,2.8864,1.5262,2018-11-05 02:08:44
Dem,65 and older,Bachelors' degree,Black,Male,Black,Disapp.,Dems. take House,Don't know,Unfavorable,Beto O'Rourke,45 to 64,4-year College Grad.,Other,Male,Almost certain,Democrat,Nonwhite,40 to 64,4-year College Grad.,Other Non-White,"Rest, Clinton",50 to 85 percent,Cell,1,0.7552,1.0351,0.7594,1.0318,2018-11-05 02:12:38
3,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Unfavorable,Don't know,Beto O'Rourke,45 to 64,Some College Educ.,Other,Male,Already voted,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Hispanic,"Dallas, Clinton",Less than 50 percent,Cell,1,0.1032,0.8173,2.8932,1.4151,2018-11-05 02:10:26
