response,ager,educ,file_race,gender,race_eth,approve,APPRUSSIAWI1,COLLUDE,CRIMES,DEMIMPEACH,genballot,hdem_fav,hrep_fav,IMPEACH,MUELLER,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_party_model,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Don't know,Support,Support,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Lean Trump,White,Milwaukee Suburbs,85 percent or higher,Cell,1,0.9878,0.7167,0.5034,0.7283,2018-09-13 00:47:16
Und,50 to 64,Some college or trade school,White,Male,White,Disapp.,Approve,agree,agree,agree,Dems. take House,Unfavorable,Favorable,Support,Oppose,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Probably Trump,White,Racine/Kenosha Cty.,85 percent or higher,Cell,1,0.8701,1.0661,0.7647,1.0962,2018-09-13 00:47:16
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Disapp.,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Lean Trump,White,Milwaukee Suburbs,85 percent or higher,Landline,1,0.9905,0.7765,0.6512,0.7892,2018-09-13 00:47:34
Rep,65 and older,High school,White,Female,White,Don't know,Approve,agree,disagree,disagree,Reps. keep House,Don't know,Favorable,Oppose,Support,65 and older,High School Grad. or Less,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,Lean Trump,White,Rest,85 percent or higher,Landline,1,0.9775,1.4923,1.0577,1.5073,2018-09-13 00:48:28
Rep,65 and older,Bachelors' degree,Unknown,Female,White,Approve,Disapp.,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Lean Clinton,Unknown,Racine/Kenosha Cty.,85 percent or higher,Landline,1,0.9018,0.5151,0.3793,0.5273,2018-09-13 00:48:55
Dem,35 to 49,Bachelors' degree,Unknown,Male,White,Approve,Disapp.,agree,disagree,disagree,Reps. keep House,Favorable,Don't know,Oppose,Oppose,30 to 44,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Lean Trump,Unknown,Racine/Kenosha Cty.,50 to 85 percent,Cell,0.8889,0.6015,1.026,1.1209,1.0302,2018-09-13 00:49:04
Rep,65 and older,Some college or trade school,Other,Female,White,Approve,Disapp.,agree,disagree,agree,Reps. keep House,Don't know,Don't know,Oppose,Oppose,65 and older,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Lean Clinton,Non-White,Milwaukee Suburbs,85 percent or higher,Cell,1,0.9758,0.8534,0.4386,0.8673,2018-09-13 00:49:04
Dem,65 and older,Grade school,White,Male,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Don't know,Unfavorable,Support,Support,65 and older,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Lean Trump,White,Milwaukee Suburbs,85 percent or higher,Landline,1,0.8953,1.2915,1.0773,1.3231,2018-09-13 00:50:07
Rep,65 and older,Bachelors' degree,White,Male,White,Don't know,Approve,Don't know,agree,Don't know,Reps. keep House,Don't know,Don't know,Oppose,Don't know,65 and older,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Lean Trump,White,Rest,85 percent or higher,Landline,1,0.9856,0.7837,0.4767,0.7964,2018-09-13 00:51:46
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Probably Trump,White,Milwaukee Suburbs,85 percent or higher,Cell,1,0.9555,1.0183,0.4328,1.0362,2018-09-13 00:53:43
Dem,50 to 64,Some college or trade school,Other,Female,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Unfavorable,Don't know,Support,Support,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,Lean Clinton,Non-White,Racine/Kenosha Cty.,85 percent or higher,Cell,1,0.8978,1.0534,0.6911,1.0788,2018-09-13 00:55:04
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Don't know,Don't know,Oppose,Oppose,65 and older,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Probably Trump,White,Racine/Kenosha Cty.,85 percent or higher,Cell,1,0.9924,0.984,0.5218,0.9974,2018-09-13 00:55:31
Rep,35 to 49,Some college or trade school,Unknown,Male,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Don't know,Don't know,Oppose,Support,30 to 44,Some College Educ.,Other,Male,Somewhat likely,or as a member of another political party,"White, No 4-Year College Degree",White,35 to 49,Lean Clinton,Unknown,Racine/Kenosha City,50 to 85 percent,Cell,0.8889,0.5649,0.9019,0.9527,0.7948,2018-09-13 00:56:43
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Disapp.,agree,agree,disagree,Dems. take House,Favorable,Unfavorable,Support,Support,65 and older,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,Lean Trump,White,Racine/Kenosha City,50 to 85 percent,Landline,0.8889,0.7473,1.0626,0.8249,1.0984,2018-09-13 00:57:37
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Approve,disagree,disagree,disagree,Reps. keep House,Unfavorable,Favorable,Oppose,Support,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Lean Trump,White,Milwaukee Suburbs,85 percent or higher,Landline,1,0.9455,0.7385,0.5651,0.7521,2018-09-13 00:58:58
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Lean Trump,White,Milwaukee Suburbs,85 percent or higher,Cell,1,0.9766,0.7745,0.6814,0.7871,2018-09-13 01:00:10
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Favorable,Unfavorable,Oppose,Oppose,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,Probably Trump,Unknown,Racine/Kenosha Cty.,85 percent or higher,Cell,1,0.9485,1.1136,0.6566,1.1338,2018-09-13 01:01:04
Rep,50 to 64,High school,White,Female,White,Approve,Approve,disagree,disagree,disagree,Reps. keep House,Unfavorable,Favorable,Oppose,Support,45 to 64,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,Probably Trump,White,Rest,85 percent or higher,Cell,1,0.9169,1.9533,1.3121,1.9653,2018-09-13 01:01:13
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Approve,Don't know,agree,disagree,disagree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Lean Trump,White,Milwaukee Suburbs,85 percent or higher,Cell,1,0.9121,0.6604,0.4021,0.675,2018-09-13 01:01:13
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Don't know,Support,Support,30 to 44,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,35 to 49,Lean Clinton,White,Racine/Kenosha City,85 percent or higher,Cell,1,0.9918,0.8736,0.467,0.8853,2018-09-13 01:02:43
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Disapp.,disagree,agree,disagree,Dems. take House,Don't know,Don't know,Support,Support,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Lean Trump,White,Racine/Kenosha Cty.,85 percent or higher,Cell,1,0.8775,0.9938,0.6437,1.0208,2018-09-13 01:02:52
Dem,50 to 64,Some college or trade school,Unknown,Female,White,Approve,Approve,agree,Don't know,agree,Dems. take House,Don't know,Don't know,Oppose,Support,45 to 64,Some College Educ.,Other,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,Lean Trump,Unknown,Racine/Kenosha Cty.,85 percent or higher,Cell,0.6667,0.9831,0.7824,0.7336,0.7687,2018-09-13 01:04:04
Dem,50 to 64,High school,White,Female,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,45 to 64,High School Grad. or Less,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,Lean Clinton,White,Racine/Kenosha Cty.,50 to 85 percent,Landline,1,0.6533,1.4027,1.847,1.441,2018-09-13 01:04:40
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Disapp.,agree,disagree,disagree,Reps. keep House,Don't know,Don't know,Oppose,Oppose,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Probably Trump,White,Rest,85 percent or higher,Cell,1,0.982,1.0785,0.6645,1.0959,2018-09-13 01:05:25
Rep,18 to 34,Some college or trade school,White,Female,Other,Disapp.,Approve,disagree,disagree,agree,Dems. take House,Unfavorable,Favorable,Oppose,Support,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,18 to 34,Probably Clinton,White,Racine/Kenosha City,85 percent or higher,Cell,0.7778,0.8686,0.6202,0.3769,0.6072,2018-09-13 01:05:25
Rep,50 to 64,Some college or trade school,White,Male,White,Disapp.,Approve,disagree,agree,agree,Reps. keep House,Unfavorable,Don't know,Support,Support,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Lean Trump,White,Milwaukee Suburbs,85 percent or higher,Cell,1,0.9069,0.7745,0.7296,0.7922,2018-09-13 01:06:10
Rep,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Support,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,Lean Trump,White,Milwaukee Suburbs,85 percent or higher,Cell,1,0.8631,0.8701,0.5967,0.8956,2018-09-13 01:07:04
Rep,65 and older,High school,White,Male,White,Approve,Disapp.,disagree,disagree,disagree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,65 and older,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Lean Trump,White,Milwaukee Suburbs,85 percent or higher,Cell,1,0.9872,1.2915,0.9822,1.3124,2018-09-13 01:07:58
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Lean Clinton,White,Milwaukee Suburbs,50 to 85 percent,Cell,1,0.5768,0.6279,0.6905,0.6902,2018-09-13 01:07:58
Rep,65 and older,High school,White,Female,White,Approve,Disapp.,agree,disagree,agree,Reps. keep House,Don't know,Don't know,Oppose,Oppose,65 and older,High School Grad. or Less,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Lean Trump,White,Racine/Kenosha Cty.,85 percent or higher,Landline,1,0.9769,1.4752,1.0902,1.4991,2018-09-13 01:08:07
Dem,18 to 34,High school,White,Female,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Unfavorable,Unfavorable,Support,Support,18 to 29,High School Grad. or Less,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,Lean Clinton,White,Racine/Kenosha Cty.,50 to 85 percent,Cell,0.8889,0.5548,1.4751,1.7272,1.5874,2018-09-13 01:09:01
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,65 and older,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Lean Trump,White,Milwaukee Suburbs,85 percent or higher,Landline,1,0.9836,0.6604,0.3768,0.671,2018-09-13 01:10:40
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Don't know,Don't know,Support,Support,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,Probably Clinton,White,Racine/Kenosha City,85 percent or higher,Landline,1,0.9963,0.5444,0.3206,0.5527,2018-09-13 01:11:07
Rep,65 and older,High school,White,Female,White,Approve,Disapp.,agree,disagree,disagree,Reps. keep House,Don't know,Unfavorable,Oppose,Oppose,65 and older,High School Grad. or Less,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Lean Trump,White,Milwaukee Suburbs,85 percent or higher,Landline,1,0.9626,1.2948,0.9729,1.3167,2018-09-13 01:11:25
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Disapp.,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,65 and older,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,Lean Clinton,White,Milwaukee Suburbs,85 percent or higher,Cell,1,0.9284,0.494,0.3077,0.4971,2018-09-13 01:11:43
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Disapp.,disagree,agree,disagree,Dems. take House,Favorable,Unfavorable,Oppose,Support,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Probably Trump,White,Racine/Kenosha Cty.,85 percent or higher,Cell,1,0.9656,1.014,0.5773,1.031,2018-09-13 01:12:28
Dem,65 and older,High school,White,Female,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Don't know,Don't know,Support,Support,65 and older,High School Grad. or Less,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,Lean Clinton,White,Rest,Less than 50 percent,Landline,0.8889,0.3331,1.892,9.3557,2.2186,2018-09-13 01:12:46
Rep,18 to 34,Grade school,White,Male,White,Disapp.,Disapp.,disagree,agree,disagree,Dems. take House,Unfavorable,Unfavorable,Oppose,Support,18 to 29,High School Grad. or Less,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,Lean Trump,White,Racine/Kenosha Cty.,85 percent or higher,Cell,1,0.8813,1.6765,1.3108,1.7209,2018-09-13 01:13:31
Rep,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Disapp.,agree,agree,agree,Dems. take House,Don't know,Don't know,Support,Support,30 to 44,4-year College Grad.,Other,Female,Not at all likely,Republican,"White, 4-Year College Grads",White,18 to 34,Lean Trump,White,Racine/Kenosha Cty.,Less than 50 percent,Cell,0.1111,0.4817,1.4959,4.0657,0.505,2018-09-13 01:16:47
Dem,65 and older,Bachelors' degree,Unknown,Female,[DO NOT READ] Don't know/Refused,Disapp.,Disapp.,disagree,agree,disagree,Dems. take House,Favorable,Unfavorable,Support,Support,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,Lean Trump,Unknown,Rest,85 percent or higher,Landline,1,0.9965,0.6949,0.4525,0.7068,2018-09-13 01:17:05
Dem,50 to 64,High school,White,Male,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Don't know,Don't know,Support,Support,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,Lean Clinton,White,Racine/Kenosha City,50 to 85 percent,Landline,0.8889,0.7799,1.5598,1.4588,1.6045,2018-09-13 01:18:08
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Disapp.,disagree,agree,disagree,Dems. take House,Favorable,Don't know,Support,Support,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Lean Trump,White,Racine/Kenosha Cty.,85 percent or higher,Landline,1,0.9856,0.7505,0.4358,0.7626,2018-09-13 01:20:23
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Approve,agree,agree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,30 to 44,4-year College Grad.,Republican,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Probably Trump,White,Milwaukee Suburbs,85 percent or higher,Cell,0.7778,0.8566,0.9359,0.4626,0.8567,2018-09-13 01:20:50
Und,35 to 49,Bachelors' degree,White,Male,White,Approve,Disapp.,disagree,disagree,disagree,Reps. keep House,Don't know,Don't know,Oppose,Oppose,45 to 64,4-year College Grad.,Republican,Male,Not very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Probably Trump,White,Milwaukee Suburbs,50 to 85 percent,Cell,0.6667,0.8305,1.2302,0.6577,0.9963,2018-09-13 01:22:56
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Approve,disagree,agree,agree,Dems. take House,Favorable,Don't know,Support,Support,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,Probably Clinton,White,Racine/Kenosha City,50 to 85 percent,Cell,1,0.7874,0.8152,0.564,0.8503,2018-09-13 01:24:44
Dem,18 to 34,Bachelors' degree,Unknown,Female,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Don't know,Support,Oppose,18 to 29,4-year College Grad.,Other,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,18 to 34,Lean Trump,Unknown,Milwaukee Suburbs,50 to 85 percent,Cell,0.8889,0.8329,0.8038,0.6047,0.8213,2018-09-13 01:25:56
