response,ager,educ,file_race,gender,race_eth,ACHA,APPKAV,approve,genballot,hdem_fav,HEALTH,hrep_fav,SINGLEPAY,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,educ3,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9858,0.8016,0.5795,0.8167,2018-09-25 01:05:10
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9821,0.7352,0.395,0.749,2018-09-25 01:05:19
Rep,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Oppose,support,Disapp.,Reps. keep House,Unfavorable,No,Favorable,Oppose,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,Postgraduate Degree,Unknown,Assembly Dist. 68,50 to 85 percent,Cell,1,0.5341,0.6924,0.6927,0.774,2018-09-25 01:05:28
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Irvine,85 percent or higher,Cell,1,0.9469,0.8321,0.5985,0.8495,2018-09-25 01:05:46
Rep,65 and older,Bachelors' degree,Unknown,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Unfavorable,Oppose,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,4-year College Grad.,Unknown,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9888,1.0564,0.6877,1.0765,2018-09-25 01:06:04
Rep,65 and older,Some college or trade school,Unknown,Female,White,Don't know,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Oppose,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Unknown,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9816,0.8945,0.7104,0.9113,2018-09-25 01:07:43
Dem,65 and older,Graduate or Professional Degree,Hispanic,Male,Hispanic,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,Postgraduate Degree,Hispanic,Irvine,85 percent or higher,Cell,1,0.984,0.8193,0.588,0.8347,2018-09-25 01:08:19
Rep,65 and older,Graduate or Professional Degree,Hispanic,Male,White,Don't know,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Don't know,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Hispanic,Irvine,85 percent or higher,Landline,1,0.9691,0.8425,0.5728,0.8522,2018-09-25 01:10:25
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Don't know,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9957,0.7868,0.6061,0.8023,2018-09-25 01:10:52
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Irvine,50 to 85 percent,Cell,1,0.6008,0.9005,1.0377,0.9851,2018-09-25 01:11:37
Rep,65 and older,Bachelors' degree,White,Male,White,Oppose,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9472,1.0563,0.6312,1.0784,2018-09-25 01:13:07
Und,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Don't know,Don't know,Don't know,Reps. keep House,Favorable,Don't know,Don't know,Don't know,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.958,0.9112,0.689,0.9294,2018-09-25 01:13:52
Dem,50 to 64,Some college or trade school,White,Female,White,Support,oppose,Disapp.,Dems. take House,Favorable,Yes,Don't know,Support,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.9,0.8368,0.5285,0.859,2018-09-25 01:14:37
Rep,65 and older,Bachelors' degree,Other,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,Other Non-White,Irvine,85 percent or higher,Landline,1,0.9835,1.7638,1.3492,1.7969,2018-09-25 01:14:46
Und,50 to 64,Some college or trade school,Unknown,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Don't know,Oppose,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,Unknown,Assembly Dist. 68,85 percent or higher,Cell,1,0.8927,0.8204,0.5305,0.843,2018-09-25 01:15:44
Rep,50 to 64,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Irvine,85 percent or higher,Landline,1,0.986,1.1579,0.6972,1.1746,2018-09-25 01:16:11
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Support,Don't know,Disapp.,Dems. take House,Favorable,No,Don't know,Support,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Postgraduate Degree,White,Assembly Dist. 73/74,85 percent or higher,Cell,0.4444,0.9906,0.7033,0.5004,0.709,2018-09-25 01:16:38
Dem,65 and older,Graduate or Professional Degree,Other,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Other Non-White,Assembly Dist. 68,85 percent or higher,Landline,1,0.9704,1.1515,0.7404,1.1649,2018-09-25 01:16:38
Rep,18 to 34,Some college or trade school,White,Male,Hispanic,Oppose,Don't know,Approve,Reps. keep House,Don't know,No,Don't know,Support,18 to 29,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,18 to 34,No 4-year College Degree,White,Assembly Dist. 73/74,Less than 50 percent,Cell,1,0.4012,1.1088,1.8334,1.3112,2018-09-25 01:17:54
Dem,35 to 49,Bachelors' degree,Asian,Male,White,Support,Don't know,Approve,Dems. take House,Don't know,No,Don't know,Support,30 to 44,4-year College Grad.,Other,Male,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,"White, 4-Year College Grads",35 to 49,4-year College Grad.,Other Non-White,Irvine,Less than 50 percent,Cell,1,0.4231,2.078,3.2179,1.7885,2018-09-25 01:18:35
Rep,65 and older,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,65 and older,4-year College Grad.,Other,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Assembly Dist. 73/74,Less than 50 percent,Cell,0.8889,0.4077,1.4977,2.009,1.6986,2018-09-25 01:18:39
Rep,35 to 49,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,4-year College Grad.,White,Irvine,50 to 85 percent,Cell,1,0.6666,1.0792,0.9143,1.1593,2018-09-25 01:20:27
Dem,50 to 64,Bachelors' degree,Unknown,Female,White,Oppose,oppose,Don't know,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,4-year College Grad.,Unknown,Irvine,85 percent or higher,Cell,1,0.8874,1.0777,0.7494,1.1082,2018-09-25 01:21:03
Rep,65 and older,Bachelors' degree,White,Female,White,Oppose,Don't know,Approve,Reps. keep House,Don't know,No,Favorable,Support,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Irvine,85 percent or higher,Landline,0.4444,0.9701,1.2001,0.7625,1.177,2018-09-25 01:23:05
Dem,65 and older,Bachelors' degree,Hispanic,Female,Hispanic,Support,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,4-year College Grad.,Hispanic,Assembly Dist. 68,85 percent or higher,Landline,1,0.9564,1.0923,0.7028,1.1143,2018-09-25 01:23:32
Dem,50 to 64,Some college or trade school,Unknown,Female,White,Support,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Oppose,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,Unknown,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9028,0.863,0.7177,0.8856,2018-09-25 01:23:41
Dem,35 to 49,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Don't know,Support,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,4-year College Grad.,White,Irvine,85 percent or higher,Cell,1,0.9435,1.024,0.7093,1.0458,2018-09-25 01:23:45
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,White,Oppose,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9737,0.7662,0.5132,0.7808,2018-09-25 01:24:08
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Unfavorable,Support,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,Postgraduate Degree,White,Irvine,85 percent or higher,Landline,1,0.9605,0.7378,0.4842,0.7524,2018-09-25 01:25:02
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,Postgraduate Degree,Hispanic,Irvine,50 to 85 percent,Cell,1,0.7959,0.8,0.6658,0.8352,2018-09-25 01:25:11
Dem,50 to 64,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.9876,0.9949,0.4966,1.0137,2018-09-25 01:25:47
Rep,65 and older,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Oppose,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.9742,0.9147,0.5738,0.9258,2018-09-25 01:26:09
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Don't know,Support,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,Nonwhite,35 to 49,4-year College Grad.,Hispanic,Assembly Dist. 68,85 percent or higher,Cell,1,0.8542,0.9345,0.6,0.9658,2018-09-25 01:28:11
Dem,50 to 64,Some college or trade school,Other,Male,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Unfavorable,Support,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,Other Non-White,Assembly Dist. 68,50 to 85 percent,Cell,0.7778,0.8373,1.2603,0.9674,1.2728,2018-09-25 01:28:33
Dem,18 to 34,Bachelors' degree,Unknown,Female,[DO NOT READ] Don't know/Refused,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,18 to 29,4-year College Grad.,Democratic,Female,Very likely,Democrat,[DO NOT READ] Don't know/Refused,18 to 34,4-year College Grad.,Unknown,Irvine,85 percent or higher,Cell,1,0.9463,0.9843,0.7432,0.9938,2018-09-25 01:29:14
Dem,35 to 49,Graduate or Professional Degree,Other,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Don't know,Support,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Postgraduate Degree,Other Non-White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9122,1.0376,0.8256,1.0634,2018-09-25 01:29:14
Rep,65 and older,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,65 and older,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,65 and older,Postgraduate Degree,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.9892,0.7835,0.405,0.7954,2018-09-25 01:29:23
Rep,50 to 64,Bachelors' degree,Unknown,Male,White,Support,Don't know,Approve,Reps. keep House,Unfavorable,No,Favorable,Don't know,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",50 to 64,4-year College Grad.,Unknown,Assembly Dist. 68,85 percent or higher,Landline,1,0.9553,1.0042,0.5203,1.0145,2018-09-25 01:30:03
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,Unknown,Female,[DO NOT READ] Don't know/Refused,Support,support,Approve,Reps. keep House,Favorable,No,Unfavorable,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Republican,Female,Very likely,Republican,[DO NOT READ] Don't know/Refused,65 and older,[DO NOT READ] Don't know/Refused,Unknown,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9866,0.9769,1.0909,0.991,2018-09-25 01:31:09
Und,65 and older,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,65 and older,Some College Educ.,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Assembly Dist. 68,50 to 85 percent,Landline,1,0.5623,0.9626,1.1398,1.0658,2018-09-25 01:31:18
Dem,50 to 64,Bachelors' degree,Unknown,Female,White,Support,oppose,Approve,Dems. take House,Don't know,Yes,Don't know,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,4-year College Grad.,Unknown,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.8574,1.0274,0.8268,1.0612,2018-09-25 01:31:54
Dem,35 to 49,Bachelors' degree,Unknown,Female,Asian,Support,oppose,Disapp.,Dems. take House,Unfavorable,No,Unfavorable,Support,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,35 to 49,4-year College Grad.,Unknown,Irvine,85 percent or higher,Landline,0.6667,0.9275,1.0052,0.7622,0.9846,2018-09-25 01:32:57
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,65 and older,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.8821,0.7815,0.5689,0.8042,2018-09-25 01:34:00
Dem,50 to 64,Some college or trade school,White,Female,Hispanic,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Don't know,Support,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,No 4-year College Degree,White,Assembly Dist. 73/74,50 to 85 percent,Landline,1,0.7604,0.9253,0.9247,0.9728,2018-09-25 01:34:36
Dem,65 and older,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,4-year College Grad.,Republican,Male,Very likely,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9832,1.0563,0.6081,1.0708,2018-09-25 01:35:21
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Assembly Dist. 73/74,Less than 50 percent,Landline,1,0.3699,1.1263,1.7772,1.3546,2018-09-25 01:36:33
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,Assembly Dist. 68,85 percent or higher,Landline,0.6667,0.9887,0.7479,0.4462,0.7572,2018-09-25 01:40:18
Dem,50 to 64,Bachelors' degree,Unknown,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,4-year College Grad.,Unknown,Assembly Dist. 68,50 to 85 percent,Cell,1,0.7125,1.0304,0.7028,1.0947,2018-09-25 01:43:36
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,support,Approve,Reps. keep House,Unfavorable,No,Unfavorable,Support,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9852,0.7591,0.5004,0.7698,2018-09-25 01:45:51
