response,ager,educ,file_race,gender,race_eth,ABOLOISHICE,AFRAID,approve,ASSAULTW,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Und,18 to 34,Graduate or Professional Degree,Hispanic,Female,Hispanic,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Don't know,Unfavorable,Unfavorable,disagree,18 to 29,Postgraduate Degree,Other,Female,Very likely,Independent (No party),Nonwhite,18 to 34,Non-White,West,50 to 85 percent,Cell,1,0.5807,0.8044,0.7735,0.8216,2018-09-17 22:38:12
Rep,18 to 34,Some college or trade school,White,Male,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Unfavorable,agree,18 to 29,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,East,Less than 50 percent,Cell,1,0.2457,0.713,2.1924,0.9191,2018-09-17 22:38:39
Und,35 to 49,Some college or trade school,White,Female,White,Don't know,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,White,West,50 to 85 percent,Cell,1,0.7855,1.0508,0.8532,1.0443,2018-09-17 22:45:33
Dem,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Support,disagree,Disapp.,oppose,Oppose,disagree,Don't know,Favorable,Don't know,disagree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,Non-White,Dona Ana,Less than 50 percent,Cell,1,0.4801,1.1752,1.3127,1.3133,2018-09-17 22:51:37
Rep,35 to 49,Some college or trade school,Asian,Male,Asian,Oppose,disagree,Don't know,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,30 to 44,Some College Educ.,Other,Male,Very likely,Republican,Nonwhite,35 to 49,Non-White,West,50 to 85 percent,Cell,1,0.8175,1.9875,1.4951,1.9706,2018-09-17 22:53:34
Dem,65 and older,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Dona Ana,85 percent or higher,Landline,1,0.8711,0.925,0.3895,0.934,2018-09-17 22:54:01
Dem,50 to 64,Some college or trade school,White,Female,White,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,West,50 to 85 percent,Cell,1,0.8354,0.8884,0.4033,0.9022,2018-09-17 22:55:13
Dem,50 to 64,High school,Hispanic,Female,Hispanic,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Non-White,West,50 to 85 percent,Cell,1,0.7954,2.4812,1.2912,2.5379,2018-09-17 22:58:22
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Don't know,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,East,Less than 50 percent,Cell,1,0.3805,0.4517,0.5317,0.5291,2018-09-17 23:03:56
Dem,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,Non-White,Dona Ana,85 percent or higher,Cell,1,0.9199,1.1136,0.473,1.117,2018-09-17 23:05:08
Rep,50 to 64,Some college or trade school,White,Male,White,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Don't know,Don't know,agree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,East,85 percent or higher,Cell,1,0.9863,0.8671,0.3891,0.8616,2018-09-17 23:09:11
Dem,50 to 64,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,East,50 to 85 percent,Cell,1,0.5106,1.2011,0.8836,1.3264,2018-09-17 23:10:14
Rep,18 to 34,Bachelors' degree,White,Male,White,Support,disagree,Approve,oppose,Support,disagree,Reps. keep House,Favorable,Don't know,disagree,18 to 29,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",18 to 34,White,Dona Ana,Less than 50 percent,Cell,0.8889,0.2875,0.9912,1.9431,1.0531,2018-09-17 23:10:50
Rep,50 to 64,Some college or trade school,White,Female,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,East,85 percent or higher,Cell,1,0.9761,0.7181,0.3903,0.7122,2018-09-17 23:13:41
Dem,65 and older,Graduate or Professional Degree,Unknown,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Unknown,East,50 to 85 percent,Cell,1,0.6553,0.6901,0.4581,0.7284,2018-09-17 23:18:05
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,West,50 to 85 percent,Landline,1,0.6811,0.6881,0.4356,0.6915,2018-09-17 23:19:53
Rep,65 and older,Bachelors' degree,White,Female,White,Oppose,agree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Don't know,agree,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,East,50 to 85 percent,Cell,1,0.8467,0.7777,0.4843,0.7698,2018-09-17 23:20:47
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Don't know,agree,Approve,support,Support,disagree,Reps. keep House,Don't know,Favorable,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Dona Ana,85 percent or higher,Cell,1,0.9486,0.5225,0.189,0.5225,2018-09-17 23:20:56
Rep,50 to 64,Bachelors' degree,White,Male,Other,Oppose,agree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,White,East,Less than 50 percent,Cell,1,0.4606,0.863,0.9774,0.9723,2018-09-17 23:25:08
Rep,35 to 49,Bachelors' degree,White,Female,White,Support,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,disagree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,West,50 to 85 percent,Cell,1,0.7491,1.3289,1.0356,1.3719,2018-09-17 23:26:47
Und,50 to 64,Grade school,Hispanic,Female,Hispanic,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Non-White,East,Less than 50 percent,Cell,1,0.2917,1.8883,3.9497,2.3419,2018-09-17 23:28:17
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,West,Less than 50 percent,Cell,1,0.3453,0.3273,0.4444,0.3912,2018-09-17 23:30:41
Dem,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Support,agree,Approve,oppose,Oppose,disagree,Dems. take House,Don't know,Favorable,disagree,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,18 to 34,Non-White,Dona Ana,Less than 50 percent,Cell,0.8889,0.0544,1.1823,4.6245,1.9946,2018-09-17 23:31:53
Dem,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Oppose,disagree,Disapp.,oppose,Support,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Non-White,West,50 to 85 percent,Landline,1,0.8466,0.8675,0.5171,0.8794,2018-09-17 23:32:28
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,agree,Approve,Don't know,Support,Don't know,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Dona Ana,85 percent or higher,Landline,1,0.983,0.4887,0.1628,0.4878,2018-09-17 23:38:19
Dem,65 and older,High school,Hispanic,Male,Hispanic,Oppose,agree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,65 and older,High School Grad. or Less,Democratic,Male,[DO NOT READ] Don't know/Refused,Democrat,Nonwhite,65 and older,Non-White,Dona Ana,Less than 50 percent,Cell,0.1111,0.4114,1.9416,2.2275,0.8479,2018-09-17 23:38:37
Dem,18 to 34,Graduate or Professional Degree,Unknown,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",18 to 34,Unknown,West,50 to 85 percent,Cell,1,0.7031,0.8707,0.5771,0.8726,2018-09-17 23:39:49
Rep,[DO NOT READ] Refused,Grade school,Hispanic,Male,Hispanic,Support,agree,Approve,support,Support,agree,Reps. keep House,Favorable,Favorable,agree,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),Nonwhite,50 to 64,Non-White,West,Less than 50 percent,Cell,0,0.2234,1.8342,5.5776,1.2212,2018-09-17 23:40:07
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,oppose,Oppose,disagree,Reps. keep House,Unfavorable,Don't know,disagree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Dona Ana,85 percent or higher,Cell,1,0.8681,0.7839,0.2535,0.7919,2018-09-17 23:41:28
Rep,50 to 64,Some college or trade school,White,Female,White,Oppose,agree,Disapp.,oppose,Support,disagree,Reps. keep House,Favorable,Don't know,disagree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,East,50 to 85 percent,Cell,1,0.6412,0.9864,0.7656,1.045,2018-09-17 23:42:22
Dem,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,35 to 49,Non-White,West,Less than 50 percent,Cell,0.7778,0.4588,1.3623,2.0417,1.4278,2018-09-17 23:42:40
Dem,50 to 64,Some college or trade school,White,Male,Hispanic,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,White,East,85 percent or higher,Landline,1,0.967,1.0372,0.3869,1.0357,2018-09-17 23:43:34
Rep,65 and older,Bachelors' degree,White,Female,White,Oppose,disagree,Approve,Don't know,Support,agree,Reps. keep House,Don't know,Don't know,disagree,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,West,85 percent or higher,Landline,1,0.9846,0.6578,0.3401,0.6534,2018-09-17 23:44:28
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,Non-White,Dona Ana,85 percent or higher,Cell,1,0.9901,0.9517,0.2608,0.95,2018-09-17 23:45:49
Rep,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,support,Oppose,agree,Reps. keep House,Unfavorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Dona Ana,50 to 85 percent,Cell,1,0.7412,1.3329,0.5648,1.3783,2018-09-17 23:46:34
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Non-White,Dona Ana,85 percent or higher,Landline,1,0.8982,1.1907,0.5446,1.1976,2018-09-17 23:48:08
Rep,50 to 64,Some college or trade school,White,Male,White,Oppose,disagree,Don't know,support,Support,agree,Reps. keep House,Don't know,Favorable,disagree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Dona Ana,50 to 85 percent,Cell,1,0.7638,1.054,0.4739,1.0495,2018-09-17 23:48:26
Dem,50 to 64,Some college or trade school,Unknown,Female,Hispanic,Don't know,agree,Disapp.,oppose,Oppose,agree,Dems. take House,Favorable,Don't know,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Unknown,Dona Ana,85 percent or higher,Cell,1,0.9849,1.1084,0.5595,1.1062,2018-09-17 23:48:44
Rep,65 and older,Bachelors' degree,White,Male,White,Support,agree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Favorable,agree,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,Dona Ana,85 percent or higher,Cell,1,0.9671,0.9337,0.363,0.92490000000000006,2018-09-17 23:52:47
Rep,50 to 64,Bachelors' degree,White,Female,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,West,85 percent or higher,Cell,1,0.9118,0.8493,0.4154,0.8527,2018-09-17 23:53:32
Rep,50 to 64,Some college or trade school,White,Male,White,Support,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,East,Less than 50 percent,Cell,1,0.0458,0.8478,3.1682,1.3513,2018-09-17 23:54:35
Und,65 and older,High school,Hispanic,Male,Hispanic,Support,agree,Disapp.,oppose,Oppose,agree,Dems. take House,Don't know,Favorable,disagree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,Non-White,West,Less than 50 percent,Landline,0.7778,0.4287,1.6519,2.0527,1.7469,2018-09-17 23:57:08
Dem,35 to 49,Some college or trade school,White,Female,Hispanic,Don't know,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Unfavorable,Don't know,disagree,30 to 44,Some College Educ.,Other,Female,Somewhat likely,Democrat,Nonwhite,35 to 49,White,West,Less than 50 percent,Landline,0.4444,0.0585,0.9293,5.2727,0.5644,2018-09-17 23:58:02
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,agree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Favorable,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,East,85 percent or higher,Landline,1,0.9624,0.5562,0.3495,0.5555,2018-09-18 00:00:08
Dem,65 and older,High school,Hispanic,Female,Hispanic,Don't know,disagree,Disapp.,support,Oppose,disagree,Don't know,Favorable,Don't know,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Non-White,West,50 to 85 percent,Cell,0.7778,0.5617,1.9218,1.6103,1.9658,2018-09-18 00:01:11
Rep,50 to 64,Some college or trade school,White,Male,White,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Favorable,Favorable,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,East,85 percent or higher,Landline,1,0.8989,0.8671,0.4264,0.872,2018-09-18 00:01:11
Rep,65 and older,High school,White,Female,[DO NOT READ] Don't know/Refused,Don't know,disagree,Approve,Don't know,Oppose,disagree,Reps. keep House,Favorable,Favorable,disagree,65 and older,High School Grad. or Less,Republican,Female,Somewhat likely,Republican,[DO NOT READ] Don't know/Refused,65 and older,White,East,50 to 85 percent,Landline,1,0.7694,1.3623,0.9521,1.2599,2018-09-18 00:01:56
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",35 to 49,White,West,50 to 85 percent,Cell,1,0.7916,1.0048,0.4335,0.9981,2018-09-18 00:04:01
