response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,educ3,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,18 to 34,Bachelors' degree,Black,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",18 to 34,4-year College Grad.,Other Non-White,Newport Beach,85 percent or higher,Cell,1,0.864,1.4256,0.9919,1.4301,2018-11-04 23:18:59
Dem,18 to 34,Bachelors' degree,Black,Male,Black,Disapp.,Dems. take House,Favorable,Don't know,18 to 29,4-year College Grad.,Other,Male,Already voted,Independent (No party),Nonwhite,18 to 34,4-year College Grad.,Other Non-White,Huntington Beach/Fountain Valley,Less than 50 percent,Cell,1,0.2991,1.0425,2.1796,1.3501,2018-11-04 23:19:17
Rep,18 to 34,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Republican,Female,Already voted,Republican,Nonwhite,18 to 34,Postgraduate Degree,Hispanic,Newport Beach,85 percent or higher,Cell,1,0.8841,0.5085,0.3377,0.5077,2018-11-04 23:30:23
Dem,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Already voted,Independent (No party),Nonwhite,50 to 64,4-year College Grad.,Hispanic,Laguna Beach/South,85 percent or higher,Cell,1,0.9697,0.8101,0.3865,0.7948,2018-11-04 23:30:44
Rep,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Female,Already voted,or as a member of another political party,Nonwhite,18 to 34,No 4-year College Degree,Hispanic,Huntington Beach/Fountain Valley,Less than 50 percent,Cell,1,0.1318,0.8286,3.9011,1.3519,2018-11-04 23:31:08
Dem,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Already voted,Democrat,Nonwhite,35 to 49,No 4-year College Degree,Hispanic,Costa Mesa/North,50 to 85 percent,Cell,1,0.8176,1.3493,1.1526,1.3692,2018-11-04 23:38:59
Rep,50 to 64,High school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,High School Grad. or Less,Republican,Male,Already voted,Republican,Nonwhite,50 to 64,No 4-year College Degree,Hispanic,Huntington Beach/Fountain Valley,Less than 50 percent,Cell,1,0.2509,0.9986,2.3235,1.3567,2018-11-04 23:40:02
Rep,50 to 64,Some college or trade school,Other,Male,Other,Approve,Reps. keep House,Don't know,Unfavorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,No 4-year College Degree,Other Non-White,Costa Mesa/North,Less than 50 percent,Cell,1,0.2734,2.3499,5.7247,2.8909,2018-11-04 23:44:41
Rep,35 to 49,Graduate or Professional Degree,Hispanic,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",35 to 49,Postgraduate Degree,Hispanic,Laguna Beach/South,85 percent or higher,Cell,1,0.953,0.4248,0.2662,0.4109,2018-11-04 23:46:37
Rep,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Don't know,Don't know,30 to 44,4-year College Grad.,Republican,Male,Already voted,Republican,Nonwhite,35 to 49,4-year College Grad.,Hispanic,Huntington Beach/Fountain Valley,Less than 50 percent,Cell,1,0.2189,0.6583,1.5604,0.929,2018-11-04 23:53:31
Und,35 to 49,Bachelors' degree,Other,Male,Other,Disapp.,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Male,Almost certain,[DO NOT READ] Refused,Nonwhite,35 to 49,4-year College Grad.,Other Non-White,Laguna Beach/South,Less than 50 percent,Cell,1,0.375,1.1042,1.8545,1.2682,2018-11-05 00:02:05
Rep,50 to 64,Bachelors' degree,Asian,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",50 to 64,4-year College Grad.,Other Non-White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.97,1.3994,0.6256,1.3729,2018-11-05 00:03:26
Rep,50 to 64,Graduate or Professional Degree,Other,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,Other Non-White,Huntington Beach/Fountain Valley,Less than 50 percent,Cell,1,0.4052,0.845,1.1002,0.9551,2018-11-05 00:06:53
Rep,18 to 34,Graduate or Professional Degree,Asian,Male,Asian,Don't know,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Other,Male,Already voted,Republican,Nonwhite,18 to 34,Postgraduate Degree,Other Non-White,Costa Mesa/North,85 percent or higher,Cell,1,0.9599,0.8503,0.6434,0.8357,2018-11-05 00:29:57
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,Asian,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Already voted,Independent (No party),Nonwhite,50 to 64,Postgraduate Degree,Other Non-White,Laguna Beach/South,85 percent or higher,Cell,1,0.97,0.8997,0.5139,0.8827,2018-11-05 00:30:51
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,Nonwhite,50 to 64,Postgraduate Degree,Hispanic,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9493,0.5195,0.2891,0.5024,2018-11-05 00:35:38
Dem,18 to 34,High school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,High School Grad. or Less,Other,Female,Almost certain,Democrat,Nonwhite,18 to 34,No 4-year College Degree,Hispanic,Costa Mesa/North,Less than 50 percent,Cell,1,0.2444,1.1455,3.5396,1.4454,2018-11-05 00:36:23
Dem,50 to 64,Graduate or Professional Degree,Asian,Female,Asian,Disapp.,Dems. take House,Don't know,Favorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,50 to 64,Postgraduate Degree,Other Non-White,Laguna Beach/South,50 to 85 percent,Cell,1,0.66,0.9422,0.7736,0.9711,2018-11-05 00:40:53
Rep,65 and older,Graduate or Professional Degree,Hispanic,Male,Other,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Already voted,Republican,Nonwhite,65 and older,Postgraduate Degree,Hispanic,Costa Mesa/North,50 to 85 percent,Cell,1,0.515,0.6888,0.7746,0.7762,2018-11-05 00:41:11
Dem,35 to 49,Bachelors' degree,Other,Female,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,4-year College Grad.,Other Non-White,Laguna Beach/South,85 percent or higher,Cell,1,0.9555,1.1909,0.7622,1.1636,2018-11-05 00:55:46
