response,ager,educ,file_race,gender,race_eth,approve,ASSAULTW,ENGLISH,genballot,hdem_fav,hrep_fav,LIFECHANGE,OPIOID,REVERSERACIS,STRANGER,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,region,age_combinedb,file_party_model,file_race_white,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Don't know,agree,no,Don't know,disagree,30 to 44,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Iron Range,35 to 49,Unknown,White,50 to 85 percent,Cell,1,0.5408,0.81,1.269,0.9067,2018-09-10 20:24:03
Und,18 to 34,Bachelors' degree,White,Female,White,Approve,support,disagree,Don't know,Don't know,Unfavorable,agree,yes,agree,agree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,18 to 34,Unknown,White,50 to 85 percent,Cell,1,0.6852,0.6621,0.6796,0.7107,2018-09-10 20:30:21
Und,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Don't know,Don't know,Don't know,disagree,no,agree,disagree,65 and older,Postgraduate Degree,Republican,Male,Not at all likely,or as a member of another political party,"White, 4-Year College Grads",White,Rest,65 and older,Most Trump,White,85 percent or higher,Cell,0.6667,0.9002,0.7301,0.5199,0.5914,2018-09-10 20:25:15
Rep,65 and older,Some college or trade school,White,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,agree,no,agree,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,Most Trump,White,85 percent or higher,Landline,0.8889,0.8617,0.9757,0.893,1.0002,2018-09-10 20:28:42
Rep,50 to 64,High school,Asian,Female,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,agree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Duluth,50 to 64,Probably Clinton,Non-White,85 percent or higher,Landline,1,0.8837,1.2515,1.1114,1.2925,2018-09-10 20:19:51
Dem,65 and older,High school,White,Female,White,Approve,oppose,agree,Reps. keep House,Favorable,Unfavorable,agree,yes,disagree,disagree,65 and older,High School Grad. or Less,Other,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",White,Iron Range,65 and older,Probably Trump,White,50 to 85 percent,Landline,0.6667,0.6918,1.3112,1.5122,1.0933,2018-09-10 20:27:03
Rep,65 and older,Some college or trade school,White,Female,Hispanic,Approve,oppose,agree,Dems. take House,Favorable,Don't know,agree,no,agree,disagree,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,Nonwhite,Iron Range,65 and older,Unknown,White,85 percent or higher,Landline,1,0.9708,0.9421,0.8333,0.9638,2018-09-10 20:30:48
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,oppose,agree,Reps. keep House,Don't know,Don't know,agree,no,agree,disagree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,35 to 49,Most Trump,White,85 percent or higher,Cell,1,0.9187,0.9897,0.73740000000000006,1.0174,2018-09-10 20:17:45
Dem,50 to 64,Graduate or Professional Degree,Other,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,agree,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,Iron Range,50 to 64,Probably Clinton,Non-White,85 percent or higher,Cell,1,0.9769,0.5113,0.3711,0.5197,2018-09-10 20:28:06
Rep,65 and older,Bachelors' degree,Unknown,Male,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,disagree,disagree,65 and older,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Iron Range,65 and older,Unknown,Unknown,85 percent or higher,Landline,1,0.9597,0.9178,0.5754,0.9395,2018-09-10 20:20:00
Rep,18 to 34,Bachelors' degree,White,Female,White,Approve,support,agree,Reps. keep House,Unfavorable,Don't know,agree,no,agree,disagree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Iron Range,18 to 34,Probably Clinton,White,50 to 85 percent,Cell,0.8889,0.5527,0.799,1.0469,0.8659,2018-09-10 20:28:06
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,50 to 64,Probably Trump,White,85 percent or higher,Landline,1,0.9281,0.7402,0.5616,0.7601,2018-09-10 20:22:24
Dem,65 and older,High school,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,agree,disagree,65 and older,High School Grad. or Less,Other,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,Iron Range,65 and older,Probably Trump,White,85 percent or higher,Cell,1,0.9381,1.6288,1.35,1.6502,2018-09-10 20:23:18
Und,65 and older,Some college or trade school,White,Female,White,Disapp.,support,agree,Dems. take House,Don't know,Don't know,agree,no,disagree,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,Probably Trump,White,85 percent or higher,Cell,1,0.9948,0.9624,0.8066,0.985,2018-09-10 20:24:39
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Don't know,disagree,Reps. keep House,Don't know,Don't know,agree,no,agree,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Minn. Exurbs,35 to 49,Probably Trump,White,50 to 85 percent,Landline,0.8889,0.8377,1.0421,0.7951,1.0709,2018-09-10 20:17:45
Dem,50 to 64,Some college or trade school,White,Female,White,Don't know,support,disagree,Dems. take House,Don't know,Don't know,agree,yes,agree,agree,45 to 64,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,Rest,50 to 64,Probably Trump,White,Less than 50 percent,Landline,0.6667,0.4206,0.7054,1.4535,0.5399,2018-09-10 20:29:18
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,oppose,disagree,Dems. take House,Don't know,Don't know,agree,yes,disagree,disagree,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Iron Range,65 and older,Unknown,White,85 percent or higher,Landline,1,0.8768,0.9421,0.9227,0.9739,2018-09-10 20:22:51
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,disagree,30 to 44,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Iron Range,35 to 49,Unknown,White,50 to 85 percent,Cell,1,0.8337,0.81,0.8232,0.8431,2018-09-10 20:26:45
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,oppose,disagree,Dems. take House,Favorable,Unfavorable,agree,no,agree,agree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Iron Range,65 and older,Probably Clinton,White,Less than 50 percent,Cell,0.8889,0.4216,0.6795,1.401,0.7075,2018-09-10 20:28:06
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,disagree,yes,agree,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,50 to 64,Probably Trump,White,50 to 85 percent,Cell,1,0.7303,0.6936,0.6165,0.7367,2018-09-10 20:24:30
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,50 to 64,Probably Trump,White,85 percent or higher,Cell,1,0.9217,0.8868,0.6532,0.9113,2018-09-10 20:21:57
Rep,65 and older,High school,White,Female,White,Approve,support,agree,Reps. keep House,Don't know,Don't know,agree,no,agree,disagree,65 and older,High School Grad. or Less,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,Probably Trump,White,85 percent or higher,Landline,0,0.9869,1.4054,1.1679,1.3709,2018-09-10 20:22:15
Und,65 and older,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,disagree,65 and older,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Minn. Exurbs,65 and older,Unknown,White,85 percent or higher,Landline,1,0.9341,0.9663,0.6318,0.9915,2018-09-10 20:28:42
Dem,65 and older,High school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,disagree,65 and older,High School Grad. or Less,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,Unknown,White,85 percent or higher,Landline,1,0.9778,1.1532,0.979,1.1794,2018-09-10 20:30:21
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,oppose,disagree,Dems. take House,Don't know,Don't know,disagree,no,disagree,agree,65 and older,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Minn. Exurbs,65 and older,Probably Trump,White,85 percent or higher,Cell,1,0.8978,1.2761,1.0199,1.3153,2018-09-10 20:27:30
Rep,65 and older,Some college or trade school,White,Female,White,Approve,oppose,agree,Reps. keep House,Unfavorable,Favorable,agree,yes,agree,disagree,65 and older,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,Probably Trump,White,85 percent or higher,Landline,1,0.9887,0.9624,0.8115,0.9844,2018-09-10 20:25:33
Rep,50 to 64,High school,White,Male,White,Approve,oppose,agree,Reps. keep House,Don't know,Don't know,agree,yes,agree,agree,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Minn. Exurbs,50 to 64,Probably Trump,White,50 to 85 percent,Cell,1,0.7153,1.4979,1.4685,1.5964,2018-09-10 20:24:21
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,oppose,agree,Reps. keep House,Don't know,Favorable,disagree,no,agree,disagree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,Most Trump,White,85 percent or higher,Cell,1,0.98740000000000006,0.9757,0.7793,0.9979,2018-09-10 20:17:36
Dem,18 to 34,Bachelors' degree,White,Male,White,Approve,support,disagree,Dems. take House,Don't know,Favorable,agree,no,disagree,disagree,18 to 29,4-year College Grad.,Democratic,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,Duluth,18 to 34,Probably Clinton,White,50 to 85 percent,Cell,0.3333,0.5027,0.9737,1.1952,0.6169,2018-09-10 20:28:42
Rep,35 to 49,High school,White,Female,White,Approve,oppose,agree,Reps. keep House,Don't know,Don't know,agree,no,disagree,disagree,45 to 64,High School Grad. or Less,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,35 to 49,Unknown,White,50 to 85 percent,Landline,0.8889,0.6693,1.0205,1.3405,1.0249,2018-09-10 20:20:27
Rep,50 to 64,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Approve,support,agree,Reps. keep House,Don't know,Unfavorable,agree,no,agree,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Minn. Exurbs,50 to 64,Probably Trump,White,50 to 85 percent,Cell,1,0.5263,0.7901,0.9336,0.8889,2018-09-10 20:19:24
Dem,18 to 34,High school,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,agree,18 to 29,High School Grad. or Less,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Minn. Exurbs,18 to 34,Unknown,White,50 to 85 percent,Cell,0.7778,0.7595,1.4718,1.5805,1.4378,2018-09-10 20:17:54
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Iron Range,50 to 64,Unknown,White,85 percent or higher,Landline,1,0.9788,0.8681,0.6202,0.8878,2018-09-10 20:20:09
Dem,65 and older,Grade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Don't know,agree,no,agree,agree,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Iron Range,65 and older,Probably Clinton,White,50 to 85 percent,Landline,1,0.8048,1.0883,1.1052,1.1067,2018-09-10 20:25:24
Rep,50 to 64,Bachelors' degree,White,Male,White,Disapp.,oppose,disagree,Reps. keep House,Unfavorable,Favorable,agree,yes,agree,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Iron Range,50 to 64,Probably Trump,White,85 percent or higher,Cell,1,0.913,1.0279,0.7245,1.0573,2018-09-10 20:20:45
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,yes,disagree,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Iron Range,50 to 64,Most Trump,White,85 percent or higher,Cell,1,0.9904,0.8952,0.6126,0.9157,2018-09-10 20:30:12
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,oppose,disagree,Don't know,Don't know,Unfavorable,agree,no,disagree,disagree,30 to 44,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Rest,35 to 49,Probably Trump,White,50 to 85 percent,Cell,0.8889,0.7415,0.8274,0.9179,0.8278,2018-09-10 20:23:00
Und,65 and older,Graduate or Professional Degree,Unknown,Female,White,Don't know,oppose,disagree,Reps. keep House,Favorable,Favorable,disagree,no,disagree,disagree,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Iron Range,65 and older,Unknown,Unknown,85 percent or higher,Cell,1,0.9899,0.7885,0.5336,0.8065,2018-09-10 20:24:21
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,disagree,no,disagree,disagree,65 and older,Some College Educ.,Other,Female,Not very likely,Independent (No party),"White, No 4-Year College Degree",White,Rest,65 and older,Unknown,White,85 percent or higher,Cell,0.4444,0.8711,0.7897,0.765,0.6191,2018-09-10 20:20:09
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Don't know,agree,no,agree,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Minn. Exurbs,35 to 49,Most Trump,White,50 to 85 percent,Cell,1,0.824,1.1783,1.1034,1.2286,2018-09-10 20:17:36
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,oppose,disagree,Reps. keep House,Don't know,Don't know,agree,no,disagree,disagree,18 to 29,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Minn. Exurbs,18 to 34,Unknown,White,Less than 50 percent,Cell,0.8889,0.4945,0.919,1.6122,0.9426,2018-09-10 20:27:48
Rep,35 to 49,High school,Unknown,Male,White,Approve,oppose,Don't know,Reps. keep House,Don't know,Don't know,Don't know,no,Don't know,Don't know,30 to 44,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,35 to 49,Probably Trump,Unknown,50 to 85 percent,Cell,1,0.7225,1.3514,1.4528,1.4378,2018-09-10 20:16:51
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,yes,disagree,disagree,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,Iron Range,35 to 49,Probably Clinton,Non-White,50 to 85 percent,Cell,1,0.7243,0.5274,0.5072,0.5403,2018-09-10 20:29:09
Rep,50 to 64,Some college or trade school,Unknown,Female,White,Approve,oppose,agree,Reps. keep House,Don't know,Don't know,agree,no,agree,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,50 to 64,Most Trump,Unknown,85 percent or higher,Cell,1,0.9876,1.1545,0.9871,1.1807,2018-09-10 20:20:54
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,50 to 64,Probably Trump,White,85 percent or higher,Landline,1,0.9886,0.7402,0.5272,0.7571,2018-09-10 20:21:30
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,oppose,Don't know,Reps. keep House,Unfavorable,Favorable,disagree,no,agree,disagree,30 to 44,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,35 to 49,Probably Trump,White,50 to 85 percent,Cell,1,0.8162,0.8517,0.9214,0.8654,2018-09-10 20:26:45
Dem,65 and older,Grade school,Unknown,Female,White,Disapp.,oppose,disagree,Dems. take House,Favorable,Unfavorable,Don't know,no,disagree,agree,65 and older,High School Grad. or Less,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Iron Range,65 and older,Unknown,Unknown,85 percent or higher,Landline,1,0.9822,1.5386,1.2701,1.5735,2018-09-10 20:27:30
