response,ager,educ,file_race,gender,race_eth,APPKAV,approve,genballot,hdem_fav,hrep_fav,NAFTA,TARIFF,TAXREFORM,TRUMPECON,TXHORSERACE,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedd,educ3,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,50 to 64,Some college or trade school,White,Female,Black,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),Nonwhite,45 to 64,No 4-year College Degree,White,"Rest, Trump",Less than 50 percent,Cell,1,0.4532,1.569,2.1876,1.6553,2018-09-21 01:25:06
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,Ted Cruz,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,"Dallas, Clinton",85 percent or higher,Landline,1,0.9876,1.0824,0.6195,1.0783,2018-09-21 01:27:30
Rep,50 to 64,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Approve,Reps. keep House,Unfavorable,Unfavorable,Don't know,Don't know,Support,agree,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,45 to 64,Postgraduate Degree,White,"Rest, Trump",85 percent or higher,Cell,1,0.9846,0.7139,0.2915,0.714,2018-09-21 01:31:17
Dem,65 and older,Some college or trade school,White,Female,White,Don't know,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Don't know,Don't know,Beto O'Rourke,65 and older,Some College Educ.,Democratic,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,"Dallas, Clinton",85 percent or higher,Cell,0.4444,0.9441,1.0048,0.587,0.8066,2018-09-21 01:31:26
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,Ted Cruz,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,"Rest, Clinton",85 percent or higher,Cell,1,0.9808,0.9858,0.4405,0.986,2018-09-21 01:31:35
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Support,Oppose,agree,Beto O'Rourke,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,45 to 64,Postgraduate Degree,Hispanic,"Rest, Trump",50 to 85 percent,Cell,1,0.6533,0.6854,0.538,0.7253,2018-09-21 01:33:41
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,Ted Cruz,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,"Dallas, Trump",85 percent or higher,Cell,1,0.9687,1.2114,0.652,1.2122,2018-09-21 01:33:45
Rep,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Unfavorable,Don't know,Support,Oppose,Support,agree,Beto O'Rourke,18 to 29,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",18 to 44,4-year College Grad.,White,"Dallas, Clinton",50 to 85 percent,Cell,1,0.8418,1.0928,0.5014,1.0843,2018-09-21 01:34:17
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,"Dallas, Trump",85 percent or higher,Cell,1,0.9967,0.738,0.3514,0.7389,2018-09-21 01:36:41
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Don't know,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Support,Oppose,agree,Don't know,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Dallas, Trump",50 to 85 percent,Cell,1,0.7263,1.0806,0.5922,1.1235,2018-09-21 01:37:26
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Don't know,Support,Support,agree,Ted Cruz,45 to 64,4-year College Grad.,Other,Male,Very likely,Republican,"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,"Rest, Clinton",Less than 50 percent,Cell,0.8889,0.3272,1.062,1.6356,1.1126,2018-09-21 01:38:20
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,Ted Cruz,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,"Rest, Trump",85 percent or higher,Cell,1,0.9763,0.9557,0.4917,0.956,2018-09-21 01:38:56
Rep,65 and older,High school,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,Ted Cruz,65 and older,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,"Dallas, Clinton",Less than 50 percent,Cell,1,0.3346,1.7024,3.5819,2.0534,2018-09-21 01:41:20
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,"Rest, Trump",85 percent or higher,Cell,1,0.9742,0.9976,0.5205,0.9979,2018-09-21 01:42:18
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,"Rest, Trump",85 percent or higher,Landline,1,0.9939,0.5243,0.1784,0.5247,2018-09-21 01:42:23
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,Ted Cruz,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,"Dallas, Trump",85 percent or higher,Landline,1,0.9853,1.2114,0.6413,1.2117,2018-09-21 01:43:17
Rep,50 to 64,Bachelors' degree,Unknown,Female,White,oppose,Approve,Reps. keep House,Favorable,Unfavorable,Oppose,Support,Support,agree,Ted Cruz,45 to 64,4-year College Grad.,Democratic,Female,Somewhat likely,Republican,"White, 4-Year College Grads",45 to 64,4-year College Grad.,Unknown,"Rest, Trump",85 percent or higher,Cell,1,0.9761,0.4772,0.295,0.4672,2018-09-21 01:44:02
Dem,18 to 34,Some college or trade school,Other,Male,Asian,oppose,Disapp.,Dems. take House,Unfavorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,18 to 29,Some College Educ.,Democratic,Male,Not very likely,Independent (No party),Nonwhite,18 to 44,No 4-year College Degree,Other Non-White,"Rest, Clinton",Less than 50 percent,Cell,0.4444,0.137,1.2083,4.9014,0.5419,2018-09-21 01:44:59
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,Ted Cruz,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,"Dallas, Clinton",85 percent or higher,Landline,1,0.9896,1.037,0.5851,1.0374,2018-09-21 01:45:26
Rep,35 to 49,Graduate or Professional Degree,Asian,Male,Asian,support,Approve,Reps. keep House,Don't know,Favorable,Support,Oppose,Support,agree,Ted Cruz,30 to 44,Postgraduate Degree,Other,Male,Almost certain,or as a member of another political party,Nonwhite,18 to 44,Postgraduate Degree,Other Non-White,"Dallas, Clinton",50 to 85 percent,Cell,1,0.5321,1.0584,1.3826,1.1622,2018-09-21 01:46:20
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,Ted Cruz,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,"Rest, Clinton",50 to 85 percent,Cell,1,0.8055,0.7963,0.3736,0.8147,2018-09-21 01:46:20
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,Ted Cruz,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Dallas, Trump",85 percent or higher,Cell,1,0.9081,0.9444,0.4357,0.9507,2018-09-21 01:46:56
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,"Dallas, Trump",85 percent or higher,Cell,1,0.932,1.0487,0.6531,1.0527,2018-09-21 01:46:56
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Favorable,Support,Oppose,Support,agree,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,"Rest, Clinton",85 percent or higher,Cell,1,0.9876,0.6006,0.2446,0.5983,2018-09-21 01:49:47
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,agree,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,Unknown,"Rest, Clinton",85 percent or higher,Cell,1,0.9933,0.3049,0.1464,0.3051,2018-09-21 01:49:50
Rep,35 to 49,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,Ted Cruz,30 to 44,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",18 to 44,No 4-year College Degree,White,"Dallas, Trump",85 percent or higher,Cell,0.8889,0.8525,2.3544,1.8749,2.3017,2018-09-21 01:50:59
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,"Dallas, Trump",85 percent or higher,Cell,1,0.9919,1.0487,0.6146,1.0493,2018-09-21 01:51:08
Rep,50 to 64,Some college or trade school,White,Female,White,Don't know,Approve,Reps. keep House,Don't know,Favorable,Don't know,Don't know,Support,agree,Ted Cruz,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,"Rest, Clinton",85 percent or higher,Cell,1,0.8766,1.0786,0.7107,1.0687,2018-09-21 01:51:53
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Don't know,Don't know,Support,Support,agree,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Female,Not very likely,Republican,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,"Rest, Trump",85 percent or higher,Cell,0.5556,0.9621,0.7139,0.2979,0.6423,2018-09-21 01:52:56
Dem,50 to 64,Bachelors' degree,Black,Female,Black,Don't know,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,45 to 64,4-year College Grad.,Other Non-White,"Rest, Trump",85 percent or higher,Landline,1,0.9822,0.5452,0.3502,0.5453,2018-09-21 01:54:08
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Unfavorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,"Dallas, Trump",50 to 85 percent,Cell,1,0.6157,0.8962,0.6351,0.9117,2018-09-21 01:54:38
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Favorable,Favorable,Support,Support,Support,Don't know,Ted Cruz,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,"Dallas, Clinton",85 percent or higher,Cell,1,0.9288,0.8601,0.5681,0.852,2018-09-21 01:55:38
Und,65 and older,Some college or trade school,White,Female,White,Don't know,Disapp.,Reps. keep House,Don't know,Don't know,Don't know,Don't know,Don't know,disagree,Ted Cruz,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,"Dallas, Trump",85 percent or higher,Landline,1,0.9714,1.5981,1.0344,1.5989,2018-09-21 01:57:17
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,Ted Cruz,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,"Rest, Clinton",Less than 50 percent,Cell,1,0.4928,1.401,1.7418,1.5611,2018-09-21 01:57:29
Rep,50 to 64,Bachelors' degree,Unknown,Male,White,oppose,Disapp.,Dems. take House,Don't know,Favorable,Support,Oppose,Support,agree,Beto O'Rourke,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",45 to 64,4-year College Grad.,Unknown,"Rest, Trump",50 to 85 percent,Cell,1,0.6873,0.7759,0.789,0.814,2018-09-21 01:58:11
Dem,35 to 49,Bachelors' degree,Black,Male,Other,oppose,Disapp.,Don't know,Favorable,Unfavorable,Support,Support,Oppose,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,45 to 64,4-year College Grad.,Other Non-White,"Rest, Clinton",85 percent or higher,Cell,1,0.9187,0.4868,0.3247,0.4894,2018-09-21 01:59:26
Dem,35 to 49,Some college or trade school,White,Male,Hispanic,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,18 to 44,No 4-year College Degree,White,"Dallas, Clinton",Less than 50 percent,Cell,1,0.432,2.6178,4.6968,2.9938,2018-09-21 02:01:35
Dem,18 to 34,Some college or trade school,White,Female,Black,oppose,Disapp.,Dems. take House,Don't know,Don't know,Oppose,Oppose,Don't know,disagree,Beto O'Rourke,30 to 44,Some College Educ.,Other,Female,Very likely,Democrat,Nonwhite,18 to 44,No 4-year College Degree,White,"Dallas, Clinton",Less than 50 percent,Cell,1,0.1953,2.5081,9.7976,3.0241,2018-09-21 02:02:02
Dem,35 to 49,Bachelors' degree,White,Female,Hispanic,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Other,Female,Very likely,Democrat,Nonwhite,45 to 64,4-year College Grad.,White,"Rest, Clinton",Less than 50 percent,Landline,0.8889,0.2462,1.0175,2.0505,1.1061,2018-09-21 02:02:29
Dem,65 and older,Bachelors' degree,Black,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,Other Non-White,"Rest, Trump",85 percent or higher,Cell,0,0.9822,0.6573,0.3831,0.631,2018-09-21 02:02:52
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,Beto O'Rourke,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,"Dallas, Clinton",85 percent or higher,Landline,1,0.9901,0.7617,0.3549,0.762,2018-09-21 02:03:50
Dem,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),Nonwhite,45 to 64,4-year College Grad.,Hispanic,"Rest, Clinton",85 percent or higher,Cell,1,0.9884,0.526,0.2926,0.5241,2018-09-21 02:03:59
Dem,50 to 64,Some college or trade school,Hispanic,Female,White,oppose,Disapp.,Dems. take House,Favorable,Favorable,Support,Oppose,Support,disagree,Beto O'Rourke,45 to 64,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,Hispanic,"Rest, Trump",50 to 85 percent,Cell,0.7778,0.5753,1.2105,1.6443,1.0005,2018-09-21 02:04:31
Dem,18 to 34,Some college or trade school,White,Female,White,Don't know,Don't know,Dems. take House,Don't know,Unfavorable,Don't know,Don't know,Don't know,disagree,Ted Cruz,30 to 44,Some College Educ.,Other,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",18 to 44,No 4-year College Degree,White,"Rest, Trump",50 to 85 percent,Cell,0,0.6107,2.5624,2.3743,0.8976,2018-09-21 02:04:35
Rep,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,support,Approve,Reps. keep House,Don't know,Don't know,Oppose,Support,Support,agree,Ted Cruz,45 to 64,Some College Educ.,Other,Male,Very likely,Republican,Nonwhite,45 to 64,No 4-year College Degree,Hispanic,"Rest, Trump",Less than 50 percent,Cell,1,0.3816,1.3742,3.1376,1.4848,2018-09-21 02:04:53
Rep,50 to 64,Bachelors' degree,Unknown,Male,Hispanic,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,Ted Cruz,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,Nonwhite,45 to 64,4-year College Grad.,Unknown,"Dallas, Clinton",50 to 85 percent,Cell,1,0.5899,0.6982,1.0105,0.7523,2018-09-21 02:06:23
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,Black,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Don't know,Oppose,disagree,Beto O'Rourke,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 44,Postgraduate Degree,White,"Dallas, Clinton",85 percent or higher,Cell,1,0.9931,0.8382,0.3324,0.8387,2018-09-21 02:06:23
Dem,50 to 64,Some college or trade school,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,"Rest, Clinton",85 percent or higher,Landline,1,0.9868,0.8269,0.4052,0.8236,2018-09-21 02:06:50
