response,ager,educ,file_race,gender,race_eth,approve,APPRUSSIA,COLLUDE,CRIMES,DEMIMPEACH,genballot,hdem_fav,hrep_fav,IMPEACH,MUELLER,TXHORSERACE,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedb,file_race_hisp,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Don't know,disagree,Don't know,agree,Dems. take House,Don't know,Favorable,Support,Support,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Bexar,35 to 49,Hispanic,Less than 50 percent,Cell,1,0.4549,1.4993,1.1073,1.6888
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Bexar,50 to 64,White,85 percent or higher,Cell,1,0.9774,0.796,0.206,0.7924
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Approve,agree,agree,agree,Dems. take House,Don't know,Don't know,Support,Support,Beto O'Rourke,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Dem. Rio Grande,18 to 34,Hispanic,Less than 50 percent,Cell,0.7778,0.4333,1.4832,1.862,1.5621
Rep,35 to 49,Graduate or Professional Degree,White,Female,Black,Disapp.,Approve,disagree,agree,agree,Dems. take House,Unfavorable,Favorable,Support,Support,Beto O'Rourke,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Democrat,Nonwhite,Rep. Rio Grande,35 to 49,White,50 to 85 percent,Cell,1,0.7542,0.5856,0.2814,0.6023
Rep,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Approve,Disapp.,disagree,disagree,disagree,Reps. keep House,Don't know,Don't know,Oppose,Oppose,Beto O'Rourke,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Dem. Rio Grande,18 to 34,Hispanic,Less than 50 percent,Cell,0.7778,0.0306,1.4832,5.3191,2.5327
Dem,50 to 64,Bachelors' degree,White,Female,Other,Disapp.,Disapp.,agree,agree,agree,Reps. keep House,Favorable,Unfavorable,Support,Oppose,Beto O'Rourke,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,Nonwhite,Bexar,50 to 64,White,Less than 50 percent,Cell,1,0.2746,1.0458,1.0101,1.3111
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Don't know,Don't know,Don't know,disagree,Reps. keep House,Don't know,Favorable,Don't know,Don't know,Ted Cruz,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Rep. Rio Grande,50 to 64,White,85 percent or higher,Cell,1,0.9326,0.6396,0.2803,0.6389
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Approve,Don't know,disagree,disagree,disagree,Reps. keep House,Don't know,Don't know,Oppose,Oppose,Ted Cruz,65 and older,Postgraduate Degree,Other,Male,Very likely,Republican,"White, 4-Year College Grads",Bexar,65 and older,White,85 percent or higher,Cell,1,0.8874,0.6746,0.2112,0.665
Dem,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,Beto O'Rourke,65 and older,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,Dem. Rio Grande,65 and older,Hispanic,85 percent or higher,Cell,1,0.9625,0.7389,0.2145,0.7296
Rep,65 and older,[DO NOT READ] Refused,White,Female,Hispanic,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,65 and older,[DO NOT READ] Don't know/Refused,Republican,Female,Almost certain,Independent (No party),Nonwhite,Bexar,65 and older,White,85 percent or higher,Landline,1,0.9731,1.0817,0.5332,1.0769
Rep,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Approve,Disapp.,disagree,disagree,disagree,Reps. keep House,Don't know,Don't know,Oppose,Don't know,Ted Cruz,30 to 44,Some College Educ.,Other,Male,Almost certain,Republican,Nonwhite,Dem. Rio Grande,35 to 49,Hispanic,Less than 50 percent,Cell,1,0.1201,1.3548,5.9325,2.0658
Dem,65 and older,High school,White,Female,White,Disapp.,Approve,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,Beto O'Rourke,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Rep. Rio Grande,65 and older,White,85 percent or higher,Cell,1,0.8885,1.0662,0.6162,1.0709
Dem,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,Dem. Rio Grande,35 to 49,Hispanic,85 percent or higher,Cell,1,0.9229,0.7722,0.338,0.7611
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Disapp.,agree,disagree,disagree,Dems. take House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,30 to 44,Postgraduate Degree,Republican,Female,Not very likely,Independent (No party),"White, 4-Year College Grads",Bexar,35 to 49,White,50 to 85 percent,Cell,0.3333,0.6507,0.8568,0.4202,0.4914
Dem,50 to 64,Bachelors' degree,Black,Male,Black,Disapp.,Don't know,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,Bexar,50 to 64,Other Non-White,85 percent or higher,Cell,1,0.9064,0.6131,0.1955,0.6143
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Don't know,Don't know,disagree,disagree,disagree,Reps. keep House,Favorable,Favorable,Support,Don't know,Ted Cruz,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,Rep. Rio Grande,50 to 64,Hispanic,85 percent or higher,Landline,1,0.9166,0.8299,0.4479,0.8305
Dem,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Don't know,disagree,agree,agree,Dems. take House,Favorable,Don't know,Oppose,Oppose,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,Dem. Rio Grande,50 to 64,Hispanic,50 to 85 percent,Landline,1,0.7837,0.8229,0.2675,0.8413
Rep,35 to 49,Bachelors' degree,White,Female,White,Don't know,Approve,agree,Don't know,agree,Reps. keep House,Don't know,Favorable,Oppose,Support,Ted Cruz,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Rep. Rio Grande,35 to 49,White,85 percent or higher,Cell,1,0.9508,0.6867,0.3443,0.6847
Rep,50 to 64,Some college or trade school,White,Female,White,Don't know,Don't know,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Rep. Rio Grande,50 to 64,White,85 percent or higher,Landline,1,0.9314,0.6396,0.2806,0.639
Rep,65 and older,High school,Asian,Female,Hispanic,Approve,Approve,disagree,disagree,disagree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,Nonwhite,Rep. Rio Grande,65 and older,Other Non-White,85 percent or higher,Cell,1,0.9438,0.9324,0.7994,0.9196
Dem,65 and older,Grade school,Hispanic,Male,Hispanic,Disapp.,Don't know,disagree,Don't know,disagree,Dems. take House,Don't know,Favorable,Oppose,Support,Beto O'Rourke,65 and older,High School Grad. or Less,Other,Male,Almost certain,Democrat,Nonwhite,Dem. Rio Grande,65 and older,Hispanic,Less than 50 percent,Landline,0.4444,0.2221,1.8465,5.2291,1.7399
Rep,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Approve,disagree,agree,disagree,Dems. take House,Favorable,Favorable,Support,Support,Beto O'Rourke,65 and older,Some College Educ.,Democratic,Male,Very likely,Independent (No party),Nonwhite,Dem. Rio Grande,65 and older,Hispanic,85 percent or higher,Cell,1,0.8623,0.7389,0.2358,0.7289
Rep,50 to 64,High school,White,Male,White,Approve,Don't know,Don't know,Don't know,agree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,High School Grad. or Less,Other,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",Dem. Rio Grande,50 to 64,White,50 to 85 percent,Cell,1,0.6294,1.2934,1.2734,1.3709
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Don't know,agree,disagree,agree,Reps. keep House,Unfavorable,Unfavorable,Oppose,Oppose,Ted Cruz,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",Rep. Rio Grande,35 to 49,White,85 percent or higher,Cell,1,0.8585,0.8336,0.6182,0.8224
Rep,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Approve,Approve,disagree,disagree,disagree,Reps. keep House,Favorable,Favorable,Oppose,Oppose,Ted Cruz,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),Nonwhite,Bexar,65 and older,Hispanic,85 percent or higher,Cell,0.7778,0.8788,1.2473,0.4967,1.2288
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Don't know,Don't know,Don't know,agree,Reps. keep House,Don't know,Don't know,Oppose,Don't know,Ted Cruz,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Bexar,50 to 64,White,85 percent or higher,Cell,1,0.906,0.9359,0.3752,0.9378
Dem,65 and older,High school,Hispanic,Female,Hispanic,Don't know,Don't know,Don't know,disagree,agree,Dems. take House,Don't know,Don't know,Don't know,Don't know,Beto O'Rourke,65 and older,High School Grad. or Less,Other,Female,Almost certain,Democrat,Nonwhite,Dem. Rio Grande,65 and older,Hispanic,Less than 50 percent,Landline,0.4444,0.0379,1.7885,8.332,2.0965
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),Nonwhite,Rep. Rio Grande,18 to 34,Hispanic,Less than 50 percent,Landline,1,0.2745,1.1202,1.9505,1.4044
Rep,50 to 64,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Approve,Don't know,agree,disagree,disagree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,[DO NOT READ] Don't know/Refused,Rep. Rio Grande,50 to 64,White,85 percent or higher,Cell,1,0.9416,0.6604,0.26,0.6512
Dem,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Don't know,agree,disagree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,Beto O'Rourke,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Bexar,35 to 49,Hispanic,85 percent or higher,Cell,1,0.8627,1.263,0.5894,1.2736
Dem,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Favorable,Support,Support,Beto O'Rourke,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Rep. Rio Grande,50 to 64,White,85 percent or higher,Landline,1,0.9061,0.6396,0.2876,0.641
Und,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Don't know,disagree,agree,agree,Don't know,Don't know,Don't know,Support,Support,Beto O'Rourke,30 to 44,Some College Educ.,Democratic,Female,Very likely,Independent (No party),Nonwhite,Dem. Rio Grande,35 to 49,Hispanic,50 to 85 percent,Cell,1,0.5393,1.0387,0.8341,1.067
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Don't know,disagree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Bexar,35 to 49,White,50 to 85 percent,Cell,1,0.5141,0.9791,0.7385,1.0769
Rep,18 to 34,Some college or trade school,White,Male,Black,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,18 to 29,Some College Educ.,Republican,Male,Very likely,Independent (No party),Nonwhite,Bexar,18 to 34,White,85 percent or higher,Landline,1,0.9225,1.6786,1.1379,1.6545
Rep,65 and older,High school,White,Male,[DO NOT READ] Don't know/Refused,Approve,Approve,agree,disagree,disagree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,65 and older,High School Grad. or Less,Republican,Male,Almost certain,or as a member of another political party,[DO NOT READ] Don't know/Refused,Rep. Rio Grande,65 and older,White,85 percent or higher,Cell,1,0.943,1.173,0.6777,1.1704
Dem,65 and older,High school,Hispanic,Male,Hispanic,Disapp.,Disapp.,agree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Oppose,Beto O'Rourke,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,Dem. Rio Grande,65 and older,Hispanic,85 percent or higher,Cell,1,0.8879,1.2776,0.7353,1.2834
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Favorable,Support,Support,Beto O'Rourke,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Bexar,65 and older,White,85 percent or higher,Cell,1,0.9856,0.8177,0.1696,0.8139
Dem,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Disapp.,Don't know,disagree,disagree,Dems. take House,Don't know,Unfavorable,Support,Support,Ted Cruz,65 and older,Some College Educ.,Other,Female,Not very likely,Democrat,Nonwhite,Bexar,65 and older,Hispanic,Less than 50 percent,Cell,0.4444,0.1726,1.6919,3.4914,0.7645
Rep,50 to 64,Bachelors' degree,Hispanic,Female,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Bexar,50 to 64,Hispanic,85 percent or higher,Cell,0.7778,0.9132,1.0003,0.3627,0.9852
Rep,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Don't know,Approve,agree,agree,agree,Reps. keep House,Unfavorable,Favorable,Don't know,Support,Ted Cruz,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,[DO NOT READ] Refused,Nonwhite,Dem. Rio Grande,50 to 64,Hispanic,85 percent or higher,Cell,1,0.9124,0.5739,0.1855,0.5747
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Approve,agree,disagree,disagree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",Bexar,50 to 64,White,85 percent or higher,Cell,1,0.9584,0.9359,0.3564,0.9239
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Bexar,65 and older,White,85 percent or higher,Landline,1,0.9806,0.9926,0.2665,0.988
