response,ager,educ,file_race,gender,race_eth,approve,FLAMED4,SENC,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_noasian,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,No,Rep.,30 to 44,4-year College Grad.,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",35 to 49,White,I-4,85 percent or higher,Cell,1,0.988,0.9059,0.5264,0.8948,2018-10-26 01:30:57
Dem,35 to 49,Some college or trade school,White,Male,White,Don't know,Yes,Rep.,30 to 44,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Southwest,50 to 85 percent,Cell,1,0.7232,1.2068,0.9103,1.1941,2018-10-26 01:32:36
Dem,18 to 34,High school,Black,Female,Other,Disapp.,Yes,Don't know,18 to 29,High School Grad. or Less,Democratic,Female,Somewhat likely,Independent (No party),Nonwhite,18 to 34,Black,Southeast,50 to 85 percent,Cell,0.3333,0.6445,1.8506,2.375,1.2352,2018-10-26 01:33:21
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,No,Rep.,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,North/Rural,85 percent or higher,Cell,1,0.995,1.1364,0.6362,1.1232,2018-10-26 01:34:42
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Yes,Dem.,30 to 44,Postgraduate Degree,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",35 to 49,White,I-4,85 percent or higher,Cell,1,0.9738,0.6044,0.2701,0.5998,2018-10-26 01:35:00
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Yes,Dem.,65 and older,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,White,Southwest,85 percent or higher,Cell,1,0.8554,1.6697,1.0413,1.6989,2018-10-26 01:35:36
Dem,50 to 64,Some college or trade school,Black,Female,Black,Disapp.,Yes,Dem.,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Black,Southeast,50 to 85 percent,Cell,1,0.5585,0.7776,0.637,0.8357,2018-10-26 01:39:48
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Yes,Dem.,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Southwest,50 to 85 percent,Cell,1,0.5706,0.8554,0.7178,0.9157,2018-10-26 01:40:15
Dem,18 to 34,Bachelors' degree,Black,Male,Black,Disapp.,Yes,Dem.,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,18 to 34,Black,North/Rural,50 to 85 percent,Cell,0.7778,0.5071,0.5594,0.6036,0.5731,2018-10-26 01:42:57
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,No,Rep.,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Southwest,85 percent or higher,Landline,1,0.9935,1.2919,0.7194,1.2766,2018-10-26 21:33:31
Dem,65 and older,High school,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Yes,Dem.,65 and older,High School Grad. or Less,Democratic,Female,Already voted,Democrat,[DO NOT READ] Don't know/Refused,65 and older,White,Central,85 percent or higher,Landline,1,0.9414,2.329,2.0193,2.3251,2018-10-26 21:35:37
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Yes,Dem.,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,I-4,85 percent or higher,Cell,1,0.8744,1.181,0.7401,1.1796,2018-10-26 21:39:22
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Don't know,Rep.,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,North/Rural,50 to 85 percent,Cell,1,0.7716,0.6241,0.4082,0.6347,2018-10-26 21:39:31
Dem,65 and older,Graduate or Professional Degree,Black,Male,Black,Disapp.,Yes,Dem.,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,65 and older,Black,North/Rural,50 to 85 percent,Landline,1,0.5473,0.3671,0.2154,0.396,2018-10-26 21:40:34
Und,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Approve,No,Rep.,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,North/Rural,85 percent or higher,Landline,1,0.9907,0.6191,0.248,0.6117,2018-10-26 21:41:10
Rep,65 and older,High school,White,Male,White,Approve,Yes,Rep.,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,I-4,85 percent or higher,Landline,1,0.9919,2.4416,1.8064,2.4124,2018-10-26 21:41:46
Dem,65 and older,Bachelors' degree,White,Female,White,Approve,Yes,Rep.,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Central,85 percent or higher,Cell,1,0.8869,1.0984,0.7651,1.0951,2018-10-26 21:42:22
Rep,65 and older,High school,White,Female,White,Approve,Yes,Rep.,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Central,50 to 85 percent,Landline,1,0.5092,1.7939,2.648,1.9615,2018-10-26 21:42:31
Rep,65 and older,Some college or trade school,White,Female,White,Approve,No,Rep.,65 and older,Some College Educ.,Democratic,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,North/Rural,85 percent or higher,Landline,1,0.9792,1.3211,0.6997,1.31,2018-10-26 21:44:37
Dem,50 to 64,High school,White,Female,White,Disapp.,Yes,Dem.,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",50 to 64,White,Central,Less than 50 percent,Landline,1,0.2378,1.8407,6.5407,2.1173,2018-10-26 21:44:37
Rep,65 and older,High school,White,Female,White,Approve,Yes,Rep.,65 and older,High School Grad. or Less,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,Central,85 percent or higher,Landline,1,0.9928,2.3933,2.0025,2.3693,2018-10-26 21:44:46
Dem,35 to 49,Graduate or Professional Degree,Other,Female,Hispanic,Disapp.,No,Dem.,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),Nonwhite,35 to 49,Other Non-White,I-4,Less than 50 percent,Cell,1,0.2965,0.5377,0.7973,0.5963,2018-10-26 21:45:31
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,Yes,Dem.,18 to 29,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Central,50 to 85 percent,Cell,1,0.6841,0.4736,0.3668,0.491,2018-10-26 21:47:31
Rep,50 to 64,High school,White,Male,White,Approve,Yes,Rep.,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,I-4,85 percent or higher,Cell,1,0.953,2.0438,1.6613,2.0218,2018-10-26 21:49:01
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Yes,Rep.,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Central,50 to 85 percent,Cell,0.8889,0.6753,0.5533,0.4519,0.5629,2018-10-26 21:49:10
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Yes,Rep.,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Southwest,85 percent or higher,Cell,1,0.9926,0.6731,0.2974,0.6663,2018-10-26 21:49:28
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,No,Rep.,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",35 to 49,White,Southeast,85 percent or higher,Cell,1,0.9807,0.7808,0.3803,0.767,2018-10-26 21:49:37
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Yes,Rep.,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Central,50 to 85 percent,Cell,1,0.5634,0.6042,0.6138,0.6482,2018-10-26 21:50:40
Rep,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Approve,No,Rep.,65 and older,Some College Educ.,Other,Male,Already voted,Independent (No party),Nonwhite,65 and older,Hispanic,Southeast,50 to 85 percent,Landline,1,0.8229,0.9251,0.4749,0.949,2018-10-26 21:50:49
Dem,50 to 64,Grade school,White,Male,White,Disapp.,Yes,Dem.,45 to 64,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",50 to 64,White,North/Rural,85 percent or higher,Landline,1,0.9917,1.8623,1.4278,1.8343,2018-10-26 21:52:37
Dem,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Yes,Dem.,45 to 64,4-year College Grad.,Democratic,Male,Already voted,Democrat,Nonwhite,35 to 49,Hispanic,Southeast,50 to 85 percent,Cell,1,0.5644,0.5479,0.4319,0.6115,2018-10-26 21:53:40
Rep,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Approve,Yes,Rep.,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,Nonwhite,50 to 64,Hispanic,Southeast,85 percent or higher,Cell,1,0.9867,0.7578,0.3804,0.7453,2018-10-26 21:53:49
Rep,65 and older,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,No,Rep.,65 and older,Postgraduate Degree,Republican,Male,[DO NOT READ] Don't know/Refused,Republican,[DO NOT READ] Don't know/Refused,65 and older,White,I-4,85 percent or higher,Cell,1,0.934,0.6795,0.2942,0.6355,2018-10-26 21:54:07
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Yes,Rep.,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,North/Rural,85 percent or higher,Landline,1,0.9923,1.1364,0.638,1.1228,2018-10-26 21:54:07
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Yes,Dem.,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,Central,Less than 50 percent,Cell,1,0.3191,0.9584,2.2966,1.1533,2018-10-26 21:54:07
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Yes,Dem.,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Central,85 percent or higher,Cell,1,0.9904,0.5425,0.26,0.536,2018-10-26 21:56:13
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,No,Rep.,30 to 44,Postgraduate Degree,Republican,Female,Somewhat likely,Republican,"White, 4-Year College Grads",35 to 49,White,North/Rural,50 to 85 percent,Cell,0.7778,0.5997,0.4802,0.3293,0.3942,2018-10-26 21:59:22
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Approve,No,Rep.,45 to 64,Postgraduate Degree,Other,Female,Already voted,Independent (No party),Nonwhite,50 to 64,Hispanic,Southeast,85 percent or higher,Cell,1,0.9178,0.5875,0.2547,0.5894,2018-10-26 21:59:58
Rep,35 to 49,Some college or trade school,White,Male,White,Disapp.,Don't know,Don't know,30 to 44,Some College Educ.,Republican,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",35 to 49,White,Central,50 to 85 percent,Cell,1,0.7687,0.8024,0.5864,0.8165,2018-10-26 22:00:52
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Yes,Dem.,45 to 64,Postgraduate Degree,Other,Male,[DO NOT READ] Don't know/Refused,Independent (No party),Nonwhite,50 to 64,Hispanic,Southwest,Less than 50 percent,Cell,1,0.4458,0.5222,0.4357,0.4366,2018-10-26 22:02:21
Rep,65 and older,High school,White,Female,White,Approve,No,Rep.,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,North/Rural,85 percent or higher,Landline,1,0.9882,2.5185,1.9191,2.4877,2018-10-26 22:02:57
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Yes,Dem.,65 and older,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",65 and older,White,Central,85 percent or higher,Cell,1,0.9946,0.8581,0.4895,0.8494,2018-10-26 22:03:06
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Yes,Dem.,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",65 and older,White,I-4,85 percent or higher,Cell,1,0.9884,0.7284,0.3008,0.7214,2018-10-26 22:03:42
Rep,65 and older,High school,Hispanic,Male,Hispanic,Approve,No,Rep.,65 and older,High School Grad. or Less,Republican,Male,Already voted,Republican,Nonwhite,65 and older,Hispanic,Southeast,Less than 50 percent,Cell,1,0.3905,1.9118,3.0716,2.3363,2018-10-26 22:06:42
Rep,65 and older,Graduate or Professional Degree,White,Male,Other,Approve,No,Rep.,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),Nonwhite,65 and older,White,Central,85 percent or higher,Landline,1,0.9099,0.666,0.335,0.6619,2018-10-26 22:09:06
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Yes,Dem.,45 to 64,Some College Educ.,Democratic,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",50 to 64,White,Central,85 percent or higher,Landline,1,0.9905,1.0509,0.6407,1.0382,2018-10-26 22:09:24
Rep,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Approve,No,Rep.,45 to 64,4-year College Grad.,Other,Male,Very likely,Republican,Nonwhite,35 to 49,Hispanic,Southeast,85 percent or higher,Cell,1,0.902,0.8495,0.4907,0.8308,2018-10-26 22:10:36
Dem,50 to 64,High school,Black,Male,Black,Approve,Yes,Dem.,45 to 64,High School Grad. or Less,Democratic,Male,Somewhat likely,Democrat,Nonwhite,50 to 64,Black,Central,50 to 85 percent,Landline,0.7778,0.6593,1.0211,1.033,0.8509,2018-10-26 22:12:33
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,No,Rep.,65 and older,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",65 and older,White,Southeast,85 percent or higher,Landline,1,0.9709,1.1006,0.6128,1.0794,2018-10-26 22:13:36
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Don't know,Rep.,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,North/Rural,85 percent or higher,Cell,1,0.8807,0.5816,0.2922,0.5803,2018-10-26 22:13:45
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,No,Rep.,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Southeast,50 to 85 percent,Cell,1,0.7753,0.5313,0.2883,0.5399,2018-10-26 22:14:03
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Don't know,Rep.,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,I-4,85 percent or higher,Landline,1,0.9859,1.4499,0.777,1.432,2018-10-26 22:14:12
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,Other,Approve,No,Rep.,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Male,Already voted,or as a member of another political party,Nonwhite,50 to 64,White,Central,85 percent or higher,Cell,1,0.9051,1.0588,0.8176,1.0651,2018-10-26 22:14:48
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Don't know,Yes,Dem.,45 to 64,Postgraduate Degree,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",50 to 64,White,I-4,50 to 85 percent,Cell,1,0.7532,0.5311,0.2913,0.5551,2018-10-26 22:15:42
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Yes,Dem.,30 to 44,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",18 to 34,White,Central,50 to 85 percent,Cell,1,0.6519,0.9426,0.9917,1.0175,2018-10-26 22:16:00
Dem,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Yes,Dem.,30 to 44,Some College Educ.,Democratic,Male,Already voted,Democrat,Nonwhite,35 to 49,Hispanic,Central,50 to 85 percent,Cell,1,0.8304,0.5674,0.3131,0.5809,2018-10-26 22:16:18
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,No,Rep.,18 to 29,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",18 to 34,White,North/Rural,Less than 50 percent,Cell,1,0.4353,1.2495,1.9347,1.4089,2018-10-26 22:16:27
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,Other,Approve,Yes,Rep.,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,65 and older,Unknown,Southeast,50 to 85 percent,Cell,1,0.7388,0.8435,0.3865,0.8636,2018-10-26 22:17:21
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Yes,Dem.,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,I-4,85 percent or higher,Landline,1,0.9951,0.8073,0.4409,0.7979,2018-10-26 22:18:24
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Approve,Don't know,Rep.,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,North/Rural,85 percent or higher,Landline,1,0.9135,1.0316,0.61240000000000006,1.0248,2018-10-26 22:19:54
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Yes,Dem.,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,White,Southeast,85 percent or higher,Landline,1,0.9431,1.2124,0.7138,1.1864,2018-10-26 22:20:30
Dem,50 to 64,Some college or trade school,White,Female,Other,Disapp.,Yes,Dem.,45 to 64,Some College Educ.,Other,Female,Already voted,Democrat,Nonwhite,50 to 64,White,I-4,85 percent or higher,Cell,1,0.9754,1.3724,0.8171,1.3616,2018-10-26 22:22:27
Rep,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Approve,Yes,Rep.,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,Nonwhite,65 and older,Hispanic,Southeast,85 percent or higher,Cell,1,0.8821,1.2023,0.6277,1.2157,2018-10-26 22:22:54
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,Approve,No,Rep.,18 to 29,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,White,North/Rural,Less than 50 percent,Cell,1,0.4174,0.6451,0.8188,0.7335,2018-10-26 22:24:42
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,No,Rep.,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Central,50 to 85 percent,Cell,1,0.7691,0.7348,0.5172,0.7476,2018-10-26 22:25:18
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Yes,Dem.,65 and older,Some College Educ.,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,White,North/Rural,50 to 85 percent,Landline,1,0.844,0.8989,0.4865,0.9172,2018-10-26 22:25:27
Rep,65 and older,Some college or trade school,White,Male,White,Approve,No,Rep.,65 and older,Some College Educ.,Republican,Male,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,North/Rural,50 to 85 percent,Landline,1,0.8434,0.9237,0.5091,0.905,2018-10-26 22:26:39
