response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,FEMINISM,genballot,hdem_fav,hrep_fav,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,65 and older,Some college or trade school,Black,Male,Black,oppose,Disapp.,Don't know,oppose,Dems. take House,Favorable,Don't know,agree,65 and older,Some College Educ.,Democratic,Male,Very likely,Independent (No party),Nonwhite,65 and older,Non-White,Hamilton,85 percent or higher,Landline,1,0.9915,0.7929,0.3553,0.7947,2018-10-02 00:09:32
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Warren,85 percent or higher,Cell,1,0.969,0.8018,0.302,0.8062,2018-10-02 00:10:17
Rep,65 and older,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Unfavorable,agree,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,[DO NOT READ] Don't know/Refused,65 and older,White,Hamilton,85 percent or higher,Landline,1,0.9773,0.8268,0.3987,0.826,2018-10-02 00:10:17
Rep,35 to 49,High school,White,Female,White,support,Approve,Support,support,Don't know,Unfavorable,Favorable,agree,30 to 44,High School Grad. or Less,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,Hamilton,Less than 50 percent,Cell,0.7778,0.0706,1.8471,10.06,1.5821,2018-10-02 00:15:23
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,oppose,Dems. take House,Don't know,Favorable,disagree,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Warren,Less than 50 percent,Landline,0.7778,0.4528,0.8237,0.8542,0.7989,2018-10-02 00:17:50
Dem,50 to 64,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Hamilton,Less than 50 percent,Landline,1,0.4454,0.7795,0.8923,0.8903,2018-10-02 00:20:32
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Warren,85 percent or higher,Landline,1,0.9438,0.925,0.4252,0.9319,2018-10-02 00:23:23
Dem,65 and older,High school,White,Female,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,agree,65 and older,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Hamilton,50 to 85 percent,Landline,1,0.7257,1.4857,1.4157,1.4956,2018-10-02 00:25:56
Dem,65 and older,Bachelors' degree,Black,Male,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,Non-White,Hamilton,85 percent or higher,Landline,1,0.9848,0.7096,0.2838,0.7132,2018-10-02 00:28:02
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Warren,85 percent or higher,Cell,1,0.9338,0.925,0.5401,0.9329,2018-10-02 00:31:10
Rep,35 to 49,Bachelors' degree,White,Male,Black,oppose,Don't know,Support,Don't know,Reps. keep House,Unfavorable,Favorable,disagree,30 to 44,4-year College Grad.,Other,Male,Not very likely,Republican,Nonwhite,35 to 49,White,Warren,Less than 50 percent,Cell,0.1111,0.3741,0.8983,1.4894,0.3388,2018-10-02 00:36:43
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Warren,50 to 85 percent,Cell,1,0.7744,1.0267,0.6181,1.0618,2018-10-02 00:37:37
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Warren,Less than 50 percent,Cell,1,0.2993,0.8215,1.8243,1.0202,2018-10-02 00:38:22
Dem,50 to 64,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Some College Educ.,Other,Male,Very likely,Democrat,"White, No 4-Year College Degree",50 to 64,White,Hamilton,50 to 85 percent,Landline,1,0.7988,0.8642,0.5081,0.864,2018-10-02 00:44:31
Dem,50 to 64,High school,Black,Male,Black,oppose,Disapp.,Check,oppose,Dems. take House,Don't know,Don't know,agree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,Non-White,Cincinnati,85 percent or higher,Cell,1,0.9715,1.4783,1.1589,1.4862,2018-10-02 00:45:25
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,Warren,50 to 85 percent,Cell,1,0.7415,1.2324,0.8981,1.2833,2018-10-02 00:45:34
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,support,Reps. keep House,Don't know,Unfavorable,agree,45 to 64,Some College Educ.,Republican,Female,Not very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Warren,85 percent or higher,Cell,1,0.8502,0.898,0.4359,0.8028,2018-10-02 00:49:27
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",50 to 64,White,Warren,85 percent or higher,Cell,1,0.8779,0.8482,0.399,0.8445,2018-10-02 00:57:33
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Don't know,45 to 64,Some College Educ.,Other,Male,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",50 to 64,White,Warren,Less than 50 percent,Cell,1,0.394,0.9369,1.1457,1.0971,2018-10-02 01:14:22
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Unfavorable,Don't know,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",50 to 64,White,Warren,85 percent or higher,Cell,1,0.9065,0.8036,0.3244,0.7998,2018-10-02 01:14:49
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Unfavorable,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Warren,50 to 85 percent,Cell,1,0.5722,1.0707,0.6771,1.1657,2018-10-02 01:17:58
