response,ager,educ,file_race,gender,race_eth,ABOLOISHICE,AFRAID,approve,ASSAULTW,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,18 to 34,Bachelors' degree,White,Male,White,Support,disagree,Approve,support,Oppose,agree,Reps. keep House,Favorable,Favorable,disagree,18 to 29,4-year College Grad.,Republican,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Central,Less than 50 percent,Cell,0.7778,0.2055,0.6103,2.8208,0.49,2018-09-15 00:01:06
Dem,65 and older,Some college or trade school,White,Female,White,Support,disagree,Don't know,support,Oppose,agree,Dems. take House,Don't know,Don't know,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Rest,Less than 50 percent,Landline,1,0.4367,1.4549,2.9063,1.6805,2018-09-15 00:01:15
Dem,18 to 34,Some college or trade school,White,Male,White,Oppose,disagree,Disapp.,oppose,Support,disagree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Shawnee,50 to 85 percent,Cell,1,0.6333,0.695,0.7515,0.7485,2018-09-15 00:01:15
Und,65 and older,High school,White,Female,White,Oppose,disagree,Don't know,support,Oppose,disagree,Reps. keep House,Favorable,Favorable,disagree,65 and older,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Shawnee,85 percent or higher,Cell,1,0.8596,1.113,0.7413,1.117,2018-09-15 00:01:33
Rep,18 to 34,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,agree,18 to 29,Some College Educ.,Republican,Male,Not very likely,Republican,"White, No 4-Year College Degree",White,18 to 34,White,Douglas,Less than 50 percent,Cell,0.2222,0.3052,1.3257,4.0288,0.5299,2018-09-15 00:01:33
Und,65 and older,Some college or trade school,White,Male,White,Don't know,disagree,Don't know,support,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,65 and older,Some College Educ.,Other,Male,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,65 and older,White,Central,85 percent or higher,Cell,1,0.9172,0.9398,0.4914,0.9566,2018-09-15 00:02:00
Rep,50 to 64,High school,White,Female,White,Don't know,agree,Approve,Don't know,Don't know,Don't know,Reps. keep House,Don't know,Don't know,Don't know,45 to 64,High School Grad. or Less,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Rest,50 to 85 percent,Landline,0.4444,0.7718,1.9407,1.4901,1.5245,2018-09-15 00:03:21
Dem,50 to 64,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Douglas,85 percent or higher,Landline,1,0.9748,0.9605,0.3853,0.9726,2018-09-15 00:06:30
Dem,65 and older,Some college or trade school,White,Female,White,Support,disagree,Disapp.,support,Oppose,agree,Dems. take House,Don't know,Unfavorable,disagree,65 and older,Some College Educ.,Democratic,Female,Not at all likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Rest,85 percent or higher,Landline,0.2222,0.9281,0.9811,0.675,0.7091,2018-09-15 00:09:30
Rep,35 to 49,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Favorable,Don't know,disagree,30 to 44,4-year College Grad.,Other,Male,Very likely,Republican,"White, 4-Year College Grads",White,18 to 34,White,Shawnee,50 to 85 percent,Cell,1,0.6507,0.4355,0.2874,0.4459,2018-09-15 00:10:42
Dem,50 to 64,Graduate or Professional Degree,White,Male,Black,Support,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,50 to 64,White,Rest,50 to 85 percent,Cell,1,0.7514,0.6931,0.382,0.701,2018-09-15 00:11:00
Dem,50 to 64,Bachelors' degree,White,Male,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Male,[DO NOT READ] Don't know/Refused,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Shawnee,85 percent or higher,Cell,1,0.9936,0.7171,0.2843,0.718,2018-09-15 00:11:18
Rep,50 to 64,Bachelors' degree,Unknown,Female,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Don't know,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Unknown,Shawnee,85 percent or higher,Landline,1,0.9936,0.841,0.3996,0.8519,2018-09-15 00:11:36
Dem,65 and older,Bachelors' degree,White,Female,White,Oppose,disagree,Approve,support,Support,agree,Don't know,Don't know,Unfavorable,disagree,65 and older,4-year College Grad.,Republican,Female,Not at all likely,Republican,"White, 4-Year College Grads",White,65 and older,White,Central,50 to 85 percent,Landline,0.4444,0.7705,0.7698,0.457,0.4703,2018-09-15 00:14:36
Dem,18 to 34,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Douglas,85 percent or higher,Cell,1,0.9302,0.5544,0.361,0.5635,2018-09-15 00:14:45
Dem,65 and older,Graduate or Professional Degree,Hispanic,Female,Hispanic,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,Non-White,Douglas,85 percent or higher,Cell,1,0.8738,0.712,0.4415,0.729,2018-09-15 00:15:21
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Douglas,85 percent or higher,Cell,1,0.9981,0.9296,0.5623,0.9416,2018-09-15 00:15:24
Dem,35 to 49,Some college or trade school,White,Female,White,Oppose,agree,Approve,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,35 to 49,White,Rest,50 to 85 percent,Cell,1,0.6681,1.3931,1.7105,1.4867,2018-09-15 00:16:00
Dem,18 to 34,Some college or trade school,White,Male,White,Oppose,disagree,Disapp.,oppose,Support,disagree,Reps. keep House,Favorable,Don't know,disagree,30 to 44,Some College Educ.,Democratic,Male,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Central,Less than 50 percent,Cell,0,0.4936,0.7608,1.9701,0.233,2018-09-15 00:17:48
Rep,65 and older,Bachelors' degree,White,Female,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Rest,85 percent or higher,Landline,1,0.9841,0.787,0.3795,0.7968,2018-09-15 00:18:24
Und,50 to 64,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Don't know,Don't know,Don't know,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Central,50 to 85 percent,Cell,1,0.6045,0.7571,0.4391,0.8221,2018-09-15 00:21:24
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Douglas,85 percent or higher,Cell,1,0.9983,0.8582,0.3676,0.8702,2018-09-15 00:21:51
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Douglas,85 percent or higher,Cell,0.7778,0.9119,0.9382,0.6898,0.8783,2018-09-15 00:23:12
Rep,65 and older,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Oppose,disagree,Reps. keep House,Unfavorable,Favorable,Don't know,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Rest,85 percent or higher,Cell,0.8889,0.9853,0.7797,0.3382,0.7877,2018-09-15 00:24:15
Rep,35 to 49,Bachelors' degree,White,Female,White,Support,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Don't know,disagree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Rest,85 percent or higher,Cell,1,0.9648,1.0832,0.759,1.0974,2018-09-15 00:26:21
Dem,35 to 49,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Douglas,Less than 50 percent,Cell,1,0.4295,1.2052,1.7856,1.3968,2018-09-15 00:27:42
Dem,18 to 34,Bachelors' degree,White,Female,White,Support,agree,Disapp.,support,Oppose,disagree,Don't know,Don't know,Don't know,disagree,18 to 29,4-year College Grad.,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Douglas,Less than 50 percent,Cell,0.7778,0.478,0.6423,0.9382,0.6256,2018-09-15 00:27:51
Rep,65 and older,Graduate or Professional Degree,White,Male,Other,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Favorable,Favorable,disagree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,65 and older,White,Shawnee,50 to 85 percent,Cell,1,0.7956,0.5354,0.2245,0.5556,2018-09-15 00:28:18
Rep,18 to 34,Some college or trade school,Unknown,Male,White,Oppose,disagree,Approve,oppose,Oppose,disagree,Reps. keep House,Favorable,Unfavorable,agree,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,18 to 34,Unknown,Douglas,50 to 85 percent,Cell,1,0.6631,1.0717,1.0675,1.1451,2018-09-15 00:28:36
Dem,18 to 34,Some college or trade school,White,Male,White,Don't know,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Douglas,Less than 50 percent,Cell,1,0.43,1.0155,2.3679,1.1767,2018-09-15 00:28:36
Rep,[DO NOT READ] Refused,Some college or trade school,Black,Female,Black,Support,Don't know,Approve,Don't know,Support,agree,Reps. keep House,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,Nonwhite,Nonwhite,50 to 64,Non-White,Central,Less than 50 percent,Landline,0.4444,0.3057,1.4169,3.8144,0.7856,2018-09-15 00:32:34
Rep,65 and older,High school,White,Male,White,Support,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,agree,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Central,85 percent or higher,Cell,0.8889,0.9848,1.4036,0.9922,1.4103,2018-09-15 00:33:46
Dem,65 and older,Some college or trade school,Unknown,Female,White,Don't know,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,Unknown,Shawnee,50 to 85 percent,Landline,1,0.8173,0.8592,0.6627,0.8642,2018-09-15 00:34:40
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,agree,Approve,support,Support,agree,Reps. keep House,Favorable,Don't know,disagree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Shawnee,85 percent or higher,Cell,1,0.993,0.8442,0.3762,0.8551,2018-09-15 00:37:04
Rep,65 and older,Bachelors' degree,White,Female,White,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Douglas,85 percent or higher,Landline,1,0.8957,0.996,0.4425,1.0166,2018-09-15 00:37:22
Dem,18 to 34,Graduate or Professional Degree,White,Male,Hispanic,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,18 to 29,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,White,Douglas,50 to 85 percent,Cell,1,0.6613,0.5064,0.4119,0.5413,2018-09-15 00:38:52
Dem,35 to 49,High school,White,Female,Hispanic,Support,agree,Disapp.,oppose,Support,disagree,Dems. take House,Don't know,Don't know,disagree,45 to 64,High School Grad. or Less,Other,Female,Very likely,Democrat,Nonwhite,Nonwhite,35 to 49,White,Douglas,Less than 50 percent,Cell,0.7778,0.3653,2.3095,6.8076,2.289,2018-09-15 00:40:04
Dem,18 to 34,Bachelors' degree,Unknown,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,Unknown,Douglas,50 to 85 percent,Cell,1,0.5273,0.5044,0.5491,0.5617,2018-09-15 00:40:58
Dem,65 and older,High school,White,Female,White,Don't know,disagree,Don't know,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Rest,85 percent or higher,Landline,1,0.9446,1.1445,0.9475,1.1614,2018-09-15 00:42:19
Dem,65 and older,Bachelors' degree,Black,Male,Black,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,Non-White,Douglas,85 percent or higher,Cell,1,0.9191,0.7896,0.3833,0.8035,2018-09-15 00:43:31
Dem,50 to 64,High school,White,Female,White,Support,agree,Approve,support,Don't know,disagree,Don't know,Don't know,Don't know,Don't know,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Rest,85 percent or higher,Cell,0.7778,0.8519,1.4409,1.2019,1.4029,2018-09-15 00:43:40
Rep,50 to 64,High school,White,Male,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,agree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Rest,85 percent or higher,Cell,1,0.9661,1.8637,1.1416,1.888,2018-09-15 00:43:40
Rep,35 to 49,Some college or trade school,Unknown,Male,Other,Oppose,disagree,Approve,Don't know,Support,agree,Don't know,Unfavorable,Favorable,disagree,45 to 64,Some College Educ.,Republican,Male,Very likely,[DO NOT READ] Refused,Nonwhite,Nonwhite,35 to 49,Unknown,Rest,85 percent or higher,Cell,1,0.9825,1.5545,1.3988,1.5658,2018-09-15 00:44:25
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Support,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Don't know,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Rest,Less than 50 percent,Cell,1,0.4404,1.0994,2.7266,1.2677,2018-09-15 00:44:25
Rep,18 to 34,Bachelors' degree,White,Male,Other,Oppose,disagree,Approve,oppose,Oppose,disagree,Reps. keep House,Unfavorable,Don't know,disagree,30 to 44,4-year College Grad.,Republican,Male,Very likely,Republican,Nonwhite,Nonwhite,18 to 34,White,Shawnee,85 percent or higher,Cell,1,0.9442,0.5404,0.323,0.5421,2018-09-15 00:44:34
Rep,50 to 64,Grade school,White,Male,White,Oppose,disagree,Approve,support,Support,agree,Reps. keep House,Unfavorable,Don't know,disagree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Rest,85 percent or higher,Cell,1,0.9836,1.8637,1.1213,1.8869,2018-09-15 00:45:12
Rep,50 to 64,High school,Hispanic,Male,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Don't know,Unfavorable,Don't know,disagree,45 to 64,High School Grad. or Less,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Non-White,Central,Less than 50 percent,Cell,1,0.4286,1.6378,3.4688,1.7623,2018-09-15 00:46:04
Dem,65 and older,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,65 and older,White,Rest,50 to 85 percent,Landline,1,0.7631,0.622,0.3771,0.6283,2018-09-15 00:47:45
Rep,65 and older,Some college or trade school,White,Female,White,Support,agree,Approve,support,Support,Don't know,Reps. keep House,Don't know,Don't know,Don't know,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Rest,50 to 85 percent,Cell,1,0.7971,1.3213,0.8827,1.3309,2018-09-15 00:48:57
Und,65 and older,Some college or trade school,White,Male,White,Oppose,Don't know,Don't know,Don't know,Support,Don't know,Don't know,Don't know,Don't know,Don't know,65 and older,Some College Educ.,Republican,Male,Very likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,65 and older,White,Shawnee,85 percent or higher,Cell,1,0.9934,1.2101,0.6078,1.2226,2018-09-15 00:49:42
