response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,region,age_combinedc,file_party_model,file_race_unkother,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Und,50 to 64,High school,White,Female,White,Don't know,Don't know,Don't know,Don't know,45 to 64,High School Grad. or Less,Republican,Female,Somewhat likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,Rest,40 to 64,Most Trump,White,Less than 50 percent,Cell,0.4444,0.4136,1.4403,2.8891,0.94,2018-10-14 23:30:45
Und,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,40 to 64,Most Trump,White,50 to 85 percent,Cell,0.7778,0.7528,1.1367,1.1637,1.1053,2018-10-14 23:39:56
Und,50 to 64,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Approve,Don't know,Don't know,Favorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Duluth,40 to 64,Probably Clinton,White,85 percent or higher,Cell,1,0.965,0.6425,0.4721,0.6546,2018-10-14 23:49:26
Dem,50 to 64,Some college or trade school,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Rest,40 to 64,Unknown,Unknown/Non-White,85 percent or higher,Cell,1,0.965,1.1977,1.1879,1.2103,2018-10-14 23:58:35
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,18 to 29,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,Duluth,18 to 39,Probably Clinton,White,50 to 85 percent,Cell,1,0.6129,0.609,0.7098,0.631,2018-10-15 00:04:16
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Duluth,65 and older,Unknown,White,85 percent or higher,Cell,0.8889,0.965,0.5822,0.433,0.5908,2018-10-15 00:11:46
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Minn. Exurbs,65 and older,Most Trump,White,85 percent or higher,Landline,1,0.9393,1.6462,1.366,1.681,2018-10-15 00:46:25
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,65 and older,Probably Trump,White,85 percent or higher,Landline,1,0.965,0.5403,0.3672,0.5505,2018-10-15 00:47:28
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,65 and older,Unknown,White,85 percent or higher,Cell,1,0.965,1.1138,1.0082,1.1348,2018-10-15 01:13:51
Dem,18 to 34,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,18 to 39,Most Trump,Unknown/Non-White,50 to 85 percent,Cell,1,0.5875,1.2263,1.7659,1.3461,2018-10-15 01:16:33
