response,ager,educ,file_race,gender,race_eth,approve,GOVHR,NFLA,NFLRIGHT,sdem_fav,SENC,srep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedc,educ3,file_race_hisp,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Rep.,oppose,oppose,Favorable,Rep.,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Minor City,40 to 64,4-year College Grad.,White,Less than 50 percent,Landline,1,0.4282,0.8072,0.7265,0.9203
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Major Suburbs,40 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.987,0.7212,0.2343,0.7179
Und,50 to 64,Some college or trade school,Black,Male,Black,Disapp.,Lib./Don't know,support,support,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Other,Male,Not at all likely,[DO NOT READ] Refused,Nonwhite,Major Suburbs,40 to 64,No 4-year College Degree,Other Non-White,Less than 50 percent,Cell,0,0.3979,1.1926,2.2197,0.3221
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Rep.,support,support,Favorable,Rep.,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Very likely,Republican,"White, 4-Year College Grads",Major Suburbs,40 to 64,Postgraduate Degree,White,50 to 85 percent,Landline,0.8889,0.5787,0.732,0.5116,0.7218
Rep,18 to 34,Some college or trade school,White,Male,White,Don't know,Rep.,oppose,support,Unfavorable,Rep.,Favorable,30 to 44,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",Minor City,18 to 39,No 4-year College Degree,White,Less than 50 percent,Cell,0.8889,0.0649,1.194,5.6263,1.9336
Dem,50 to 64,Some college or trade school,Hispanic,Female,White,Disapp.,Dem.,Don't know,support,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Major Suburbs,40 to 64,No 4-year College Degree,Hispanic,85 percent or higher,Cell,1,0.9377,1.5707,0.9217,1.5681
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Approve,Rep.,oppose,support,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Rural,40 to 64,4-year College Grad.,White,85 percent or higher,Landline,1,0.9391,0.7209,0.3106,0.7196
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Major City,18 to 39,4-year College Grad.,White,85 percent or higher,Cell,1,0.9786,0.8888,0.3695,0.8848
Dem,18 to 34,Bachelors' degree,Black,Female,Black,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,18 to 29,4-year College Grad.,Other,Female,Not at all likely,Democrat,Nonwhite,Major City,18 to 39,4-year College Grad.,Other Non-White,Less than 50 percent,Cell,1,0.262,1.0065,2.2966,0.6323
Dem,65 and older,Some college or trade school,Black,Male,Black,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,Minor City,65 and older,No 4-year College Degree,Other Non-White,85 percent or higher,Cell,1,0.9274,1.1218,0.6726,1.1212
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Rep.,support,oppose,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Major Suburbs,40 to 64,4-year College Grad.,White,50 to 85 percent,Cell,1,0.748,0.8172,0.3921,0.8416
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Rep.,support,support,Favorable,Dem.,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Major City,18 to 39,4-year College Grad.,White,50 to 85 percent,Cell,1,0.5686,0.8818,0.6432,0.9518
Rep,50 to 64,High school,Black,Male,Hispanic,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Republican,Nonwhite,Major City,40 to 64,No 4-year College Degree,Other Non-White,Less than 50 percent,Cell,1,0.3691,1.3262,2.5372,1.5591
Dem,35 to 49,Graduate or Professional Degree,White,Female,Black,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Major Suburbs,40 to 64,Postgraduate Degree,White,85 percent or higher,Landline,1,0.9895,0.7379,0.2959,0.7346
Dem,18 to 34,Bachelors' degree,Black,Male,Black,Disapp.,Lib./Don't know,support,support,Favorable,Don't know,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Major Suburbs,18 to 39,4-year College Grad.,Other Non-White,85 percent or higher,Cell,1,0.9324,0.7661,0.4222,0.7653
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Rural,65 and older,No 4-year College Degree,White,85 percent or higher,Cell,1,0.979,1.1306,0.665,1.1254
Rep,65 and older,Grade school,White,Male,White,Approve,Rep.,Don't know,oppose,Don't know,Rep.,Favorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Rural,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.969,1.0353,0.5986,1.0309
Dem,35 to 49,Graduate or Professional Degree,Black,Male,White,Disapp.,Dem.,Don't know,support,Favorable,Dem.,Unfavorable,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",Major Suburbs,18 to 39,Postgraduate Degree,Other Non-White,Less than 50 percent,Cell,1,0.4489,0.8107,1.2766,0.9156
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Major Suburbs,40 to 64,Postgraduate Degree,White,85 percent or higher,Landline,1,0.9738,0.7055,0.2691,0.7023
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dem.,support,support,Unfavorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Major Suburbs,40 to 64,Postgraduate Degree,White,50 to 85 percent,Cell,0.7778,0.5071,0.7994,0.6553,0.8252
Dem,50 to 64,Graduate or Professional Degree,Black,Male,Black,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,Major Suburbs,40 to 64,Postgraduate Degree,Other Non-White,85 percent or higher,Cell,1,0.9913,0.7073,0.3408,0.7042
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,30 to 44,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",Rural,40 to 64,4-year College Grad.,White,85 percent or higher,Landline,1,0.944,0.6601,0.2753,0.6511
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Rep.,oppose,oppose,Don't know,Rep.,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Major City,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9382,1.2579,0.5831,1.2557
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Lib./Don't know,oppose,oppose,Don't know,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",Rural,40 to 64,4-year College Grad.,White,85 percent or higher,Landline,1,0.9692,0.7209,0.301,0.7124
Dem,35 to 49,Some college or trade school,Black,Male,White,Disapp.,Dem.,support,support,Favorable,Don't know,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",Minor City,18 to 39,No 4-year College Degree,Other Non-White,50 to 85 percent,Cell,0.7778,0.6293,1.2213,1.3211,1.1592
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",Major Suburbs,65 and older,Postgraduate Degree,White,85 percent or higher,Landline,1,0.9859,0.7257,0.2572,0.7192
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",Major Suburbs,40 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.8663,0.708,0.3087,0.7135
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Rep.,oppose,support,Favorable,Rep.,Unfavorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Major Suburbs,40 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.8564,0.7212,0.27,0.728
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Rep.,oppose,support,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Rural,40 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9708,1.0064,0.6174,1.002
3,18 to 34,Some college or trade school,Black,Male,Black,Disapp.,Dem.,oppose,support,Favorable,Don't know,Unfavorable,18 to 29,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,Major Suburbs,18 to 39,No 4-year College Degree,Other Non-White,Less than 50 percent,Cell,1,0.341,1.2636,3.4203,1.5106
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Rural,40 to 64,No 4-year College Degree,White,85 percent or higher,Landline,1,0.979,1.099,0.6872,1.094
Rep,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Rep.,support,support,Don't know,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Female,Somewhat likely,Republican,"White, 4-Year College Grads",Rural,40 to 64,4-year College Grad.,White,Less than 50 percent,Cell,0.7778,0.4793,0.7609,0.6729,0.6134
Dem,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Lib./Don't know,oppose,oppose,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Rio Grande/South,40 to 64,4-year College Grad.,Hispanic,85 percent or higher,Cell,1,0.9606,0.8274,0.4112,0.8243
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Rep.,support,support,Favorable,Dem.,Unfavorable,18 to 29,Some College Educ.,Other,Female,Very likely,Independent (No party),Nonwhite,Minor City,18 to 39,No 4-year College Degree,Hispanic,Less than 50 percent,Landline,1,0.309,1.7808,4.4482,1.9771
Dem,35 to 49,Bachelors' degree,Black,Female,Black,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Major City,40 to 64,4-year College Grad.,Other Non-White,50 to 85 percent,Cell,1,0.7834,0.9282,0.4425,0.9491
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Major Suburbs,40 to 64,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9869,1.1501,0.6036,1.1448
Dem,50 to 64,Graduate or Professional Degree,Black,Female,Black,Disapp.,Lib./Don't know,support,support,Don't know,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Minor City,40 to 64,Postgraduate Degree,Other Non-White,85 percent or higher,Landline,1,0.9881,0.7641,0.3598,0.7606
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Rep.,oppose,Don't know,Unfavorable,Rep.,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Rural,40 to 64,Postgraduate Degree,White,85 percent or higher,Landline,0.8889,0.8696,0.7051,0.3802,0.703
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Rural,65 and older,Postgraduate Degree,White,85 percent or higher,Landline,1,0.9665,0.6642,0.2949,0.6615
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dem.,oppose,oppose,Favorable,Dem.,Favorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",Major Suburbs,40 to 64,4-year College Grad.,White,Less than 50 percent,Cell,1,0.3795,0.8161,0.8745,0.9537
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Rural,40 to 64,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9819,1.099,0.6851,1.0939
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Lib./Don't know,support,support,Favorable,Dem.,Unfavorable,30 to 44,Postgraduate Degree,Other,Female,Very likely,Independent (No party),Nonwhite,Major Suburbs,18 to 39,Postgraduate Degree,Hispanic,Less than 50 percent,Cell,1,0.1366,1.155,4.8031,1.4809
Dem,50 to 64,Some college or trade school,White,Male,White,Don't know,Rep.,support,support,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Major Suburbs,40 to 64,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9837,1.0532,0.5395,1.0483
Rep,65 and older,Grade school,White,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Major City,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.989,1.3736,0.6209,1.3675
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Minor City,40 to 64,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9696,1.1877,0.5786,1.1827
Dem,50 to 64,Graduate or Professional Degree,Black,Female,Black,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,Major City,40 to 64,Postgraduate Degree,Other Non-White,50 to 85 percent,Cell,1,0.6193,0.9306,0.7369,0.9892
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Rep.,oppose,Don't know,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Rural,65 and older,4-year College Grad.,White,50 to 85 percent,Landline,0.8889,0.7304,0.7838,0.3777,0.7958
Dem,35 to 49,Graduate or Professional Degree,Black,Female,Black,Disapp.,Dem.,support,support,Unfavorable,Dem.,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,[DO NOT READ] Refused,Nonwhite,Rio Grande/South,40 to 64,Postgraduate Degree,Other Non-White,85 percent or higher,Cell,1,0.9115,0.6774,0.4921,0.6784
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Major Suburbs,40 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.9848,0.7876,0.2635,0.7839
Rep,50 to 64,High school,White,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",Major City,40 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9843,1.3353,0.6446,1.3228
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),Nonwhite,Major Suburbs,40 to 64,Postgraduate Degree,Hispanic,85 percent or higher,Cell,1,0.9871,1.0521,0.4323,1.0473
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,White,Approve,Rep.,Don't know,Don't know,Unfavorable,Rep.,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Minor City,65 and older,Postgraduate Degree,Unknown,85 percent or higher,Landline,1,0.9876,0.7134,0.2383,0.7102
Dem,35 to 49,Some college or trade school,Black,Female,Black,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Not very likely,Democrat,Nonwhite,Major Suburbs,40 to 64,No 4-year College Degree,Other Non-White,85 percent or higher,Cell,1,0.9877,1.2039,0.7813,1.1702
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,Rep.,oppose,support,Unfavorable,Rep.,Favorable,30 to 44,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",Major Suburbs,18 to 39,No 4-year College Degree,White,Less than 50 percent,Cell,1,0.0528,1.3182,6.7365,2.4546
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Rural,65 and older,4-year College Grad.,White,85 percent or higher,Landline,1,0.9818,0.7103,0.2862,0.707
Und,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Don't know,Dem.,oppose,support,Favorable,Dem.,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,[DO NOT READ] Refused,Nonwhite,Major City,40 to 64,4-year College Grad.,Hispanic,85 percent or higher,Cell,1,0.9801,1.1457,0.4054,1.1404
