response,ager,educ,file_race,gender,race_eth,ABOLOISHICE,AFRAID,approve,ASSAULTW,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,Hispanic,Aurora,Less than 50 percent,Cell,1,0.3389,0.6126,1.098,0.7552,2018-09-13 03:02:34
Dem,35 to 49,Some college or trade school,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9961,0.7797,0.6915,0.7986,2018-09-13 03:02:43
Dem,65 and older,Bachelors' degree,Black,Female,Black,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Don't know,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,Other Non-White,Aurora,85 percent or higher,Cell,1,0.8878,1.5893,1.06,1.6443,2018-09-13 03:03:19
Rep,65 and older,Bachelors' degree,Unknown,Female,White,Oppose,agree,Approve,support,Support,agree,Reps. keep House,Don't know,Favorable,disagree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Unknown,Aurora,85 percent or higher,Cell,1,0.9865,1.2508,0.7581,1.2822,2018-09-13 03:03:55
Dem,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Rest of Araphahoe,85 percent or higher,Landline,1,0.995,0.8497,0.6154,0.8717,2018-09-13 03:04:49
Dem,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9814,0.966,0.6519,0.9903,2018-09-13 03:04:49
Dem,50 to 64,Bachelors' degree,White,Female,White,Don't know,disagree,Disapp.,support,Oppose,disagree,Don't know,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Rest of Araphahoe,50 to 85 percent,Cell,1,0.5854,1.3542,1.3538,1.4975,2018-09-13 03:06:10
Rep,50 to 64,High school,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Aurora,85 percent or higher,Cell,1,0.8737,1.44,1.4204,1.4929,2018-09-13 03:06:28
Dem,18 to 34,High school,Unknown,Male,White,Oppose,disagree,Don't know,oppose,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,18 to 29,High School Grad. or Less,Other,Male,Not at all likely,Democrat,"White, No 4-Year College Degree",White,18 to 34,Unknown,Adams,Less than 50 percent,Cell,0,0.1108,0.4944,3.3388,0.1048,2018-09-13 03:07:04
Rep,35 to 49,Some college or trade school,White,Female,White,Support,Don't know,Approve,support,Don't know,agree,Reps. keep House,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Aurora,50 to 85 percent,Cell,1,0.8023,1.2727,1.2127,1.2975,2018-09-13 03:07:13
Dem,18 to 34,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Adams,85 percent or higher,Cell,1,0.9842,0.3347,0.2924,0.3414,2018-09-13 03:07:40
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,agree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9954,0.976,0.6392,1.0013,2018-09-13 03:07:40
Dem,18 to 34,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,18 to 29,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Adams,85 percent or higher,Cell,0.8889,0.9853,0.2922,0.2738,0.2973,2018-09-13 03:08:07
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Unfavorable,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Adams,85 percent or higher,Cell,1,0.9655,0.6467,0.4971,0.6634,2018-09-13 03:09:55
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,Black,Oppose,disagree,Disapp.,support,Support,disagree,Dems. take House,Don't know,Favorable,disagree,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,Unknown,Aurora,50 to 85 percent,Cell,1,0.6115,1.3441,1.5095,1.4747,2018-09-13 03:10:22
Rep,50 to 64,Graduate or Professional Degree,White,Female,Black,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,White,Adams,85 percent or higher,Cell,1,0.973,0.6234,0.4756,0.6392,2018-09-13 03:10:49
Rep,18 to 34,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,White,Adams,Less than 50 percent,Cell,1,0.3991,0.2878,0.5643,0.3428,2018-09-13 03:12:01
Rep,65 and older,Some college or trade school,White,Female,White,Support,agree,Disapp.,support,Support,disagree,Dems. take House,Favorable,Favorable,agree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Rest of Araphahoe,85 percent or higher,Cell,0.5556,0.9891,0.9493,0.7362,0.9584,2018-09-13 03:13:04
Rep,50 to 64,High school,White,Male,White,Support,agree,Approve,support,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Adams,85 percent or higher,Cell,0.8889,0.9826,0.8425,0.7299,0.8615,2018-09-13 03:13:22
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Oppose,disagree,Approve,support,Support,disagree,Dems. take House,Favorable,Favorable,agree,18 to 29,Some College Educ.,Republican,Female,Somewhat likely,Independent (No party),Nonwhite,Nonwhite,18 to 34,Hispanic,Aurora,50 to 85 percent,Cell,0.7778,0.7602,1.0199,0.774,0.9088,2018-09-13 03:14:07
Rep,35 to 49,Bachelors' degree,White,Male,Hispanic,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,Nonwhite,Nonwhite,35 to 49,White,Adams,85 percent or higher,Cell,0.7778,0.9089,0.5128,0.4196,0.5093,2018-09-13 03:14:25
Dem,35 to 49,Some college or trade school,White,Female,White,Oppose,agree,Disapp.,support,Support,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Aurora,50 to 85 percent,Landline,0.7778,0.7416,1.2684,1.2145,1.2981,2018-09-13 03:15:01
Und,18 to 34,Bachelors' degree,White,Female,White,Don't know,agree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,18 to 29,4-year College Grad.,Republican,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Rest of Araphahoe,Less than 50 percent,Cell,0.6667,0.3648,0.5481,0.9664,0.4151,2018-09-13 03:15:28
Dem,50 to 64,Some college or trade school,White,Male,White,Oppose,disagree,Disapp.,Don't know,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Adams,Less than 50 percent,Cell,0.7778,0.2759,0.5232,1.6233,0.6068,2018-09-13 03:15:37
Dem,18 to 34,Bachelors' degree,White,Female,Black,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,White,Aurora,50 to 85 percent,Cell,1,0.5073,0.6976,1.055,0.7923,2018-09-13 03:15:37
Dem,35 to 49,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9929,0.98,0.6495,1.0051,2018-09-13 03:15:46
Dem,65 and older,High school,Black,Female,Hispanic,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,18 to 29,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,Other Non-White,Aurora,85 percent or higher,Cell,1,0.9503,1.1634,1.0893,1.1947,2018-09-13 03:15:50
Dem,35 to 49,Some college or trade school,Unknown,Male,White,Oppose,disagree,Disapp.,support,Oppose,agree,Dems. take House,Don't know,Don't know,agree,30 to 44,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,35 to 49,Unknown,Douglas,50 to 85 percent,Cell,1,0.7211,1.9861,2.3738,2.0402,2018-09-13 03:16:04
Rep,65 and older,Some college or trade school,White,Male,White,Oppose,disagree,Approve,support,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Douglas,85 percent or higher,Cell,1,0.9822,1.6611,1.2423,1.7028,2018-09-13 03:16:08
Und,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9681,0.9627,0.6117,0.9873,2018-09-13 03:16:08
Dem,18 to 34,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,18 to 29,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Rest of Araphahoe,50 to 85 percent,Cell,1,0.8274,0.7744,0.6194,0.8088,2018-09-13 03:16:26
Dem,50 to 64,Bachelors' degree,Black,Female,White,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,Other Non-White,Aurora,85 percent or higher,Cell,1,0.9798,1.398,0.9192,1.425,2018-09-13 03:16:35
Dem,35 to 49,Bachelors' degree,Unknown,Female,Hispanic,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Favorable,disagree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,Unknown,Douglas,50 to 85 percent,Cell,1,0.657,2.4963,2.4395,2.7049,2018-09-13 03:17:29
Dem,50 to 64,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Oppose,disagree,Disapp.,support,Oppose,Don't know,Don't know,Favorable,Unfavorable,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,Aurora,85 percent or higher,Cell,1,0.9825,1.0328,0.8634,1.0587,2018-09-13 03:17:29
Rep,18 to 34,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,Don't know,Reps. keep House,Don't know,Favorable,disagree,30 to 44,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9231,0.5505,0.4149,0.5588,2018-09-13 03:17:30
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9797,0.8017,0.6143,0.8219,2018-09-13 03:17:38
Dem,18 to 34,Some college or trade school,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,18 to 29,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Rest of Araphahoe,50 to 85 percent,Cell,1,0.8117,0.7004,0.7047,0.7136,2018-09-13 03:17:56
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9056,0.9183,0.7089,0.9477,2018-09-13 03:19:44
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.998,0.976,0.6376,1.002,2018-09-13 03:20:20
Dem,18 to 34,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,Don't know,Oppose,disagree,Dems. take House,Favorable,Unfavorable,agree,18 to 29,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Douglas,85 percent or higher,Landline,1,0.8679,1.1194,0.9395,1.1615,2018-09-13 03:20:29
Rep,65 and older,High school,White,Female,White,Don't know,disagree,Disapp.,oppose,Don't know,disagree,Reps. keep House,Unfavorable,Unfavorable,agree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Rest of Araphahoe,50 to 85 percent,Landline,1,0.7931,1.632,1.5923,1.7153,2018-09-13 03:20:29
Und,65 and older,Some college or trade school,White,Female,White,Support,agree,Approve,oppose,Support,disagree,Dems. take House,Don't know,Favorable,disagree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Aurora,85 percent or higher,Landline,1,0.8709,1.1015,0.8827,1.1425,2018-09-13 03:20:47
Rep,18 to 34,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,Don't know,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Aurora,50 to 85 percent,Cell,1,0.7165,1.2068,1.0477,1.2888,2018-09-13 03:20:56
Dem,50 to 64,Graduate or Professional Degree,Black,Female,White,Oppose,Don't know,Disapp.,oppose,Oppose,agree,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Postgraduate Degree,Democratic,Female,[DO NOT READ] Don't know/Refused,Democrat,"White, 4-Year College Grads",White,50 to 64,Other Non-White,Adams,Less than 50 percent,Cell,0.3333,0.3486,0.76,1.4482,0.3966,2018-09-13 03:21:05
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9983,0.9183,0.643,0.9428,2018-09-13 03:21:14
Rep,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Don't know,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Other,Male,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Douglas,85 percent or higher,Cell,1,0.983,1.5138,1.1365,1.544,2018-09-13 03:21:50
Rep,50 to 64,Bachelors' degree,White,Female,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Adams,85 percent or higher,Cell,1,0.9806,0.6631,0.4389,0.676,2018-09-13 03:22:17
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,Black,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,35 to 49,Unknown,Rest of Araphahoe,85 percent or higher,Cell,1,0.9338,0.9431,0.7464,0.9576,2018-09-13 03:23:20
Rep,65 and older,High school,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,support,Oppose,disagree,Reps. keep House,Don't know,Don't know,disagree,65 and older,High School Grad. or Less,Republican,Male,Somewhat likely,Republican,Nonwhite,Nonwhite,65 and older,Hispanic,Rest of Araphahoe,50 to 85 percent,Cell,0.7778,0.5373,2.0106,2.0353,1.6889,2018-09-13 03:23:20
Dem,50 to 64,Some college or trade school,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Republican,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Aurora,Less than 50 percent,Landline,0,0.3631,1.0171,1.9503,0.2724,2018-09-13 03:24:05
