response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,educ3,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,4-year College Grad.,White,Morris,50 to 85 percent,Cell,1,0.5902,0.9291,0.662,0.9342,2018-11-01 00:03:20
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Somerset,85 percent or higher,Cell,1,0.97,0.6646,0.2839,0.6544,2018-11-01 00:04:05
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Not at all likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,White,Somerset,Less than 50 percent,Cell,0.2222,0.4546,0.735,0.8566,0.2595,2018-11-01 00:10:37
Dem,35 to 49,Graduate or Professional Degree,Asian,Male,Asian,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,Postgraduate Degree,Non-White,Essex/Union,50 to 85 percent,Cell,1,0.5333,0.7381,0.6008,0.7971,2018-11-01 00:12:07
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Morris,50 to 85 percent,Cell,1,0.6,0.699,0.4495,0.7388,2018-11-01 00:13:19
Dem,35 to 49,Graduate or Professional Degree,Asian,Male,Asian,Disapp.,Dems. take House,Unfavorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Male,Somewhat likely,Independent (No party),Nonwhite,Nonwhite,35 to 49,Postgraduate Degree,Non-White,Essex/Union,Less than 50 percent,Cell,0.8889,0.456,0.729,0.8213,0.615,2018-11-01 00:17:32
Rep,50 to 64,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,Unknown,Somerset,85 percent or higher,Cell,1,0.9674,1.2549,0.9239,1.2356,2018-11-01 00:22:47
Und,18 to 34,High school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,18 to 29,High School Grad. or Less,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,18 to 34,No 4-year College Degree,White,Somerset,Less than 50 percent,Cell,0.7778,0.3051,1.1719,3.4668,1.1464,2018-11-01 00:24:17
Dem,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,35 to 49,No 4-year College Degree,Non-White,Somerset,85 percent or higher,Cell,1,0.9669,0.9431,0.6798,0.9213,2018-11-01 00:27:17
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,White,Essex/Union,Less than 50 percent,Cell,1,0.4158,0.992,1.3328,1.125,2018-11-01 00:28:47
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,No 4-year College Degree,White,Hunterdon/Warren,85 percent or higher,Cell,1,0.9596,1.2105,1.0289,1.1925,2018-11-01 00:30:54
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Postgraduate Degree,White,Essex/Union,85 percent or higher,Cell,1,0.9333,0.7768,0.3245,0.7671,2018-11-01 00:35:33
3,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Essex/Union,50 to 85 percent,Cell,1,0.714,1.3124,0.7371,1.2953,2018-11-01 00:36:09
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,White,Essex/Union,Less than 50 percent,Cell,1,0.4671,1.1307,1.1764,1.2527,2018-11-01 00:37:48
Rep,50 to 64,Some college or trade school,Hispanic,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,Non-White,Somerset,50 to 85 percent,Cell,1,0.8016,1.2206,1.085,1.2297,2018-11-01 00:40:21
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,White,Hunterdon/Warren,85 percent or higher,Cell,1,0.9678,0.7268,0.3737,0.7157,2018-11-01 00:40:30
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Essex/Union,Less than 50 percent,Cell,1,0.3266,1.425,3.5807,1.7001,2018-11-01 00:41:24
Dem,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Already voted,Independent (No party),Nonwhite,Nonwhite,50 to 64,4-year College Grad.,Non-White,Hunterdon/Warren,85 percent or higher,Cell,1,0.8795,1.0526,0.5907,1.0612,2018-11-01 00:42:54
Rep,65 and older,Some college or trade school,Other,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,Non-White,Hunterdon/Warren,50 to 85 percent,Cell,1,0.771,1.5959,1.5488,1.6174,2018-11-01 00:52:34
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,White,Hunterdon/Warren,50 to 85 percent,Cell,1,0.6226,1.243,0.9857,1.3052,2018-11-01 00:53:19
Rep,[DO NOT READ] Refused,Bachelors' degree,Unknown,Male,White,Approve,Don't know,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,4-year College Grad.,Unknown,Hunterdon/Warren,85 percent or higher,Cell,1,0.97,1.4488,0.6962,1.4157,2018-11-01 00:55:07
Und,65 and older,Graduate or Professional Degree,White,Male,White,Don't know,Reps. keep House,Don't know,Unfavorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Postgraduate Degree,White,Hunterdon/Warren,50 to 85 percent,Cell,1,0.8039,1.1003,0.6059,1.108,2018-11-01 00:55:25
Rep,50 to 64,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,No 4-year College Degree,White,Hunterdon/Warren,50 to 85 percent,Cell,1,0.6066,1.733,2.2334,1.8282,2018-11-01 00:56:10
Rep,50 to 64,High school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Don't know,45 to 64,High School Grad. or Less,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,35 to 49,No 4-year College Degree,Unknown,Morris,50 to 85 percent,Cell,1,0.5135,1.1328,1.6744,1.1573,2018-11-01 00:57:49
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Somerset,85 percent or higher,Cell,1,0.97,0.7353,0.2944,0.7239,2018-11-01 00:58:07
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,White,Morris,50 to 85 percent,Cell,1,0.5853,0.6,0.4526,0.6037,2018-11-01 00:59:55
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Don't know,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Somerset,50 to 85 percent,Cell,1,0.7006,0.9309,0.5251,0.958,2018-11-01 01:02:28
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,White,Morris,85 percent or higher,Cell,0.7778,0.8615,0.6213,0.3288,0.6055,2018-11-01 01:03:31
Rep,50 to 64,Graduate or Professional Degree,White,Male,Other,Approve,Don't know,Unfavorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,Postgraduate Degree,White,Hunterdon/Warren,85 percent or higher,Cell,0.8889,0.8991,0.8219,0.4284,0.8082,2018-11-01 01:03:58
