response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,FEMINISM,genballot,hdem_fav,hrep_fav,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedd,educ3,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,Pima,85 percent or higher,Cell,1,0.877,1.0376,0.7701,1.0623,2018-09-29 01:05:44
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,Pima,50 to 85 percent,Cell,1,0.6151,0.7894,0.8162,0.8549,2018-09-29 01:06:38
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Cochise,85 percent or higher,Landline,1,0.993,0.9443,0.735,0.9568,2018-09-29 01:07:14
Dem,50 to 64,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,45 to 64,Postgraduate Degree,White,Pima,85 percent or higher,Landline,1,0.9899,0.6084,0.4065,0.6163,2018-09-29 01:09:56
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,Pima,85 percent or higher,Landline,1,0.9338,0.9632,0.7099,0.9789,2018-09-29 01:10:41
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Cochise,85 percent or higher,Landline,1,0.9736,0.8713,0.6295,0.8766,2018-09-29 01:22:43
Dem,65 and older,Bachelors' degree,White,Female,White,support,Disapp.,Check,support,Dems. take House,Unfavorable,Don't know,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Pima,85 percent or higher,Landline,1,0.9981,1.0673,0.6123,1.0826,2018-09-29 01:25:34
Und,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,Pima,85 percent or higher,Landline,1,0.9868,0.9338,0.5918,0.9459,2018-09-29 01:30:49
Rep,65 and older,Graduate or Professional Degree,White,Female,Other,oppose,Approve,Support,oppose,Reps. keep House,Unfavorable,Don't know,disagree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,65 and older,Postgraduate Degree,White,Cochise,85 percent or higher,Landline,1,0.9869,0.6475,0.518,0.6558,2018-09-29 01:33:54
Rep,65 and older,High school,White,Female,White,support,Approve,Support,support,Reps. keep House,Don't know,Unfavorable,disagree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Pima,85 percent or higher,Landline,1,0.962,1.2557,0.873,1.2729,2018-09-29 01:38:24
Dem,50 to 64,Some college or trade school,White,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,agree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Independent (No party),Nonwhite,45 to 64,No 4-year College Degree,White,Cochise,50 to 85 percent,Landline,0.8889,0.7857,0.98740000000000006,0.9595,0.9772,2018-09-29 01:39:18
Und,65 and older,Some college or trade school,Unknown,Male,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Unfavorable,agree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Unknown,Pima,85 percent or higher,Landline,1,0.988,1.1097,0.7642,1.124,2018-09-29 01:40:21
Dem,35 to 49,High school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,agree,30 to 44,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 44,No 4-year College Degree,White,Pima,50 to 85 percent,Cell,0.8889,0.7177,1.1539,1.0792,1.1947,2018-09-29 01:43:39
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Favorable,Don't know,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,Pima,85 percent or higher,Landline,1,0.9794,0.6343,0.3805,0.6425,2018-09-29 01:44:06
Rep,18 to 34,Some college or trade school,Unknown,Male,Hispanic,oppose,Disapp.,Support,oppose,Dems. take House,Unfavorable,Favorable,disagree,18 to 29,Some College Educ.,Other,Male,Very likely,Democrat,Nonwhite,18 to 44,No 4-year College Degree,Unknown,Cochise,Less than 50 percent,Landline,1,0.3874,1.0421,2.6817,1.1378,2018-09-29 01:46:48
Dem,50 to 64,Some college or trade school,White,Male,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,45 to 64,No 4-year College Degree,White,Pima,85 percent or higher,Landline,1,0.9887,0.9558,0.5919,0.9682,2018-09-29 01:47:26
Und,50 to 64,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Approve,Check,oppose,Reps. keep House,Don't know,Don't know,agree,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,45 to 64,Postgraduate Degree,White,Cochise,50 to 85 percent,Landline,1,0.6378,0.6771,0.828,0.6949,2018-09-29 01:48:47
Rep,65 and older,High school,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Cochise,85 percent or higher,Landline,1,0.9863,1.0251,0.8539,1.0338,2018-09-29 01:51:11
Rep,18 to 34,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,30 to 44,Some College Educ.,Republican,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",18 to 44,No 4-year College Degree,White,Pima,85 percent or higher,Cell,1,0.8885,0.9823,0.6914,1.004,2018-09-29 01:53:00
Dem,65 and older,Bachelors' degree,White,Male,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,65 and older,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,65 and older,4-year College Grad.,White,Pima,85 percent or higher,Cell,1,0.9825,1.0158,0.5929,1.0236,2018-09-29 01:58:59
Dem,35 to 49,High school,White,Male,Other,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Favorable,agree,30 to 44,High School Grad. or Less,Democratic,Male,Very likely,Democrat,Nonwhite,18 to 44,No 4-year College Degree,White,Pima,Less than 50 percent,Landline,0.7778,0.1229,1.2567,5.6025,1.4101,2018-09-29 01:59:26
Rep,65 and older,Some college or trade school,White,Female,Other,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Don't know,disagree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),Nonwhite,65 and older,No 4-year College Degree,White,Pima,50 to 85 percent,Cell,1,0.7149,1.4039,1.4119,1.4819,2018-09-29 02:01:51
Dem,50 to 64,High school,Hispanic,Female,White,Don't know,Approve,Don't know,Don't know,Dems. take House,Don't know,Don't know,agree,45 to 64,High School Grad. or Less,Democratic,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,Non-White,Pima,85 percent or higher,Landline,0.6667,0.9913,1.1578,0.709,1.1482,2018-09-29 02:03:51
Und,18 to 34,Bachelors' degree,White,Male,White,Don't know,Don't know,Don't know,Don't know,Don't know,Unfavorable,Don't know,agree,30 to 44,4-year College Grad.,Other,Male,Not very likely,Independent (No party),"White, 4-Year College Grads",18 to 44,4-year College Grad.,White,Pima,Less than 50 percent,Cell,0,0.486,1.1685,1.6447,0.4452,2018-09-29 02:06:15
Dem,65 and older,Some college or trade school,White,Female,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,65 and older,No 4-year College Degree,White,Pima,85 percent or higher,Cell,1,0.913,1.1567,0.7971,1.16,2018-09-29 02:06:15
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,agree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 44,Postgraduate Degree,White,Pima,85 percent or higher,Cell,1,0.9361,0.5715,0.3452,0.5807,2018-09-29 02:07:36
Dem,65 and older,Some college or trade school,Hispanic,Male,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,65 and older,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,65 and older,No 4-year College Degree,Non-White,Pima,Less than 50 percent,Cell,1,0.3597,1.7626,3.4855,1.9454,2018-09-29 02:08:39
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,Pima,85 percent or higher,Cell,1,0.9971,0.9574,0.5688,0.9709,2018-09-29 02:09:33
Dem,18 to 34,Bachelors' degree,Other,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,18 to 29,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",18 to 44,4-year College Grad.,Non-White,Pima,50 to 85 percent,Landline,1,0.6312,1.1683,1.1245,1.2004,2018-09-29 02:10:54
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Pima,85 percent or higher,Landline,1,0.9933,1.2557,0.8455,1.2691,2018-09-29 02:16:27
Und,50 to 64,Grade school,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,support,Don't know,Don't know,Don't know,agree,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,45 to 64,No 4-year College Degree,White,Pima,Less than 50 percent,Cell,1,0.3041,1.4055,3.6106,1.7528,2018-09-29 02:17:12
Und,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Unfavorable,disagree,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,Pima,85 percent or higher,Cell,1,0.9181,0.8888,0.6063,0.8914,2018-09-29 02:17:54
Rep,65 and older,Some college or trade school,White,Female,Other,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Don't know,disagree,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),Nonwhite,65 and older,No 4-year College Degree,White,Pima,85 percent or higher,Landline,1,0.9842,1.2557,0.8533,1.2718,2018-09-29 02:26:54
Und,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Don't know,support,Don't know,Don't know,Don't know,agree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 44,4-year College Grad.,White,Cochise,50 to 85 percent,Cell,1,0.5853,0.8273,1.0622,0.9039,2018-09-29 02:33:15
Und,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,support,Disapp.,Check,oppose,Dems. take House,Unfavorable,Unfavorable,Don't know,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,65 and older,Postgraduate Degree,White,Pima,85 percent or higher,Cell,1,0.9379,0.7007,0.5085,0.7119,2018-09-29 02:33:15
Rep,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,oppose,Dems. take House,Unfavorable,Favorable,agree,30 to 44,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",18 to 44,4-year College Grad.,White,Pima,Less than 50 percent,Cell,0.7778,0.4174,1.2277,2.0089,1.2059,2018-09-29 02:34:00
Dem,50 to 64,High school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,45 to 64,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,Pima,50 to 85 percent,Cell,1,0.7983,1.2189,1.0667,1.2281,2018-09-29 02:34:18
Rep,50 to 64,High school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,disagree,45 to 64,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,Cochise,50 to 85 percent,Cell,1,0.5716,1.0719,1.5223,1.1131,2018-09-29 02:37:54
Rep,18 to 34,High school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,disagree,30 to 44,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 44,No 4-year College Degree,White,Pima,85 percent or higher,Cell,1,0.9704,0.9823,0.633,0.9953,2018-09-29 02:43:54
Dem,[DO NOT READ] Refused,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,agree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,Pima,85 percent or higher,Cell,1,0.9911,1.0043,0.6195,1.0142,2018-09-29 02:56:12
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,Pima,85 percent or higher,Cell,1,0.8932,0.6343,0.4172,0.6479,2018-09-29 03:01:27
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Unfavorable,Don't know,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,Cochise,85 percent or higher,Cell,1,0.9872,0.8212,0.6044,0.8318,2018-09-29 03:07:26
Rep,65 and older,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,agree,65 and older,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Pima,85 percent or higher,Cell,1,0.9915,0.7931,0.5142,0.801,2018-09-29 03:08:47
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 44,Postgraduate Degree,White,Pima,50 to 85 percent,Cell,1,0.6614,0.7232,0.6275,0.7734,2018-09-29 03:10:44
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Pima,85 percent or higher,Cell,1,0.8887,0.7306,0.497,0.7467,2018-09-29 03:17:58
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Cochise,85 percent or higher,Cell,1,0.9885,0.9756,0.8122,0.9845,2018-09-29 03:19:55
Dem,50 to 64,High school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,Pima,50 to 85 percent,Cell,1,0.8444,1.2095,0.8903,1.2447,2018-09-29 03:20:31
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Don't know,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,Pima,50 to 85 percent,Cell,1,0.6183,1.2115,1.1783,1.3109,2018-09-29 03:22:55
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,Pima,85 percent or higher,Cell,1,0.9983,0.6343,0.3733,0.6428,2018-09-29 03:23:31
