response,ager,educ,file_race,gender,race_eth,approve,GOVHR,sdem_fav,SENC,srep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,educ3,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,West,85 percent or higher,Landline,1,0.8784,0.9795,0.734,0.9598,2018-10-10 21:54:04
Und,50 to 64,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Lib./Don't know,Don't know,Rep.,Don't know,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,40 to 64,4-year College Grad.,White,East,50 to 85 percent,Landline,0.8889,0.7226,0.8735,0.517,0.8825,2018-10-10 21:54:13
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Nashville Area,50 to 85 percent,Cell,1,0.7029,0.9393,0.6006,0.971,2018-10-10 21:54:40
Dem,50 to 64,Some college or trade school,Black,Female,Black,Don't know,Dem.,Favorable,Don't know,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,40 to 64,No 4-year College Degree,Non-White,Memphis,85 percent or higher,Cell,1,0.9,1.461,0.7819,1.4561,2018-10-10 21:57:04
Und,65 and older,Bachelors' degree,White,Female,White,Don't know,Rep.,Unfavorable,Don't know,Unfavorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Nashville Area,85 percent or higher,Landline,1,0.9363,0.8325,0.4916,0.8261,2018-10-10 21:58:25
Dem,65 and older,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Rep.,Favorable,Dem.,Unfavorable,65 and older,Postgraduate Degree,Other,Female,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,65 and older,Postgraduate Degree,White,Eastern Cities,Less than 50 percent,Landline,1,0.4354,0.7127,1.4752,0.8048,2018-10-10 21:59:16
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Lib./Don't know,Unfavorable,Rep.,Favorable,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,West,50 to 85 percent,Landline,1,0.8433,0.9462,0.6822,0.9511,2018-10-10 22:05:04
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,East,85 percent or higher,Cell,1,0.9,1.0137,0.6952,1.0103,2018-10-10 22:07:10
Rep,35 to 49,High school,Unknown,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,30 to 44,High School Grad. or Less,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,Unknown,East,Less than 50 percent,Landline,1,0.3036,1.1662,3.1077,1.4208,2018-10-10 22:09:25
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Lib./Don't know,Favorable,Don't know,Unfavorable,18 to 29,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Nashville Area,50 to 85 percent,Landline,0.7778,0.8157,1.0873,0.6576,1.0309,2018-10-10 22:10:19
Rep,65 and older,High school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,East,50 to 85 percent,Cell,1,0.8392,1.0737,0.852,1.08,2018-10-10 22:11:04
Dem,35 to 49,High school,White,Female,White,Approve,Dem.,Favorable,Don't know,Don't know,45 to 64,High School Grad. or Less,Democratic,Female,Not very likely,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,East,50 to 85 percent,Cell,0.4444,0.6777,0.9987,0.8786,0.6253,2018-10-10 22:13:55
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,East,85 percent or higher,Cell,1,0.9642,0.8636,0.3838,0.8548,2018-10-10 22:15:25
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Rep.,Favorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Eastern Cities,85 percent or higher,Landline,0.8889,0.8983,0.9267,0.5381,0.9159,2018-10-10 22:16:55
Rep,65 and older,Some college or trade school,Unknown,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Unknown,West,50 to 85 percent,Cell,1,0.7829,0.9438,0.6924,0.9299,2018-10-10 22:17:49
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Rep.,Favorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,West,85 percent or higher,Cell,1,0.9604,1.0094,0.517,0.9904,2018-10-10 22:17:58
Dem,50 to 64,Some college or trade school,Black,Female,Black,Disapp.,Lib./Don't know,Favorable,Dem.,Don't know,45 to 64,Some College Educ.,Democratic,Female,Somewhat likely,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Non-White,West,85 percent or higher,Landline,0.5556,0.9611,1.0091,0.6474,0.9299,2018-10-10 22:18:35
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,West,85 percent or higher,Landline,1,0.9732,0.9541,0.6244,0.9439,2018-10-10 22:20:32
Dem,18 to 34,Some college or trade school,White,Male,White,Approve,Lib./Don't know,Favorable,Rep.,Unfavorable,30 to 44,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Eastern Cities,Less than 50 percent,Cell,1,0.2911,1.4176,4.4304,1.579,2018-10-10 22:24:17
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,West,85 percent or higher,Cell,1,0.9723,0.9541,0.6249,0.9439,2018-10-10 22:24:26
Rep,35 to 49,Bachelors' degree,Unknown,Male,White,Approve,Dem.,Unfavorable,Rep.,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,Unknown,Nashville Area,50 to 85 percent,Cell,1,0.5489,1.0882,0.7562,1.175,2018-10-10 22:25:56
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Rep.,Favorable,Dem.,Unfavorable,65 and older,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,East,85 percent or higher,Landline,1,0.9538,0.7435,0.3718,0.7292,2018-10-10 22:26:32
Und,50 to 64,Some college or trade school,Black,Male,Black,Approve,Dem.,Don't know,Dem.,Don't know,45 to 64,Some College Educ.,Other,Male,Almost certain,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Non-White,West,Less than 50 percent,Cell,1,0.3999,1.0776,1.7385,1.2381,2018-10-10 22:26:41
Dem,50 to 64,Some college or trade school,Unknown,Male,White,Approve,Rep.,Favorable,Don't know,Unfavorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Unknown,Nashville Area,85 percent or higher,Cell,0.8889,0.9858,1.0351,0.4413,1.0217,2018-10-10 22:26:59
Rep,65 and older,Some college or trade school,Black,Female,Other,Don't know,Lib./Don't know,Don't know,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,65 and older,No 4-year College Degree,Non-White,West,85 percent or higher,Cell,1,0.9593,1.0567,0.734,1.0463,2018-10-10 22:27:17
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Rep.,Favorable,Dem.,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Eastern Cities,85 percent or higher,Cell,0.8889,0.9675,0.6878,0.4575,0.678,2018-10-10 22:28:56
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,East,85 percent or higher,Cell,1,0.9547,1.0938,0.5712,1.0835,2018-10-10 22:29:59
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Nashville Area,85 percent or higher,Landline,1,0.9824,1.027,0.6507,1.0159,2018-10-10 22:30:08
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,West,85 percent or higher,Landline,1,0.8775,0.9795,0.7348,0.9793,2018-10-10 22:33:58
Rep,50 to 64,Some college or trade school,White,Male,Hispanic,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,Nonwhite,40 to 64,No 4-year College Degree,White,Memphis,Less than 50 percent,Landline,1,0.1323,1.4087,4.5234,2.0848,2018-10-10 22:39:04
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Rep.,Don't know,Rep.,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,West,50 to 85 percent,Cell,1,0.7939,1.0692,0.7147,1.0842,2018-10-10 22:46:16
Rep,18 to 34,Graduate or Professional Degree,White,Male,Other,Approve,Rep.,Unfavorable,Rep.,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,18 to 39,Postgraduate Degree,White,Nashville Area,85 percent or higher,Cell,1,0.9395,0.8838,0.4789,0.8767,2018-10-10 22:46:25
Rep,50 to 64,Graduate or Professional Degree,Black,Male,White,Approve,Rep.,Don't know,Rep.,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Non-White,Nashville Area,85 percent or higher,Cell,1,0.869,0.7813,0.4004,0.7821,2018-10-10 22:46:44
Rep,50 to 64,Graduate or Professional Degree,White,Female,Hispanic,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,or as a member of another political party,Nonwhite,40 to 64,Postgraduate Degree,White,Memphis,85 percent or higher,Landline,1,0.8741,0.8792,0.4236,0.8794,2018-10-10 22:46:53
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Nashville Area,85 percent or higher,Cell,1,0.9605,0.7386,0.3537,0.7313,2018-10-10 22:47:02
Rep,50 to 64,High school,White,Female,White,Approve,Rep.,Favorable,Rep.,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,East,85 percent or higher,Landline,1,0.923,1.0137,0.6779,1.0073,2018-10-10 22:49:44
Dem,50 to 64,Bachelors' degree,Black,Female,Black,Approve,Dem.,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,40 to 64,4-year College Grad.,Non-White,West,85 percent or higher,Cell,1,0.8571,0.7967,0.4926,0.799,2018-10-10 22:53:20
Dem,65 and older,High school,White,Male,White,Approve,Rep.,Don't know,Don't know,Unfavorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Nashville Area,85 percent or higher,Landline,1,0.9725,1.0866,0.5372,1.0751,2018-10-10 22:55:17
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Rep.,Don't know,Rep.,Don't know,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,West,85 percent or higher,Cell,1,0.9633,0.6359,0.3846,0.6294,2018-10-10 22:56:38
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Rep.,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,West,85 percent or higher,Landline,1,0.9668,0.7969,0.3485,0.7887,2018-10-10 22:57:32
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Eastern Cities,85 percent or higher,Cell,1,0.9495,1.1738,0.7501,1.1632,2018-10-10 22:57:41
Dem,18 to 34,Bachelors' degree,Black,Female,Black,Disapp.,Dem.,Favorable,Dem.,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,18 to 39,4-year College Grad.,Non-White,Memphis,50 to 85 percent,Cell,1,0.7357,1.4619,0.9821,1.4467,2018-10-10 22:57:41
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,East,85 percent or higher,Landline,1,0.9894,0.6711,0.3876,0.6639,2018-10-10 22:57:50
Dem,50 to 64,Some college or trade school,White,Female,White,Don't know,Rep.,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,West,50 to 85 percent,Landline,1,0.7836,0.9216,0.6918,0.9364,2018-10-10 22:59:56
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dem.,Favorable,Dem.,Favorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Unknown,West,85 percent or higher,Cell,1,0.9676,0.5634,0.2656,0.5576,2018-10-10 23:00:32
Dem,65 and older,High school,Black,Female,Black,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,No 4-year College Degree,Non-White,West,85 percent or higher,Landline,1,0.9547,1.0567,0.7376,1.0467,2018-10-10 23:02:59
Dem,50 to 64,Graduate or Professional Degree,Black,Female,Black,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),Nonwhite,40 to 64,Postgraduate Degree,Non-White,Nashville Area,85 percent or higher,Landline,1,0.9807,0.7052,0.3836,0.6937,2018-10-10 23:04:47
Und,50 to 64,Some college or trade school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Unfavorable,45 to 64,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,East,Less than 50 percent,Cell,0.8889,0.1995,0.9771,3.7891,1.0825,2018-10-10 23:05:05
Rep,35 to 49,Some college or trade school,White,Female,Black,Approve,Rep.,Unfavorable,Rep.,Favorable,30 to 44,Some College Educ.,Republican,Female,Not at all likely,Republican,Nonwhite,18 to 39,No 4-year College Degree,White,East,50 to 85 percent,Landline,1,0.8454,1.2847,1.12,1.0567,2018-10-10 23:06:17
Und,65 and older,High school,White,Female,White,Disapp.,Dem.,Don't know,Dem.,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,West,85 percent or higher,Landline,1,0.9476,0.9541,0.6412,0.9353,2018-10-10 23:07:56
Und,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Approve,Rep.,Don't know,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Nashville Area,85 percent or higher,Cell,1,0.9557,1.0545,0.7098,1.0444,2018-10-10 23:08:23
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Eastern Cities,85 percent or higher,Landline,1,0.9724,1.0595,0.7921,1.0409,2018-10-10 23:12:08
Dem,65 and older,High school,White,Female,White,Don't know,Dem.,Don't know,Dem.,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,West,85 percent or higher,Landline,1,0.9281,0.9541,0.6547,0.9475,2018-10-10 23:15:26
Dem,65 and older,High school,White,Female,White,Disapp.,Rep.,Don't know,Dem.,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,East,85 percent or higher,Landline,1,0.9168,1.0338,0.7279,1.0281,2018-10-10 23:18:57
