response,ager,educ,file_race,gender,race_eth,approve,ASSAULTW,ENGLISH,genballot,hdem_fav,hrep_fav,LIFECHANGE,OPIOID,REVERSERACIS,STRANGER,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_party_model,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Favorable,Favorable,agree,no,disagree,disagree,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Maybe Trump,White,Less educ. Trump,85 percent or higher,Landline,0.7778,0.9223,1.1787,0.9525,1.1809,2018-09-10 20:30:48
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,agree,18 to 29,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,Probably Clinton,White,Well-educ. Clinton,50 to 85 percent,Cell,1,0.7148,0.8344,0.8657,0.897,2018-09-10 20:25:06
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Favorable,disagree,no,disagree,agree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Most Clinton,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9977,0.5568,0.4014,0.5751,2018-09-10 20:30:57
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,support,agree,Dems. take House,Unfavorable,Favorable,agree,no,agree,agree,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Probably Clinton,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9711,0.7051,0.5703,0.7275,2018-09-10 20:20:27
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Probably Clinton,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9632,0.9811,0.7919,1.0128,2018-09-10 20:26:09
Rep,50 to 64,Bachelors' degree,White,Female,Other,Approve,oppose,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,disagree,18 to 29,4-year College Grad.,Other,Male,Almost certain,Republican,Nonwhite,Nonwhite,18 to 34,Probably Clinton,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9784,0.8915,0.641,0.9197,2018-09-10 20:26:09
Dem,18 to 34,[DO NOT READ] Refused,Hispanic,Male,Hispanic,Disapp.,oppose,disagree,Dems. take House,Favorable,Don't know,disagree,no,agree,agree,45 to 64,[DO NOT READ] Don't know/Refused,Other,Male,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,Maybe Trump,Non-White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9008,1.2153,1.0802,1.2629,2018-09-10 20:24:39
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,oppose,disagree,Don't know,Favorable,Unfavorable,Don't know,no,disagree,disagree,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Probably Clinton,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9825,0.7051,0.5637,0.7273,2018-09-10 20:23:36
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,agree,Don't know,Don't know,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Other,Female,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,Probably Clinton,White,Less-educ. Clinton,50 to 85 percent,Cell,0.4444,0.7461,0.7901,0.9679,0.5852,2018-09-10 20:28:15
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,agree,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Maybe Trump,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.9146,1.0193,0.8898,1.0574,2018-09-10 20:28:33
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,Most Clinton,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9736,0.6986,0.5127,0.7208,2018-09-10 20:20:54
Dem,50 to 64,Graduate or Professional Degree,White,Female,Black,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,yes,disagree,disagree,45 to 64,Postgraduate Degree,Other,Female,Very likely,Democrat,Nonwhite,Nonwhite,50 to 64,Maybe Trump,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9877,1.4129,1.1157,1.4517,2018-09-10 20:24:57
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,no,disagree,disagree,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,Probably Clinton,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.9958,0.7038,0.6205,0.7267,2018-09-10 20:31:06
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,disagree,disagree,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Maybe Trump,White,Well-educ. Trump,85 percent or higher,Landline,1,0.9628,0.6967,0.5309,0.7192,2018-09-10 20:18:03
Rep,18 to 34,Some college or trade school,White,Female,White,Disapp.,support,disagree,Reps. keep House,Favorable,Favorable,disagree,yes,agree,agree,18 to 29,Some College Educ.,Other,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",White,18 to 34,Probably Clinton,White,Well-educ. Clinton,Less than 50 percent,Cell,0.3333,0.485,1.202,2.2922,0.7604,2018-09-10 20:22:51
Dem,65 and older,High school,Unknown,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,disagree,65 and older,High School Grad. or Less,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,Probably Clinton,Unknown,Less-educ. Clinton,85 percent or higher,Landline,1,0.993,0.8166,0.714,0.8427,2018-09-10 20:21:39
Rep,35 to 49,Graduate or Professional Degree,Asian,Female,Hispanic,Disapp.,support,disagree,Reps. keep House,Favorable,Favorable,agree,no,agree,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,Most Clinton,Non-White,Well-educ. Clinton,50 to 85 percent,Cell,1,0.5745,0.762,1.004,0.8508,2018-09-10 20:20:09
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,disagree,no,disagree,disagree,45 to 64,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Probably Clinton,White,Well-educ. Clinton,85 percent or higher,Landline,0.2222,0.966,1.1924,1.1408,1.1028,2018-09-10 20:22:51
Und,18 to 34,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Disapp.,oppose,disagree,Don't know,Don't know,Don't know,Don't know,no,disagree,disagree,18 to 29,4-year College Grad.,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,18 to 34,Maybe Trump,White,Well-educ. Trump,50 to 85 percent,Cell,0.7778,0.8385,0.8193,0.6486,0.8377,2018-09-10 20:20:36
Rep,65 and older,Some college or trade school,White,Female,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,agree,yes,agree,disagree,65 and older,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Probably Clinton,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9747,0.8672,0.786,0.8947,2018-09-10 20:29:00
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,disagree,no,disagree,disagree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Maybe Trump,White,Well-educ. Trump,50 to 85 percent,Cell,1,0.6543,0.9531,1.0613,1.04,2018-09-10 20:18:48
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Reps. keep House,Don't know,Favorable,disagree,no,agree,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Probably Trump,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.8996,1.32,1.1252,1.3721,2018-09-10 20:28:06
Rep,50 to 64,Grade school,White,Male,Hispanic,Approve,support,disagree,Reps. keep House,Don't know,Don't know,disagree,yes,disagree,agree,45 to 64,High School Grad. or Less,Republican,Male,Somewhat likely,Republican,Nonwhite,Nonwhite,50 to 64,Probably Trump,White,Less educ. Trump,85 percent or higher,Cell,0.7778,0.8792,1.8989,2.0097,1.7821,2018-09-10 20:22:06
Dem,50 to 64,Bachelors' degree,Black,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Most Clinton,Non-White,Less-educ. Clinton,85 percent or higher,Cell,1,0.987,0.7653,0.5371,0.7895,2018-09-10 20:25:51
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Don't know,agree,yes,agree,disagree,18 to 29,Postgraduate Degree,Other,Male,Very likely,Republican,"White, 4-Year College Grads",White,18 to 34,Maybe Trump,White,Well-educ. Clinton,50 to 85 percent,Cell,0.4444,0.5494,0.9691,1.2498,0.8307,2018-09-10 20:23:45
Und,35 to 49,High school,Asian,Female,Asian,Disapp.,oppose,agree,Dems. take House,Don't know,Don't know,agree,no,agree,agree,30 to 44,High School Grad. or Less,Democratic,Female,Not very likely,Democrat,Nonwhite,Nonwhite,35 to 49,Most Clinton,Non-White,Less-educ. Clinton,50 to 85 percent,Cell,0.5556,0.6154,1.0597,1.5762,0.7065,2018-09-10 20:29:09
Rep,50 to 64,Bachelors' degree,Unknown,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Favorable,agree,no,agree,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Probably Trump,Unknown,Well-educ. Trump,85 percent or higher,Cell,1,0.9666,0.9293,0.6315,0.9592,2018-09-10 20:22:51
Dem,65 and older,Graduate or Professional Degree,Asian,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,Most Clinton,Non-White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9991,0.55,0.3853,0.5685,2018-09-10 20:28:06
Rep,18 to 34,High school,Other,Female,Black,Approve,support,disagree,Reps. keep House,Don't know,Don't know,disagree,no,agree,disagree,18 to 29,High School Grad. or Less,Other,Male,Not at all likely,Independent (No party),Nonwhite,Nonwhite,18 to 34,Probably Clinton,Non-White,Well-educ. Clinton,50 to 85 percent,Cell,1,0.6588,1.1256,1.51,0.8636,2018-09-10 20:29:18
Dem,35 to 49,Some college or trade school,Other,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,disagree,no,agree,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,Probably Trump,Non-White,Less educ. Trump,85 percent or higher,Cell,1,0.9232,1.4495,1.2887,1.5021,2018-09-10 20:23:09
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Unfavorable,Unfavorable,agree,no,disagree,disagree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Maybe Trump,White,Well-educ. Trump,85 percent or higher,Cell,1,0.8685,1.0313,0.8937,1.0768,2018-09-10 20:18:48
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,support,disagree,Reps. keep House,Favorable,Favorable,agree,no,Don't know,disagree,30 to 44,Postgraduate Degree,Other,Female,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,Probably Clinton,White,Less educ. Trump,50 to 85 percent,Cell,1,0.8012,0.8149,0.8257,0.836,2018-09-10 20:27:57
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,yes,disagree,disagree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,Most Clinton,White,Well-educ. Clinton,50 to 85 percent,Cell,1,0.6572,0.6631,0.715,0.723,2018-09-10 20:29:54
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,Approve,support,Don't know,Reps. keep House,Don't know,Unfavorable,agree,no,agree,disagree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Maybe Trump,Unknown,Less educ. Trump,50 to 85 percent,Cell,1,0.5867,1.2331,1.4094,1.3716,2018-09-10 20:19:15
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,yes,disagree,disagree,18 to 29,4-year College Grad.,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 34,Probably Clinton,White,Well-educ. Clinton,50 to 85 percent,Cell,0.7778,0.7214,0.8344,0.8578,0.8211,2018-09-10 20:17:18
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Favorable,disagree,yes,disagree,agree,45 to 64,4-year College Grad.,Other,Male,Not very likely,Republican,"White, 4-Year College Grads",White,50 to 64,Maybe Trump,White,Well-educ. Clinton,50 to 85 percent,Cell,0.2222,0.6253,1.6279,1.8713,0.8737,2018-09-10 20:19:06
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,agree,no,disagree,disagree,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,Probably Clinton,White,Less educ. Trump,85 percent or higher,Cell,1,0.8972,1.0011,1.0284,1.0409,2018-09-10 20:21:57
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,yes,disagree,disagree,45 to 64,Some College Educ.,Other,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,50 to 64,Maybe Trump,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.8631,1.4015,1.3564,1.4646,2018-09-10 20:27:39
Rep,18 to 34,Some college or trade school,Asian,Male,White,Approve,oppose,agree,Reps. keep House,Don't know,Don't know,agree,no,agree,disagree,18 to 29,Some College Educ.,Democratic,Male,Very likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,18 to 34,Most Clinton,Non-White,Less-educ. Clinton,Less than 50 percent,Cell,1,0.3997,0.7611,1.5595,0.8425,2018-09-10 20:28:24
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,oppose,disagree,Dems. take House,Unfavorable,Unfavorable,agree,no,disagree,agree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Probably Trump,White,Less educ. Trump,50 to 85 percent,Cell,1,0.5049,0.765,1.0985,0.875,2018-09-10 20:26:36
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,agree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Probably Trump,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.8643,1.4211,1.2365,1.4847,2018-09-10 20:23:36
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,yes,disagree,agree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,Most Clinton,White,Less-educ. Clinton,50 to 85 percent,Cell,1,0.5546,0.77,1.2071,0.8654,2018-09-10 20:21:12
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,agree,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Probably Trump,White,Less educ. Trump,85 percent or higher,Landline,1,0.993,1.3817,1.0131,1.4259,2018-09-10 20:24:12
Rep,65 and older,Some college or trade school,Unknown,Male,White,Approve,support,agree,Reps. keep House,Don't know,Favorable,agree,no,disagree,disagree,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Probably Trump,Unknown,Well-educ. Trump,85 percent or higher,Landline,1,0.9946,0.6667,0.4972,0.6882,2018-09-10 20:25:15
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Favorable,agree,no,disagree,disagree,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,Maybe Trump,White,Well-educ. Clinton,50 to 85 percent,Cell,1,0.7198,1.7288,1.9999,1.8566,2018-09-10 20:24:48
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,oppose,disagree,Don't know,Unfavorable,Unfavorable,agree,no,agree,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,50 to 64,Maybe Trump,White,Well-educ. Trump,50 to 85 percent,Landline,0.6667,0.7487,1.0889,1.2152,1.0968,2018-09-10 20:25:24
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,no,disagree,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Probably Clinton,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.889,0.9811,0.858,1.0212,2018-09-10 20:30:12
