response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,SCAPP,SCKAV,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedc,file_race_unkother,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Approve,disagree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 39,White,Bangor Area,Less than 50 percent,Cell,1,0.2104,1.5255,5.0486,2.0696,2018-10-18 23:31:05
Und,65 and older,Some college or trade school,White,Male,White,Disapp.,Reps. keep House,Don't know,Don't know,Approve,agree,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Auburn/Lewiston,85 percent or higher,Landline,1,0.8791,0.6018,0.4796,0.6163,2018-10-18 23:33:04
Rep,18 to 34,Some college or trade school,White,Male,White,Don't know,Reps. keep House,Favorable,Favorable,Approve,agree,18 to 29,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 39,White,Bangor Area,Less than 50 percent,Landline,1,0.3116,1.3336,3.2927,1.6551,2018-10-18 23:33:49
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Approve,agree,30 to 44,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,18 to 39,White,Auburn/Lewiston,85 percent or higher,Cell,1,0.8754,1.3457,1.0569,1.3788,2018-10-18 23:58:42
Rep,65 and older,High school,Unknown,Male,White,Approve,Reps. keep House,Don't know,Favorable,Approve,agree,65 and older,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Unknown/Non-White,Bangor Area,85 percent or higher,Cell,1,0.9482,1.0094,0.9502,1.0248,2018-10-19 00:09:07
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Don't know,Unfavorable,Favorable,Approve,agree,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,North,85 percent or higher,Landline,1,0.9174,0.4929,0.361,0.5021,2018-10-19 00:53:37
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,Approve,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 39,White,North,85 percent or higher,Cell,0.8889,0.9098,1.1941,0.747,1.2081,2018-10-19 00:56:10
Rep,65 and older,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Approve,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Unknown/Non-White,North,85 percent or higher,Landline,1,0.9362,0.5371,0.3273,0.546,2018-10-19 00:57:40
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,Approve,agree,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,40 to 64,White,Bangor Area,50 to 85 percent,Cell,1,0.7815,1.6101,1.7347,1.6766,2018-10-19 00:57:58
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,Approve,agree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,40 to 64,White,Auburn/Lewiston,85 percent or higher,Landline,1,0.9359,0.6709,0.424,0.682,2018-10-19 01:02:37
