response,ager,educ,file_race,gender,race_eth,ACHA,APPKAV,approve,genballot,hdem_fav,HEALTH,hrep_fav,SINGLEPAY,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,"Omaha, Clinton",85 percent or higher,Cell,0,0.987,1.1185,0.7177,1.1031,2018-09-25 23:39:47
Rep,35 to 49,Some college or trade school,White,Female,White,Support,Don't know,Approve,Reps. keep House,Don't know,Yes,Don't know,Oppose,30 to 44,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Rest of Douglas,Less than 50 percent,Cell,0.6667,0.4194,1.0298,1.9493,0.9643,2018-09-25 23:40:23
Rep,35 to 49,Some college or trade school,White,Female,White,Oppose,support,Approve,Reps. keep House,Don't know,Yes,Don't know,Oppose,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,35 to 49,White,"Omaha, Trump",Less than 50 percent,Cell,1,0.3538,0.9663,2.1509,1.0763,2018-09-25 23:40:41
Rep,65 and older,High school,White,Female,Hispanic,Oppose,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,Nonwhite,Nonwhite,65 and older,White,"Omaha, Trump",85 percent or higher,Landline,1,0.9194,1.3249,1.2397,1.3577,2018-09-25 23:40:41
Rep,50 to 64,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Favorable,Yes,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Sarpy,50 to 85 percent,Cell,1,0.7076,1.0655,0.9798,1.0903,2018-09-25 23:41:19
Rep,65 and older,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,"Omaha, Trump",85 percent or higher,Cell,1,0.9412,1.0896,0.7635,1.1007,2018-09-25 23:43:50
Dem,65 and older,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,"Omaha, Trump",85 percent or higher,Cell,1,0.9724,0.9892,0.4875,1.0088,2018-09-25 23:43:59
Und,65 and older,High school,White,Male,White,Don't know,oppose,Disapp.,Don't know,Favorable,No,Favorable,Oppose,65 and older,High School Grad. or Less,Democratic,Male,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Sarpy,85 percent or higher,Landline,0.4444,0.9677,1.1815,0.9198,1.1172,2018-09-25 23:44:19
Und,65 and older,High school,White,Female,White,Support,oppose,Approve,Don't know,Don't know,No,Don't know,Oppose,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,"Omaha, Clinton",Less than 50 percent,Cell,1,0.4288,1.0476,1.9599,1.1351,2018-09-25 23:45:57
Rep,50 to 64,Some college or trade school,White,Male,White,Support,Don't know,Approve,Reps. keep House,Don't know,Yes,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Sarpy,Less than 50 percent,Cell,1,0.316,0.979,2.2852,1.2187,2018-09-25 23:46:34
Rep,18 to 34,Some college or trade school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Unfavorable,No,Favorable,Oppose,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,"Omaha, Trump",50 to 85 percent,Cell,0.8889,0.6169,0.9401,0.983,0.9996,2018-09-25 23:46:51
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,"Omaha, Trump",85 percent or higher,Cell,1,0.9401,0.7561,0.4096,0.7731,2018-09-25 23:49:07
Dem,18 to 34,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Unfavorable,Support,30 to 44,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,"Omaha, Trump",50 to 85 percent,Cell,1,0.5586,0.9493,1.1107,1.0531,2018-09-25 23:50:00
Dem,35 to 49,Some college or trade school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,"Omaha, Clinton",85 percent or higher,Cell,1,0.9297,0.9845,0.6269,1.0076,2018-09-25 23:51:03
Dem,65 and older,Some college or trade school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,"Omaha, Trump",85 percent or higher,Landline,1,0.9951,0.9337,0.5333,0.9526,2018-09-25 23:52:07
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,"Omaha, Trump",85 percent or higher,Landline,1,0.9594,0.8591,0.4878,0.8768,2018-09-25 23:52:15
Rep,50 to 64,Some college or trade school,White,Male,White,Oppose,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,"Omaha, Trump",50 to 85 percent,Cell,1,0.583,1.1103,1.0271,1.222,2018-09-25 23:53:36
Dem,50 to 64,Some college or trade school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,"Omaha, Trump",85 percent or higher,Landline,1,0.9949,0.9681,0.5417,0.9877,2018-09-25 23:53:54
Und,18 to 34,Graduate or Professional Degree,White,Female,White,Support,Don't know,Disapp.,Dems. take House,Don't know,No,Don't know,Oppose,30 to 44,Postgraduate Degree,Other,Female,Somewhat likely,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Sarpy,50 to 85 percent,Cell,0.4444,0.8291,0.7513,0.5074,0.6188,2018-09-25 23:54:57
Dem,50 to 64,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,"Omaha, Clinton",85 percent or higher,Cell,1,0.997,0.9069,0.4262,0.9257,2018-09-25 23:56:46
Rep,35 to 49,Bachelors' degree,White,Female,White,Support,oppose,Disapp.,Dems. take House,Unfavorable,Yes,Favorable,Oppose,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,White,"Omaha, Trump",85 percent or higher,Cell,0.8889,0.9082,0.941,0.5372,0.9403,2018-09-25 23:57:39
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Support,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,"Omaha, Trump",85 percent or higher,Cell,1,0.9905,0.9276,0.5114,0.9459,2018-09-25 23:58:07
Dem,35 to 49,Bachelors' degree,Unknown,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Unknown,Sarpy,85 percent or higher,Cell,0.8889,0.9034,0.799,0.4862,0.8137,2018-09-25 23:59:46
Und,65 and older,High school,White,Female,Hispanic,Oppose,Don't know,Disapp.,Dems. take House,Don't know,Yes,Don't know,Support,65 and older,High School Grad. or Less,Republican,Female,Not at all likely,Republican,Nonwhite,Nonwhite,65 and older,White,Sarpy,85 percent or higher,Landline,0,0.9215,1.2316,1.1896,0.7961,2018-09-26 00:01:40
Und,50 to 64,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Unfavorable,Oppose,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,"Omaha, Trump",50 to 85 percent,Landline,0.7778,0.7594,0.9917,0.7171,0.9659,2018-09-26 00:01:40
Und,65 and older,High school,White,Female,White,Don't know,support,Disapp.,Dems. take House,Don't know,No,Don't know,Support,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Sarpy,85 percent or higher,Cell,0.4444,0.989,1.0554,0.8186,1.0554,2018-09-26 00:03:46
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Sarpy,85 percent or higher,Cell,1,0.9837,0.8203,0.5098,0.8364,2018-09-26 00:03:49
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Don't know,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,"Omaha, Trump",85 percent or higher,Landline,1,0.9963,0.8241,0.3814,0.841,2018-09-26 00:05:28
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,"Omaha, Trump",85 percent or higher,Cell,1,0.9938,0.9617,0.5178,0.9786,2018-09-26 00:06:28
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Sarpy,85 percent or higher,Cell,1,0.9293,0.7753,0.4995,0.7936,2018-09-26 00:06:37
Dem,50 to 64,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,"Omaha, Clinton",85 percent or higher,Cell,1,0.9956,0.9069,0.4268,0.9254,2018-09-26 00:08:25
Und,35 to 49,Bachelors' degree,White,Male,White,Oppose,support,Approve,Reps. keep House,Favorable,Yes,Favorable,Oppose,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Rest of Douglas,85 percent or higher,Landline,1,0.8526,1.2693,0.7604,1.2831,2018-09-26 00:09:10
Dem,18 to 34,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,18 to 29,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,"Omaha, Trump",85 percent or higher,Cell,1,0.9545,1.1099,0.6465,1.1332,2018-09-26 00:10:22
Dem,35 to 49,Some college or trade school,White,Female,White,Oppose,oppose,Don't know,Dems. take House,Favorable,No,Don't know,Support,45 to 64,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,"Omaha, Clinton",Less than 50 percent,Cell,0.7778,0.3073,1.071,2.6426,1.0846,2018-09-26 00:10:22
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,"Omaha, Clinton",85 percent or higher,Cell,1,0.9984,0.7486,0.3743,0.7645,2018-09-26 00:12:04
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,"Omaha, Trump",85 percent or higher,Landline,1,0.9947,0.9733,0.657,0.993,2018-09-26 00:12:37
Dem,50 to 64,Bachelors' degree,White,Male,White,Don't know,Don't know,Disapp.,Dems. take House,Don't know,Yes,Don't know,Oppose,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,"Omaha, Trump",85 percent or higher,Cell,0.6667,0.9867,1.0256,0.4879,1.0316,2018-09-26 00:14:01
Rep,65 and older,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Support,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,"Omaha, Trump",50 to 85 percent,Landline,0.7778,0.8189,0.98740000000000006,0.7882,0.9652,2018-09-26 00:14:46
Rep,50 to 64,High school,White,Female,White,Oppose,Don't know,Disapp.,Dems. take House,Unfavorable,No,Unfavorable,Oppose,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,"Omaha, Trump",50 to 85 percent,Cell,1,0.7659,1.3936,1.4928,1.4646,2018-09-26 00:17:21
Rep,50 to 64,High school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Support,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,"Omaha, Trump",Less than 50 percent,Landline,1,0.4354,1.2805,2.7355,1.4903,2018-09-26 00:17:30
Rep,65 and older,Graduate or Professional Degree,Hispanic,Female,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Don't know,65 and older,Postgraduate Degree,Republican,Female,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",White,65 and older,Non-White,Rest of Douglas,Less than 50 percent,Cell,1,0.2759,1.0304,2.5814,1.3218,2018-09-26 00:18:15
Rep,18 to 34,Graduate or Professional Degree,White,Female,White,Support,support,Disapp.,Reps. keep House,Unfavorable,No,Favorable,Support,30 to 44,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Sarpy,Less than 50 percent,Cell,0.7778,0.454,0.6903,0.9653,0.679,2018-09-26 00:21:15
Und,[DO NOT READ] Refused,Bachelors' degree,White,Male,Hispanic,Support,support,Approve,Dems. take House,Don't know,No,Don't know,Support,30 to 44,4-year College Grad.,Other,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,35 to 49,White,Rest of Douglas,85 percent or higher,Cell,0,0.8806,1.2693,0.7362,1.063,2018-09-26 00:21:51
Dem,18 to 34,Some college or trade school,White,Female,White,Oppose,Don't know,Disapp.,Dems. take House,Unfavorable,Don't know,Unfavorable,Support,30 to 44,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,"Omaha, Clinton",Less than 50 percent,Cell,1,0.369,0.8636,1.7001,1.0399,2018-09-26 00:24:24
Rep,65 and older,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,"Omaha, Trump",85 percent or higher,Cell,1,0.9642,0.9733,0.6778,0.9931,2018-09-26 00:27:42
Rep,65 and older,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,"Omaha, Trump",85 percent or higher,Cell,1,0.9808,1.0896,0.7327,1.111,2018-09-26 00:30:06
Rep,50 to 64,High school,White,Male,White,Oppose,support,Approve,Reps. keep House,Don't know,No,Don't know,Don't know,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,"Omaha, Trump",50 to 85 percent,Cell,1,0.7211,1.5601,1.7433,1.6554,2018-09-26 00:30:50
Rep,65 and older,High school,White,Male,Other,Support,support,Disapp.,Reps. keep House,Favorable,Yes,Favorable,Oppose,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,Nonwhite,Nonwhite,65 and older,White,Sarpy,85 percent or higher,Landline,1,0.9854,1.3788,1.2233,1.3995,2018-09-26 00:32:21
Und,65 and older,Some college or trade school,Unknown,Female,White,Oppose,Don't know,Approve,Don't know,Don't know,No,Don't know,Don't know,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Unknown,"Omaha, Trump",50 to 85 percent,Landline,1,0.5455,0.7804,0.8368,0.8695,2018-09-26 00:33:15
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,"Omaha, Clinton",85 percent or higher,Cell,1,0.9411,0.9636,0.674,0.9851,2018-09-26 00:33:50
Rep,35 to 49,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Sarpy,85 percent or higher,Cell,1,0.9062,1.0789,0.8631,1.1074,2018-09-26 00:34:45
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Support,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,"Omaha, Clinton",85 percent or higher,Landline,1,0.9974,0.9334,0.5283,0.9529,2018-09-26 00:34:54
