response,ager,educ,file_race,gender,race_eth,approve,COLLUDE,CRIMES,DEMIMPEACH,genballot,hdem_fav,hrep_fav,MUELLER,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedb,file_race_black,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,65 and older,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",Chesterfield,65 and older,White,50 to 85 percent,Cell,1,0.835,1.0523,0.4822,1.0906,2018-09-12 22:13:29
Dem,35 to 49,Bachelors' degree,Black,Female,Black,Disapp.,disagree,agree,disagree,Dems. take House,Favorable,Unfavorable,Support,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Chesterfield,35 to 49,Black,85 percent or higher,Cell,1,0.9245,0.7295,0.5056,0.7463,2018-09-12 22:14:32
Rep,50 to 64,Bachelors' degree,White,Male,White,Disapp.,disagree,disagree,disagree,Dems. take House,Favorable,Favorable,Support,45 to 64,4-year College Grad.,Republican,Male,Somewhat likely,Republican,"White, 4-Year College Grads",Henrico,50 to 64,White,85 percent or higher,Cell,0.5556,0.9838,0.6667,0.2218,0.6526,2018-09-12 22:03:53
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,disagree,agree,agree,Don't know,Favorable,Unfavorable,Support,30 to 44,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",Chesterfield,18 to 34,White,50 to 85 percent,Cell,0.8889,0.777,1.178,0.8197,1.1725,2018-09-12 22:08:14
Dem,50 to 64,Graduate or Professional Degree,White,Female,Other,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Rest,50 to 64,White,85 percent or higher,Cell,1,0.9358,0.6474,0.3848,0.6614,2018-09-12 22:26:14
Dem,35 to 49,Some college or trade school,Black,Female,Black,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,30 to 44,Some College Educ.,Democratic,Female,Very likely,Independent (No party),Nonwhite,Chesterfield,35 to 49,Black,85 percent or higher,Cell,1,0.9177,0.9584,0.7646,0.9666,2018-09-12 22:40:05
Rep,50 to 64,Graduate or Professional Degree,Black,Female,Hispanic,Disapp.,agree,agree,disagree,Reps. keep House,Favorable,Favorable,Oppose,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Republican,Nonwhite,Henrico,50 to 64,Black,Less than 50 percent,Cell,1,0.4709,0.9218,1.1964,1.0553,2018-09-12 22:59:43
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,agree,disagree,agree,Reps. keep House,Favorable,Favorable,Oppose,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Henrico,50 to 64,White,50 to 85 percent,Cell,0.8889,0.8263,0.5324,0.2149,0.5457,2018-09-12 23:06:17
Und,18 to 34,Bachelors' degree,Hispanic,Female,Asian,Disapp.,Don't know,agree,agree,Dems. take House,Don't know,Don't know,Support,30 to 44,4-year College Grad.,Republican,Female,Very likely,Democrat,Nonwhite,Rest,18 to 34,Other Non-White,50 to 85 percent,Cell,0.7778,0.687,1.5082,1.564,1.4645,2018-09-12 23:06:44
Dem,35 to 49,High school,White,Male,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Favorable,Support,30 to 44,High School Grad. or Less,Democratic,Male,Not at all likely,Democrat,"White, No 4-Year College Degree",Chesterfield,35 to 49,White,50 to 85 percent,Cell,0.4444,0.6553,1.6767,1.887,0.9049,2018-09-12 23:09:17
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,agree,disagree,disagree,Reps. keep House,Don't know,Favorable,Oppose,65 and older,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",Henrico,65 and older,White,85 percent or higher,Cell,0.7778,0.9581,0.5521,0.1704,0.5507,2018-09-12 23:23:20
Dem,50 to 64,Some college or trade school,Unknown,Female,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Henrico,50 to 64,Unknown,50 to 85 percent,Cell,1,0.6428,0.7944,0.4561,0.8585,2018-09-12 23:24:14
Dem,35 to 49,Some college or trade school,Black,Female,Black,Disapp.,agree,agree,agree,Dems. take House,Favorable,Don't know,Oppose,30 to 44,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,Rest,35 to 49,Black,85 percent or higher,Cell,1,0.9143,0.9868,0.7886,0.9952,2018-09-12 23:42:51
Und,35 to 49,High school,White,Male,White,Approve,agree,Don't know,disagree,Don't know,Don't know,Don't know,Support,30 to 44,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Chesterfield,35 to 49,White,Less than 50 percent,Cell,1,0.4619,2.556,6.0491,2.9372,2018-09-12 23:34:45
Rep,50 to 64,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,agree,disagree,disagree,Reps. keep House,Unfavorable,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,Rest,50 to 64,White,85 percent or higher,Cell,1,0.9748,0.8926,0.359,0.9093,2018-09-12 23:43:36
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,disagree,agree,disagree,Don't know,Don't know,Unfavorable,Support,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Henrico,50 to 64,White,50 to 85 percent,Cell,0.7778,0.8454,0.9944,0.476,1.0036,2018-09-12 23:47:31
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",Henrico,35 to 49,White,85 percent or higher,Cell,1,0.9687,0.6489,0.3304,0.6562,2018-09-12 23:48:07
Und,65 and older,Graduate or Professional Degree,White,Male,White,Don't know,disagree,disagree,Don't know,Don't know,Don't know,Don't know,Don't know,65 and older,Postgraduate Degree,Republican,Male,Not at all likely,Independent (No party),"White, 4-Year College Grads",Chesterfield,65 and older,White,50 to 85 percent,Cell,0,0.7364,0.6502,0.2588,0.2791,2018-09-13 00:01:19
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Henrico,65 and older,White,85 percent or higher,Cell,1,0.8694,0.454,0.1776,0.468,2018-09-13 00:13:08
Dem,35 to 49,Bachelors' degree,Hispanic,Female,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Henrico,35 to 49,Other Non-White,50 to 85 percent,Cell,1,0.5576,0.6092,0.5112,0.6753,2018-09-13 00:04:17
Dem,65 and older,Bachelors' degree,Black,Female,Black,Disapp.,disagree,agree,agree,Dems. take House,Don't know,Don't know,Support,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,Nonwhite,Chesterfield,50 to 64,Black,50 to 85 percent,Cell,1,0.7351,1.5475,1.1825,1.6353,2018-09-13 00:27:12
Rep,18 to 34,Some college or trade school,Black,Male,White,Approve,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Don't know,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Rest,18 to 34,Black,Less than 50 percent,Cell,1,0.494,1.9334,2.7451,2.1927,2018-09-13 00:41:07
Rep,50 to 64,High school,White,Female,White,Approve,agree,agree,agree,Dems. take House,Don't know,Favorable,Oppose,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Rest,50 to 64,White,85 percent or higher,Cell,1,0.8763,1.8269,2.1574,1.8811,2018-09-13 00:31:13
