response,ager,educ,file_race,gender,race_eth,APPKAV,approve,genballot,hdem_fav,hrep_fav,NAFTA,TARIFF,TAXREFORM,TRUMPECON,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Und,35 to 49,Graduate or Professional Degree,White,Female,White,Don't know,Don't know,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Morris,85 percent or higher,Cell,1,0.9438,0.568,0.4063,0.5777,2018-09-20 21:36:13
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Essex/Union,50 to 85 percent,Cell,1,0.7947,1.0681,0.5154,1.1109,2018-09-20 21:36:31
Rep,65 and older,Bachelors' degree,Unknown,Male,White,Don't know,Disapp.,Don't know,Unfavorable,Don't know,Support,Oppose,Oppose,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Unknown,Morris,50 to 85 percent,Cell,1,0.7928,1.261,0.7896,1.312,2018-09-20 21:37:21
Dem,50 to 64,Graduate or Professional Degree,Asian,Male,Other,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Support,Oppose,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,Other Non-White,Somerset,85 percent or higher,Landline,1,0.9628,1.0302,0.5506,1.0462,2018-09-20 21:37:25
Dem,18 to 34,Bachelors' degree,Unknown,Male,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Democratic,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Unknown,Morris,50 to 85 percent,Cell,0.7778,0.7221,0.5506,0.5407,0.4799,2018-09-20 21:41:10
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,Hispanic,Male,Hispanic,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,Hispanic,Somerset,85 percent or higher,Cell,1,0.9386,0.6954,0.4308,0.7076,2018-09-20 21:42:31
Rep,50 to 64,Some college or trade school,White,Male,White,oppose,Disapp.,Don't know,Unfavorable,Don't know,Support,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Other,Male,Not very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Somerset,Less than 50 percent,Cell,0.1111,0.489,1.2077,1.284,0.5108,2018-09-20 21:44:24
Rep,[DO NOT READ] Refused,High school,White,Female,Other,Don't know,Approve,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,agree,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,White,Hunterdon/Warren,50 to 85 percent,Cell,0.4444,0.7719,2.0184,2.4534,1.9057,2018-09-20 21:46:29
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Essex/Union,85 percent or higher,Cell,1,0.9467,1.4679,0.7134,1.4926,2018-09-20 21:46:30
Und,18 to 34,High school,White,Male,White,Don't know,Approve,Don't know,Don't know,Don't know,Oppose,Don't know,Support,agree,30 to 44,High School Grad. or Less,Other,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Essex/Union,Less than 50 percent,Cell,1,0.4422,1.381,3.1215,1.2707,2018-09-20 21:49:20
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Morris,85 percent or higher,Cell,1,0.9782,1.2548,0.6547,1.2733,2018-09-20 21:50:23
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Male,White,Don't know,Don't know,Don't know,Favorable,Favorable,Don't know,Don't know,Oppose,Don't know,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Essex/Union,85 percent or higher,Cell,1,0.9568,1.0267,0.5949,1.0431,2018-09-20 21:51:35
Und,35 to 49,Some college or trade school,White,Female,White,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,30 to 44,Some College Educ.,Other,Female,Not at all likely,or as a member of another political party,"White, No 4-Year College Degree",White,35 to 49,White,Essex/Union,Less than 50 percent,Landline,0,0.1093,1.0409,4.0804,0.2182,2018-09-20 21:52:29
Dem,50 to 64,Some college or trade school,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Hunterdon/Warren,50 to 85 percent,Landline,1,0.8213,0.7183,0.4168,0.7435,2018-09-20 21:53:32
Dem,18 to 34,Some college or trade school,White,Female,Hispanic,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Don't know,Support,Oppose,disagree,30 to 44,Some College Educ.,Other,Female,Very likely,Democrat,Nonwhite,Nonwhite,18 to 34,White,Somerset,Less than 50 percent,Cell,1,0.2835,0.6084,1.3593,0.6981,2018-09-20 21:54:44
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Hunterdon/Warren,85 percent or higher,Landline,1,0.8832,0.9441,0.4596,0.9675,2018-09-20 21:59:23
Dem,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Somerset,85 percent or higher,Cell,1,0.8863,0.8498,0.5751,0.854,2018-09-20 21:59:59
Dem,35 to 49,Graduate or Professional Degree,Asian,Female,Asian,support,Don't know,Dems. take House,Don't know,Favorable,Don't know,Don't know,Support,Don't know,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,Other Non-White,Somerset,Less than 50 percent,Cell,0.7778,0.4865,0.9424,1.2904,0.9967,2018-09-20 22:03:23
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Oppose,Don't know,Don't know,Don't know,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Morris,85 percent or higher,Landline,1,0.9205,0.9187,0.4696,0.9368,2018-09-20 22:03:41
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,Asian,oppose,Disapp.,Dems. take House,Don't know,Don't know,Oppose,Support,Oppose,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,Unknown,Somerset,50 to 85 percent,Landline,1,0.8314,0.5928,0.4539,0.6125,2018-09-20 22:04:26
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Unfavorable,Favorable,Support,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Somerset,Less than 50 percent,Cell,0.7778,0.4862,0.5567,0.667,0.5889,2018-09-20 22:04:44
Rep,65 and older,High school,Other,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Don't know,Don't know,Don't know,agree,65 and older,High School Grad. or Less,Republican,Female,Not very likely,Republican,"White, No 4-Year College Degree",White,65 and older,Other Non-White,Essex/Union,50 to 85 percent,Landline,0.4444,0.6009,2.5002,2.6198,1.5104,2018-09-20 22:06:41
Rep,65 and older,High school,White,Male,White,support,Approve,Don't know,Don't know,Don't know,Oppose,Don't know,Don't know,agree,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Hunterdon/Warren,85 percent or higher,Cell,0.8889,0.8723,1.6264,1.5088,1.6141,2018-09-20 22:11:47
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Reps. keep House,Don't know,Favorable,Support,Oppose,Support,disagree,30 to 44,Postgraduate Degree,Other,Male,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Somerset,50 to 85 percent,Cell,1,0.5231,0.7422,0.8823,0.7801,2018-09-20 22:13:35
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Essex/Union,85 percent or higher,Landline,1,0.949,0.7392,0.4365,0.7514,2018-09-20 22:14:11
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Don't know,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Somerset,85 percent or higher,Landline,1,0.9502,0.8721,0.4148,0.8865,2018-09-20 22:17:52
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Don't know,Oppose,Support,Support,agree,45 to 64,4-year College Grad.,Other,Male,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Essex/Union,Less than 50 percent,Cell,0.5556,0.2932,1.3428,2.7278,1.1831,2018-09-20 22:18:28
Und,18 to 34,Bachelors' degree,White,Female,White,Don't know,Disapp.,Reps. keep House,Don't know,Don't know,Support,Support,Support,disagree,18 to 29,4-year College Grad.,Other,Female,Not at all likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Morris,Less than 50 percent,Cell,0,0.215,0.7432,2.5082,0.1696,2018-09-20 22:21:28
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,65 and older,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Somerset,85 percent or higher,Landline,1,0.9848,0.9894,0.4245,0.9993,2018-09-20 22:21:46
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Essex/Union,50 to 85 percent,Cell,1,0.5587,1.3038,1.0154,1.4393,2018-09-20 22:22:49
Und,18 to 34,Graduate or Professional Degree,White,Female,White,oppose,Approve,Don't know,Don't know,Don't know,Support,Oppose,Support,agree,18 to 29,Postgraduate Degree,Republican,Female,Somewhat likely,[DO NOT READ] Refused,"White, 4-Year College Grads",White,18 to 34,White,Hunterdon/Warren,Less than 50 percent,Cell,0.8889,0.1396,0.3951,1.4877,0.3565,2018-09-20 22:22:58
Dem,50 to 64,Some college or trade school,Unknown,Male,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Unknown,Hunterdon/Warren,50 to 85 percent,Landline,1,0.7818,1.1859,0.9261,1.2365,2018-09-20 22:24:37
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Don't know,Oppose,Support,agree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Essex/Union,50 to 85 percent,Cell,1,0.8193,0.6364,0.4054,0.6589,2018-09-20 22:25:13
Rep,65 and older,Bachelors' degree,Other,Female,White,support,Approve,Reps. keep House,Don't know,Unfavorable,Support,Support,Support,disagree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Other Non-White,Hunterdon/Warren,85 percent or higher,Landline,1,0.9246,1.4922,0.7411,1.5208,2018-09-20 22:28:40
Und,35 to 49,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Unfavorable,Oppose,Support,Support,agree,30 to 44,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Hunterdon/Warren,50 to 85 percent,Cell,1,0.6027,0.519,0.4664,0.5368,2018-09-20 22:29:07
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Somerset,50 to 85 percent,Landline,1,0.8319,0.5162,0.345,0.5333,2018-09-20 22:30:59
Und,50 to 64,High school,Hispanic,Female,Hispanic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,High School Grad. or Less,Democratic,Female,Somewhat likely,[DO NOT READ] Refused,Nonwhite,Nonwhite,50 to 64,Hispanic,Essex/Union,50 to 85 percent,Cell,0.4444,0.6364,2.1755,2.4403,1.5791,2018-09-20 22:31:44
Und,65 and older,Some college or trade school,White,Male,White,Don't know,Approve,Don't know,Don't know,Unfavorable,Support,Support,Don't know,agree,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Hunterdon/Warren,50 to 85 percent,Cell,1,0.8279,1.0502,0.6168,1.0857,2018-09-20 22:32:11
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Don't know,Don't know,Don't know,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Somerset,50 to 85 percent,Cell,0.8889,0.7263,0.3718,0.2877,0.3693,2018-09-20 22:32:38
Und,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Unfavorable,Don't know,Oppose,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Hunterdon/Warren,Less than 50 percent,Landline,1,0.207,0.7192,1.776,0.9807,2018-09-20 22:35:02
Und,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Don't know,Disapp.,Dems. take House,Don't know,Don't know,Don't know,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Other,Female,Very likely,Independent (No party),Nonwhite,Nonwhite,35 to 49,Hispanic,Essex/Union,50 to 85 percent,Cell,0.7778,0.5992,1.0603,1.006,1.0268,2018-09-20 22:35:56
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Somerset,50 to 85 percent,Landline,1,0.7525,1.1851,0.735,1.2429,2018-09-20 22:35:56
Dem,50 to 64,Some college or trade school,White,Male,Other,oppose,Disapp.,Dems. take House,Don't know,Don't know,Don't know,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,White,Hunterdon/Warren,Less than 50 percent,Landline,1,0.2744,0.7592,1.3601,0.9704,2018-09-20 22:37:26
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Morris,85 percent or higher,Landline,1,0.9617,1.17,0.6246,1.1882,2018-09-20 22:38:47
Und,50 to 64,Some college or trade school,Black,Male,Black,Don't know,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,50 to 64,Other Non-White,Morris,Less than 50 percent,Cell,0.8889,0.4034,0.9186,1.2056,0.9533,2018-09-20 22:40:53
Rep,18 to 34,Some college or trade school,Unknown,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,18 to 29,Some College Educ.,Other,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",White,18 to 34,Unknown,Somerset,Less than 50 percent,Cell,0.7778,0.2979,0.6849,1.6426,0.54990000000000006,2018-09-20 22:41:47
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Don't know,Oppose,Support,agree,45 to 64,4-year College Grad.,Other,Male,Not at all likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Morris,Less than 50 percent,Cell,0,0.4673,1.0319,1.585,0.3071,2018-09-20 22:48:59
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Don't know,Reps. keep House,Don't know,Favorable,Support,Oppose,Support,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,35 to 49,White,Morris,50 to 85 percent,Cell,0.8889,0.5809,0.9763,1.1692,1.042,2018-09-20 22:56:11
Und,50 to 64,Bachelors' degree,White,Female,White,Don't know,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Hunterdon/Warren,85 percent or higher,Landline,0.7778,0.9195,1.12,0.6511,1.1031,2018-09-20 22:57:59
Rep,65 and older,Bachelors' degree,White,Male,Other,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,65 and older,White,Morris,85 percent or higher,Landline,1,0.8947,1.276,0.6639,1.3055,2018-09-20 22:58:35
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Oppose,Oppose,Oppose,disagree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Hunterdon/Warren,85 percent or higher,Landline,1,0.9492,0.8657,0.4323,0.8706,2018-09-20 22:58:44
