response,ager,educ,file_race,gender,race_eth,approve,sdem_fav,SENC,srep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,65 and older,High school,White,Male,White,Approve,Unfavorable,Rep.,Unfavorable,65 and older,High School Grad. or Less,Other,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Phoenix/Tempe,Less than 50 percent,Cell,1,0.4173,1.4919,2.2547,1.7947,2018-10-18 04:24:48
Rep,65 and older,High school,White,Female,White,Approve,Unfavorable,Rep.,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9868,1.2125,0.8754,1.199,2018-10-18 04:30:39
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Favorable,Don't know,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Phoenix/Tempe,50 to 85 percent,Landline,1,0.789,1.0843,0.7644,1.1235,2018-10-18 04:30:48
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Pima,50 to 85 percent,Cell,1,0.8419,0.7838,0.3448,0.7689,2018-10-18 04:33:23
Rep,65 and older,High school,White,Female,White,Approve,Unfavorable,Rep.,Favorable,65 and older,High School Grad. or Less,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,Phoenix/Tempe,50 to 85 percent,Cell,1,0.6191,1.2421,1.3048,1.3582,2018-10-19 00:38:12
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Unfavorable,Rep.,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",18 to 34,White,Rest of Maricopa,85 percent or higher,Cell,1,0.9571,0.991,0.6452,0.9812,2018-10-19 00:51:31
Dem,65 and older,High school,Unknown,Female,White,Approve,Unfavorable,Rep.,Unfavorable,65 and older,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,Unknown,Phoenix/Tempe,50 to 85 percent,Cell,1,0.814,1.1634,0.905,1.175,2018-10-19 00:59:28
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Male,White,Disapp.,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Non-White,Phoenix/Tempe,Less than 50 percent,Cell,1,0.4761,1.2603,1.5499,1.3978,2018-10-19 01:02:55
Und,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Unfavorable,Dem.,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",65 and older,White,Pima,85 percent or higher,Cell,1,0.9932,0.696,0.2354,0.6867,2018-10-19 01:07:51
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Unfavorable,Rep.,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Rest of Maricopa,85 percent or higher,Cell,1,0.8747,0.8931,0.5899,0.8931,2018-10-19 01:08:27
Und,65 and older,Some college or trade school,White,Female,White,Approve,Unfavorable,Rep.,Unfavorable,65 and older,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Cell,0.7778,0.9879,0.7037,0.4148,0.6811,2018-10-19 01:16:15
Rep,50 to 64,Some college or trade school,White,Female,White,Disapp.,Don't know,Rep.,Don't know,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rest,50 to 85 percent,Cell,1,0.5255,0.8407,0.918,0.9148,2018-10-19 01:22:33
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,Hispanic,Female,Hispanic,Don't know,Don't know,Don't know,Don't know,30 to 44,[DO NOT READ] Don't know/Refused,Democratic,Female,Very likely,[DO NOT READ] Refused,Nonwhite,35 to 49,Non-White,Rest of Maricopa,Less than 50 percent,Cell,1,0.419,1.5068,2.9788,1.5884,2018-10-19 01:28:33
Dem,50 to 64,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,Rest of Maricopa,85 percent or higher,Cell,1,0.9873,0.7708,0.4054,0.7622,2018-10-19 01:31:24
Dem,35 to 49,Some college or trade school,White,Female,Other,Disapp.,Favorable,Don't know,Unfavorable,30 to 44,Some College Educ.,Other,Female,Already voted,Independent (No party),Nonwhite,35 to 49,White,Rest of Maricopa,Less than 50 percent,Cell,1,0.479,1.0627,1.6361,1.2353,2018-10-19 01:38:40
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Favorable,Dem.,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Rest of Maricopa,50 to 85 percent,Cell,1,0.8098,0.7911,0.5531,0.7996,2018-10-19 01:42:07
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,Pima,85 percent or higher,Cell,1,0.8989,0.957,0.4263,0.937,2018-10-19 01:43:01
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Unfavorable,Rep.,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Already voted,or as a member of another political party,"White, 4-Year College Grads",50 to 64,White,Pima,85 percent or higher,Cell,1,0.975,0.8343,0.3618,0.8288,2018-10-19 01:49:39
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Favorable,Rep.,Unfavorable,65 and older,Postgraduate Degree,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,White,Rest of Maricopa,85 percent or higher,Landline,1,0.9847,0.73,0.3633,0.7242,2018-10-19 01:49:57
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Landline,1,0.5507,0.7607,0.8299,0.7744,2018-10-19 01:51:45
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Favorable,Dem.,Unfavorable,30 to 44,Postgraduate Degree,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Rest of Maricopa,85 percent or higher,Cell,1,0.9701,0.7798,0.4809,0.7753,2018-10-19 01:52:21
Dem,65 and older,Some college or trade school,White,Female,White,Approve,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest of Maricopa,85 percent or higher,Cell,1,0.9933,0.7191,0.4011,0.7115,2018-10-19 01:52:57
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Favorable,Rep.,Unfavorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Rest of Maricopa,85 percent or higher,Landline,1,0.9941,0.6882,0.3797,0.681,2018-10-19 01:55:39
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Rest of Maricopa,85 percent or higher,Landline,1,0.9833,0.8881,0.5418,0.8782,2018-10-19 01:56:33
Rep,65 and older,High school,White,Female,[DO NOT READ] Don't know/Refused,Approve,Unfavorable,Rep.,Favorable,65 and older,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,65 and older,White,Rest,85 percent or higher,Landline,1,0.9965,1.1229,0.7431,1.1115,2018-10-19 01:57:09
Rep,18 to 34,Some college or trade school,Asian,Male,Asian,Approve,Favorable,Rep.,Favorable,30 to 44,Some College Educ.,Other,Male,Somewhat likely,or as a member of another political party,Nonwhite,18 to 34,Non-White,Rest of Maricopa,Less than 50 percent,Cell,0.6667,0.089,1.3941,6.7906,1.0294,2018-10-19 01:58:39
Dem,18 to 34,Some college or trade school,White,Female,Hispanic,Disapp.,Unfavorable,Dem.,Unfavorable,18 to 29,Some College Educ.,Democratic,Female,Already voted,Democrat,Nonwhite,18 to 34,White,Pima,Less than 50 percent,Cell,1,0.3774,1.0903,1.5454,1.3458,2018-10-19 02:00:18
Dem,65 and older,High school,White,Female,White,Disapp.,Unfavorable,Dem.,Unfavorable,65 and older,High School Grad. or Less,Republican,Female,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest of Maricopa,85 percent or higher,Landline,1,0.9768,1.2226,0.8559,1.2142,2018-10-19 02:02:01
Rep,[DO NOT READ] Refused,Some college or trade school,White,Male,White,Approve,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Pima,85 percent or higher,Landline,1,0.993,0.8256,0.3353,0.8168,2018-10-19 02:02:42
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Favorable,Dem.,Unfavorable,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Rest,50 to 85 percent,Cell,1,0.7562,0.8661,0.5653,0.8846,2018-10-19 02:05:28
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Favorable,Dem.,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,35 to 49,Non-White,Pima,85 percent or higher,Cell,1,0.8562,0.9962,0.5834,0.9766,2018-10-19 02:06:58
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Unfavorable,Rep.,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Already voted,Republican,"White, 4-Year College Grads",65 and older,White,Rest of Maricopa,85 percent or higher,Landline,1,0.995,0.8335,0.461,0.826,2018-10-19 02:08:46
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9865,0.7599,0.4847,0.7515,2018-10-19 02:09:49
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Favorable,Dem.,Don't know,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,18 to 34,Non-White,Pima,85 percent or higher,Landline,1,0.8968,1.1054,0.6666,1.0824,2018-10-19 02:10:07
Dem,65 and older,Bachelors' degree,White,Female,Black,Disapp.,Favorable,Dem.,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,65 and older,White,Rest of Maricopa,85 percent or higher,Landline,1,0.99,0.8335,0.4633,0.8215,2018-10-19 02:10:34
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rest,50 to 85 percent,Landline,1,0.7566,0.8917,0.6044,0.9106,2018-10-19 02:12:04
Rep,65 and older,High school,White,Male,White,Approve,Unfavorable,Rep.,Favorable,65 and older,High School Grad. or Less,Democratic,Male,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Cell,1,0.9789,1.207,0.7202,1.1983,2018-10-19 02:18:44
Dem,50 to 64,High school,Hispanic,Female,White,Disapp.,Favorable,Dem.,Unfavorable,45 to 64,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,Non-White,Rest,50 to 85 percent,Landline,1,0.524,1.6646,2.3361,1.7047,2018-10-19 02:20:05
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Don't know,Rep.,Favorable,65 and older,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Pima,85 percent or higher,Cell,1,0.9955,0.7209,0.3024,0.712,2018-10-19 02:20:50
Und,35 to 49,Some college or trade school,White,Female,White,Don't know,Unfavorable,Don't know,Unfavorable,45 to 64,Some College Educ.,Other,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Rest of Maricopa,Less than 50 percent,Cell,0.4444,0.1551,1.0627,5.0537,0.368,2018-10-19 02:21:17
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Landline,1,0.7356,0.8068,0.5889,0.8488,2018-10-19 02:21:26
Rep,65 and older,Some college or trade school,Unknown,Female,White,Approve,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,Unknown,Rest of Maricopa,Less than 50 percent,Landline,1,0.4637,0.9486,1.4545,1.1115,2018-10-19 02:22:20
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Don't know,Rep.,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,Rest of Maricopa,85 percent or higher,Landline,1,0.9742,0.9209,0.5566,0.9108,2018-10-19 02:22:29
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest of Maricopa,85 percent or higher,Landline,1,0.9939,0.7191,0.4009,0.7127,2018-10-19 02:23:05
Rep,65 and older,[DO NOT READ] Refused,White,Male,Other,Approve,Unfavorable,Rep.,Favorable,65 and older,[DO NOT READ] Don't know/Refused,Other,Male,Already voted,Independent (No party),Nonwhite,65 and older,White,Rest,85 percent or higher,Landline,1,0.9764,0.8415,0.4492,0.8358,2018-10-19 02:23:32
Rep,50 to 64,High school,Hispanic,Male,White,Approve,Unfavorable,Rep.,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,Non-White,Rest of Maricopa,50 to 85 percent,Landline,1,0.7248,1.9225,1.8077,1.9768,2018-10-19 02:23:50
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Favorable,Dem.,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",18 to 34,White,Pima,50 to 85 percent,Landline,1,0.7924,1.0962,0.5603,1.1348,2018-10-19 02:25:11
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Pima,85 percent or higher,Cell,1,0.9901,0.9022,0.4083,0.8923,2018-10-19 02:25:38
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Phoenix/Tempe,85 percent or higher,Landline,1,0.9945,0.7741,0.3839,0.766,2018-10-19 02:26:59
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Landline,1,0.9953,0.8108,0.3938,0.8035,2018-10-19 02:27:08
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Unfavorable,Rep.,Favorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Landline,1,0.8513,0.6406,0.3944,0.6428,2018-10-19 02:29:14
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest of Maricopa,50 to 85 percent,Cell,1,0.6797,0.7104,0.5578,0.7075,2018-10-19 02:30:08
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Approve,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,50 to 64,White,Rest,85 percent or higher,Landline,1,0.9924,0.9068,0.5933,0.8971,2018-10-19 02:30:26
Rep,65 and older,High school,White,Male,Other,Approve,Unfavorable,Rep.,Favorable,65 and older,High School Grad. or Less,Other,Male,Already voted,Independent (No party),Nonwhite,65 and older,White,Pima,85 percent or higher,Landline,1,0.9965,1.22,0.5174,1.209,2018-10-19 02:30:44
Rep,18 to 34,High school,White,Female,Hispanic,Approve,Unfavorable,Rep.,Favorable,18 to 29,High School Grad. or Less,Republican,Female,Very likely,or as a member of another political party,Nonwhite,18 to 34,White,Phoenix/Tempe,50 to 85 percent,Landline,1,0.6089,1.5145,1.868,1.5248,2018-10-19 02:32:23
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Pima,50 to 85 percent,Landline,1,0.8101,0.8611,0.4374,0.8873,2018-10-19 02:43:34
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,Unknown,Female,[DO NOT READ] Don't know/Refused,Disapp.,Favorable,Dem.,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,65 and older,Unknown,Pima,85 percent or higher,Landline,1,0.9924,0.6636,0.2644,0.6546,2018-10-19 02:47:01
Rep,35 to 49,Some college or trade school,Unknown,Female,White,Approve,Unfavorable,Rep.,Favorable,30 to 44,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",35 to 49,Unknown,Pima,85 percent or higher,Landline,1,0.9885,0.9632,0.545,0.955,2018-10-19 02:47:22
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",50 to 64,White,Phoenix/Tempe,85 percent or higher,Cell,1,0.9074,0.8709,0.5466,0.8767,2018-10-19 02:47:40
