response,ager,educ,file_race,gender,race_eth,approve,ASSAULTW,ENGLISH,genballot,hdem_fav,hrep_fav,LIFECHANGE,OPIOID,REVERSERACIS,STRANGER,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,region,file_race_black,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,50 to 64,High school,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,agree,disagree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Madison,White,85 percent or higher,Cell,1,0.9027,1.8153,1.1173,1.882
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Don't know,agree,Reps. keep House,Don't know,Don't know,Don't know,no,Don't know,agree,65 and older,Postgraduate Degree,Other,Male,Very likely,Republican,"White, 4-Year College Grads",White,St. Clair,White,Less than 50 percent,Landline,1,0.4467,0.909,0.957,0.9888
Dem,[DO NOT READ] Refused,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,oppose,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,disagree,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,St. Clair,White,Less than 50 percent,Landline,1,0.3127,1.2594,2.4056,1.5864
Dem,35 to 49,Some college or trade school,White,Male,Other,Disapp.,oppose,disagree,Dems. take House,Don't know,Don't know,disagree,no,Don't know,agree,45 to 64,Some College Educ.,Other,Male,Not at all likely,Independent (No party),Nonwhite,Nonwhite,St. Clair,White,Less than 50 percent,Landline,0,0.0434,1.876,6.7296,0.3975
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Landline,1,0.9239,0.5627,0.2621,0.5818
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,oppose,Don't know,Reps. keep House,Don't know,Don't know,agree,no,Don't know,disagree,18 to 29,Some College Educ.,Other,Male,Not at all likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,Rest,White,Less than 50 percent,Cell,0,0.2231,1.0052,3.7497,0.2345
Rep,65 and older,High school,White,Male,White,Disapp.,oppose,agree,Dems. take House,Don't know,Favorable,agree,yes,agree,agree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Cell,1,0.8682,0.8845,0.4572,0.9215
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,disagree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,White,50 to 85 percent,Cell,1,0.6654,0.7757,0.7316,0.8422
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,oppose,disagree,Dems. take House,Don't know,Don't know,Don't know,yes,agree,disagree,18 to 29,Some College Educ.,Democratic,Female,Not very likely,Democrat,"White, No 4-Year College Degree",White,Rest,White,Less than 50 percent,Cell,0.2222,0.1818,0.6673,2.7329,0.2486
Rep,50 to 64,High school,Hispanic,Female,White,Disapp.,oppose,disagree,Don't know,Don't know,Don't know,agree,no,agree,disagree,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,Other Non-White,50 to 85 percent,Cell,0,0.7855,1.0909,0.9082,0.9216
Und,35 to 49,Some college or trade school,White,Female,Black,Disapp.,oppose,disagree,Dems. take House,Don't know,Don't know,agree,no,agree,agree,30 to 44,Some College Educ.,Other,Female,[DO NOT READ] Don't know/Refused,Democrat,Nonwhite,Nonwhite,St. Clair,White,Less than 50 percent,Cell,0.6667,0.1827,1.629,4.9954,1.0764
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,support,disagree,Reps. keep House,Favorable,Don't know,agree,no,disagree,disagree,45 to 64,Postgraduate Degree,Other,Male,Very likely,Republican,"White, 4-Year College Grads",White,St. Clair,White,Less than 50 percent,Cell,0.6667,0.3889,1.2446,1.6689,1.1792
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,yes,disagree,disagree,18 to 29,4-year College Grad.,Other,Male,Very likely,Republican,"White, 4-Year College Grads",White,St. Clair,White,Less than 50 percent,Cell,0.7778,0.2709,1.5019,4.7525,1.5542
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,disagree,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,St. Clair,White,85 percent or higher,Cell,1,0.8921,1.3026,0.4587,1.3278
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Cell,1,0.9738,0.6122,0.2198,0.6303
Rep,65 and older,Grade school,White,Male,White,Approve,oppose,agree,Reps. keep House,Don't know,Favorable,disagree,yes,agree,agree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,White,50 to 85 percent,Cell,1,0.8112,1.0369,0.6302,1.0906
Dem,50 to 64,Some college or trade school,White,Male,White,Don't know,oppose,disagree,Dems. take House,Favorable,Don't know,Don't know,no,agree,disagree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,Rest,White,50 to 85 percent,Cell,1,0.8266,1.0542,0.4083,1.0774
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,agree,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Cell,1,0.946,0.5316,0.2046,0.5423
