response,ager,educ,file_race,gender,race_eth,APPKAV,approve,genballot,hdem_fav,hrep_fav,NAFTA,TARIFF,TAXREFORM,TRUMPECON,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_unkother,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,50 to 64,Some college or trade school,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Linn,50 to 85 percent,Cell,1,0.7267,1.1241,1.0786,1.1818,2018-09-19 21:46:54
Dem,18 to 34,Some college or trade school,White,Male,White,support,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Support,Oppose,disagree,18 to 29,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Linn,Less than 50 percent,Cell,1,0.4305,1.6808,3.6528,1.8742,2018-09-19 21:48:06
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Linn,85 percent or higher,Cell,1,0.9182,1.1901,0.8963,1.256,2018-09-19 21:50:03
Rep,50 to 64,High school,Asian,Female,White,oppose,Approve,Reps. keep House,Unfavorable,Favorable,Support,Oppose,Support,disagree,45 to 64,High School Grad. or Less,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Unknown/Non-White,"Rest, Trump >60%",85 percent or higher,Cell,0.7778,0.8609,1.1485,0.6726,1.0882,2018-09-19 21:50:48
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Support,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Black Hawk,85 percent or higher,Cell,1,0.8764,0.989,0.554,1.0497,2018-09-19 21:52:18
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,White,Black Hawk,85 percent or higher,Cell,1,0.9552,1.0472,0.6595,1.0901,2018-09-19 21:53:21
Dem,[DO NOT READ] Refused,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,"Rest, Trump >60%",85 percent or higher,Landline,1,0.9331,0.7189,0.4563,0.7573,2018-09-19 21:53:30
Rep,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Favorable,Support,Oppose,Oppose,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,"Rest, Trump >60%",85 percent or higher,Cell,1,0.979,0.6192,0.445,0.6501,2018-09-19 21:55:09
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Linn,85 percent or higher,Cell,1,0.9846,1.2717,0.786,1.3351,2018-09-19 21:55:45
Und,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Don't know,Favorable,Unfavorable,Support,Oppose,Support,disagree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,"Rest, Trump <60%",50 to 85 percent,Landline,0.7778,0.7929,0.715,0.5724,0.7461,2018-09-19 21:58:09
Dem,65 and older,Some college or trade school,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Black Hawk,85 percent or higher,Cell,1,0.9201,0.73,0.5933,0.7702,2018-09-19 21:58:54
Dem,65 and older,High school,White,Female,Other,support,Disapp.,Reps. keep House,Favorable,Unfavorable,Support,Support,Support,disagree,65 and older,High School Grad. or Less,Other,Female,Very likely,Republican,Nonwhite,Nonwhite,65 and older,White,Black Hawk,85 percent or higher,Cell,0.4444,0.8767,0.9863,0.7327,0.9453,2018-09-19 22:00:42
Rep,18 to 34,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,18 to 34,White,"Rest, Trump <60%",Less than 50 percent,Cell,1,0.4199,1.2319,3.3828,1.4873,2018-09-19 22:06:43
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Don't know,Don't know,Oppose,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,White,"Rest, Trump <60%",85 percent or higher,Landline,1,0.9395,0.5764,0.4524,0.5995,2018-09-19 22:07:01
Dem,50 to 64,High school,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Oppose,Support,Oppose,disagree,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,"Rest, Trump <60%",85 percent or higher,Landline,1,0.9273,1.3659,1.012,1.44,2018-09-19 22:08:22
Und,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Don't know,Don't know,Don't know,Don't know,Don't know,Support,Oppose,Don't know,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Unknown/Non-White,"Rest, Trump <60%",85 percent or higher,Landline,0.8889,0.894,0.6087,0.3298,0.6387,2018-09-19 22:09:34
Rep,50 to 64,High school,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Don't know,Support,Support,agree,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,"Rest, Trump >60%",85 percent or higher,Cell,1,0.9024,1.055,0.7567,1.1156,2018-09-19 22:11:04
Und,50 to 64,High school,White,Female,White,Don't know,Disapp.,Reps. keep House,Unfavorable,Unfavorable,Don't know,Oppose,Don't know,disagree,45 to 64,High School Grad. or Less,Other,Female,[DO NOT READ] Don't know/Refused,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,"Rest, Trump <60%",50 to 85 percent,Landline,0.1111,0.63,1.1153,1.167,0.6212,2018-09-19 22:12:07
Rep,18 to 34,Bachelors' degree,Unknown,Male,White,Don't know,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,18 to 29,4-year College Grad.,Other,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Unknown/Non-White,Linn,Less than 50 percent,Cell,0.5556,0.3788,2.2612,4.1562,1.6275,2018-09-19 22:12:16
Rep,50 to 64,Bachelors' degree,White,Female,White,Don't know,Disapp.,Don't know,Don't know,Favorable,Support,Oppose,Don't know,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Black Hawk,85 percent or higher,Cell,1,0.979,0.7365,0.4179,0.7732,2018-09-19 22:13:10
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,"Rest, Trump >60%",85 percent or higher,Cell,1,0.9938,0.7667,0.4567,0.8053,2018-09-19 22:18:20
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Unfavorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Dubuque,50 to 85 percent,Cell,1,0.7754,0.6698,0.5595,0.7234,2018-09-19 22:21:29
Rep,65 and older,Grade school,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Unfavorable,Don't know,Oppose,Support,agree,65 and older,High School Grad. or Less,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Linn,85 percent or higher,Cell,1,0.9171,1.9734,1.47,2.0828,2018-09-19 22:28:41
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Don't know,Approve,Don't know,Don't know,Favorable,Support,Support,Support,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,"Rest, Trump <60%",50 to 85 percent,Cell,1,0.5661,0.7309,0.8762,0.8328,2018-09-19 22:30:02
Dem,50 to 64,Some college or trade school,Unknown,Male,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,Unknown/Non-White,Black Hawk,50 to 85 percent,Cell,1,0.8426,0.8182,0.5742,0.873,2018-09-19 22:30:11
Dem,65 and older,High school,White,Female,White,Don't know,Disapp.,Don't know,Favorable,Unfavorable,Support,Oppose,Don't know,Don't know,65 and older,High School Grad. or Less,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Dubuque,50 to 85 percent,Landline,1,0.5262,1.2868,1.4942,1.4863,2018-09-19 22:30:20
Dem,65 and older,Bachelors' degree,Unknown,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,Unknown/Non-White,Linn,85 percent or higher,Landline,1,0.9978,1.0938,0.634,1.1499,2018-09-19 22:32:05
Dem,50 to 64,Some college or trade school,White,Female,White,Don't know,Approve,Reps. keep House,Don't know,Unfavorable,Support,Support,Support,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,"Rest, Trump <60%",Less than 50 percent,Cell,1,0.3557,0.9677,2.0336,1.2093,2018-09-19 22:32:41
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,65 and older,[DO NOT READ] Don't know/Refused,Other,Male,Very likely,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,"Rest, Trump >60%",85 percent or higher,Landline,1,0.8666,1.1822,1.1329,1.2299,2018-09-19 22:33:17
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,"Rest, Trump >60%",85 percent or higher,Landline,1,0.976,0.6192,0.4464,0.6502,2018-09-19 22:35:33
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Black Hawk,85 percent or higher,Cell,1,0.9939,0.6259,0.3917,0.6575,2018-09-19 22:36:53
Und,65 and older,High school,White,Female,White,oppose,Approve,Reps. keep House,Unfavorable,Unfavorable,Oppose,Oppose,Oppose,disagree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,"Rest, Trump <60%",85 percent or higher,Landline,1,0.9972,1.0791,0.9071,1.1343,2018-09-19 22:39:00
Rep,65 and older,Some college or trade school,White,Male,White,support,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Support,agree,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Linn,85 percent or higher,Landline,0.8889,0.9761,1.2626,0.9654,1.312,2018-09-19 22:39:17
Dem,50 to 64,Some college or trade school,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,"Rest, Trump <60%",85 percent or higher,Landline,1,0.9062,0.7543,0.6535,0.7972,2018-09-19 22:41:05
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Approve,Dems. take House,Favorable,Unfavorable,Support,Support,Support,agree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Black Hawk,50 to 85 percent,Cell,1,0.735,0.8309,0.7178,0.9051,2018-09-19 22:42:35
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Linn,85 percent or higher,Landline,1,0.9984,0.6971,0.4511,0.7331,2018-09-19 22:43:21
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,"Rest, Trump >60%",85 percent or higher,Cell,1,0.9255,0.5837,0.4113,0.6068,2018-09-19 22:43:38
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Linn,85 percent or higher,Cell,1,0.9436,0.7663,0.5849,0.8065,2018-09-19 22:43:56
Dem,50 to 64,High school,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Support,Oppose,disagree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Dubuque,50 to 85 percent,Landline,1,0.8063,1.4004,1.1745,1.5037,2018-09-19 22:44:32
Dem,35 to 49,Some college or trade school,White,Female,White,Don't know,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Don't know,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Linn,85 percent or higher,Landline,1,0.9952,0.9154,0.7516,0.9597,2018-09-19 22:44:59
Und,[DO NOT READ] Refused,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,"Rest, Trump >60%",85 percent or higher,Landline,1,0.9584,0.8374,0.4582,0.8801,2018-09-19 22:45:46
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,"Rest, Trump <60%",85 percent or higher,Cell,1,0.9757,0.6155,0.5557,0.6462,2018-09-19 22:46:11
Und,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Unfavorable,Unfavorable,Support,Oppose,Support,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Black Hawk,50 to 85 percent,Landline,1,0.7655,0.5618,0.4885,0.608,2018-09-19 22:46:47
Rep,65 and older,High school,White,Female,Hispanic,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Support,Oppose,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,65 and older,White,"Rest, Trump >60%",50 to 85 percent,Landline,1,0.8202,1.2249,1.0061,1.312,2018-09-19 22:48:08
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,support,Disapp.,Reps. keep House,Unfavorable,Favorable,Don't know,Support,Don't know,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,Linn,85 percent or higher,Landline,1,0.9958,1.1664,0.7322,1.2256,2018-09-19 22:48:10
Dem,65 and older,High school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,"Rest, Trump <60%",85 percent or higher,Landline,1,0.9036,0.9313,0.9034,0.9847,2018-09-19 22:48:26
Dem,65 and older,Grade school,White,Female,White,oppose,Approve,Dems. take House,Favorable,Favorable,Support,Support,Support,agree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,"Rest, Trump >60%",85 percent or higher,Cell,1,0.9752,0.9659,0.7238,1.0142,2018-09-19 22:49:11
